race_date,stadium_number,race_number,race_wind,race_wind_direction_number,race_wave,race_weather_number,race_temperature,race_water_temperature,boat_number,racer_course_number,racer_start_timing,racer_exhibition_time,racer_weight,racer_weight_adjustment,racer_tilt_adjustment
2026-05-15,1,1,2,6,1,1,17,16,1,1,0.13,6.84,52,0,0
2026-05-15,1,1,2,6,1,1,17,16,2,2,0.14,6.74,52,0,-0.5
2026-05-15,1,1,2,6,1,1,17,16,3,3,-0.06,6.69,51.5,0.5,-0.5
2026-05-15,1,1,2,6,1,1,17,16,4,4,-0.03,6.65,54.6,0,-0.5
2026-05-15,1,1,2,6,1,1,17,16,5,5,0.19,6.6,56.6,0,-0.5
2026-05-15,1,1,2,6,1,1,17,16,6,6,0.24,6.69,51,1,-0.5
2026-05-15,1,2,5,10,4,1,20,16,1,1,0.03,6.83,52.3,0,-0.5
2026-05-15,1,2,5,10,4,1,20,16,2,2,-0.02,6.75,52.6,0,-0.5
2026-05-15,1,2,5,10,4,1,20,16,3,3,0.02,6.64,52,0,-0.5
2026-05-15,1,2,5,10,4,1,20,16,4,4,-0.1,6.8,52.2,0,-0.5
2026-05-15,1,2,5,10,4,1,20,16,5,5,-0.11,6.63,52,0,0
2026-05-15,1,2,5,10,4,1,20,16,6,6,-0.03,6.65,51,1,-0.5
2026-05-15,1,3,5,10,4,1,20,16,1,1,0.11,6.61,52.2,0,-0.5
2026-05-15,1,3,5,10,4,1,20,16,2,2,0.11,6.59,52.6,0,0
2026-05-15,1,3,5,10,4,1,20,16,3,3,0.02,6.69,52,0,-0.5
2026-05-15,1,3,5,10,4,1,20,16,4,4,0.14,6.64,52,0,-0.5
2026-05-15,1,3,5,10,4,1,20,16,5,5,0.18,6.61,54.5,0,0
2026-05-15,1,3,5,10,4,1,20,16,6,6,0.1,6.5,52.2,0,0
2026-05-15,1,4,5,10,4,1,20,16,1,1,-0.01,6.64,53.8,0,-0.5
2026-05-15,1,4,5,10,4,1,20,16,2,2,-0.04,6.8,52.7,0,-0.5
2026-05-15,1,4,5,10,4,1,20,16,3,3,0.01,6.7,52.5,0,0
2026-05-15,1,4,5,10,4,1,20,16,4,5,-0.06,6.68,52,0,0
2026-05-15,1,4,5,10,4,1,20,16,5,4,-0.1,6.61,52.8,0,-0.5
