race_date,stadium_number,race_number,race_wind,race_wind_direction_number,race_wave,race_weather_number,race_temperature,race_water_temperature,boat_number,racer_course_number,racer_start_timing,racer_exhibition_time,racer_weight,racer_weight_adjustment,racer_tilt_adjustment
2025-12-18,3,1,4,12,20,1,11,13,1,1,0.03,6.55,52.4,0,0.5
2025-12-18,3,1,4,12,20,1,11,13,2,2,0.08,6.67,57.2,0,0.5
2025-12-18,3,1,4,12,20,1,11,13,3,3,0.23,6.79,53.5,0,0.5
2025-12-18,3,1,4,12,20,1,11,13,4,4,0,6.7,60.8,0,0.5
2025-12-18,3,1,4,12,20,1,11,13,5,5,-0.03,6.59,46,1,0
2025-12-18,3,1,4,12,20,1,11,13,6,6,-0.14,6.79,52.6,0,0.5
2025-12-18,3,2,6,12,10,1,11,13,1,1,0.38,6.72,52.8,0,0
2025-12-18,3,2,6,12,10,1,11,13,2,2,0.11,6.79,52,0,0
2025-12-18,3,2,6,12,10,1,11,13,3,3,0.22,6.87,44.5,2.5,0
2025-12-18,3,2,6,12,10,1,11,13,4,4,0.34,6.85,52.3,0,0.5
2025-12-18,3,2,6,12,10,1,11,13,5,5,0.47,6.79,46.5,0.5,0.5
2025-12-18,3,2,6,12,10,1,11,13,6,6,0.27,6.65,52.2,0,0
2025-12-18,3,3,6,12,15,1,11,13,1,1,0.02,6.53,54.6,0,0
2025-12-18,3,3,6,12,15,1,11,13,2,2,0.02,6.66,53.5,0,0.5
2025-12-18,3,3,6,12,15,1,11,13,3,3,0.01,6.79,52.5,0,0
2025-12-18,3,3,6,12,15,1,11,13,4,4,0.24,6.67,52.8,0,1
2025-12-18,3,3,6,12,15,1,11,13,5,5,0.21,6.82,45,2,0.5
2025-12-18,3,3,6,12,15,1,11,13,6,6,0.01,6.85,52,0,0.5
2025-12-18,3,4,6,12,15,1,11,13,1,1,0.09,6.71,52,0,0
2025-12-18,3,4,6,12,15,1,11,13,2,2,0.11,6.83,52,0,0.5
2025-12-18,3,4,6,12,15,1,11,13,3,3,0.01,6.68,52,0,0
2025-12-18,3,4,6,12,15,1,11,13,4,4,0.27,6.7,53.7,0,1
2025-12-18,3,4,6,12,15,1,11,13,5,5,0.12,6.73,48,0,0.5
2025-12-18,3,4,6,12,15,1,11,13,6,6,0.31,6.77,52.1,0,1
2025-12-18,3,5,5,12,15,1,12,13,1,1,0.18,6.82,47.3,0,0.5
2025-12-18,3,5,5,12,15,1,12,13,2,2,0.07,6.99,54.1,0,0.5
2025-12-18,3,5,5,12,15,1,12,13,3,3,0.08,7.01,60.8,0,0.5
2025-12-18,3,5,5,12,15,1,12,13,4,4,0.07,6.84,52.4,0,0.5
2025-12-18,3,5,5,12,15,1,12,13,5,5,0.1,6.85,52,0,0.5
2025-12-18,3,5,5,12,15,1,12,13,6,6,0.06,6.87,52,0,0.5
2025-12-18,3,6,6,12,15,1,12,13,1,1,0.34,6.93,55.3,0,0.5
2025-12-18,3,6,6,12,15,1,12,13,2,2,0.19,7.06,49.7,0,0.5
2025-12-18,3,6,6,12,15,1,12,13,3,3,0.11,6.94,52,0,0.5
2025-12-18,3,6,6,12,15,1,12,13,4,4,0.19,6.9,52,0,0
2025-12-18,3,6,6,12,15,1,12,13,5,5,0.37,6.94,52.2,0,0
2025-12-18,3,6,6,12,15,1,12,13,6,6,0.24,7.06,53.3,0,1.5
2025-12-18,3,7,6,12,20,1,12,13,1,1,0.19,6.9,47.4,0,0
2025-12-18,3,7,6,12,20,1,12,13,2,2,0.03,6.67,52,0,-0.5
2025-12-18,3,7,6,12,20,1,12,13,3,3,0.15,6.86,52,0,0.5
2025-12-18,3,7,6,12,20,1,12,13,4,4,0.19,7.02,54.6,0,0
2025-12-18,3,7,6,12,20,1,12,13,5,5,0.03,6.81,52.8,0,0
2025-12-18,3,7,6,12,20,1,12,13,6,6,0.06,7.49,46,1,0
2025-12-18,3,8,6,12,20,1,12,13,1,1,0.13,7.02,52.8,0,0.5
2025-12-18,3,8,6,12,20,1,12,13,2,2,0.18,6.97,52.4,0,0.5
2025-12-18,3,8,6,12,20,1,12,13,3,3,0.25,6.95,46.5,0.5,0.5
