race_date,venue_code,race_number,grade,is_night,predicted_rank_1_racer,predicted_rank_1_probability,actual_rank_1_racer,actual_kimarite,entry_course_actual,entry_course_program,race_weather_number,race_wind,race_wind_direction_number,race_wave,race_temperature,race_water_temperature,motor_2rate,motor_3rate,racer_id,start_timing,hit_top1,hit_top2,brier_score,used_model,training_races_so_far,naive_predicted_course,naive_hit_top1
2025-05-01,1,1,5,0,2,0.1956,1,1,2,2,1,5,10,4,21,19,49.09,70.91,4407,0.18,0,0,0.1401,0,0,,
2025-05-01,1,2,5,0,3,0.1864,1,1,2,3,1,5,10,4,21,19,50.68,68.49,3947,0.1,0,0,0.1367,0,0,,
2025-05-01,1,3,5,0,3,0.1876,4,3,3,3,1,5,10,4,21,19,47.95,65.75,4128,0.35,0,0,0.1427,0,0,,
2025-05-01,1,4,5,0,5,0.1908,1,1,5,5,1,5,10,4,21,19,44.44,57.41,4362,0.19,0,0,0.1423,0,0,,
2025-05-01,1,5,5,1,4,0.1777,4,1,1,4,1,5,10,4,21,19,28.92,45.78,3159,0.07,1,1,0.1353,0,0,,
2025-05-01,1,6,5,1,3,0.1853,4,3,3,3,1,5,10,4,20,19,49.09,70.91,4407,0.21,0,0,0.1406,0,0,,
2025-05-01,1,7,5,1,2,0.1825,3,3,2,2,1,4,10,3,20,19,47.95,65.75,4128,0.26,0,1,0.137,0,0,,
2025-05-01,1,8,5,1,5,0.2,5,4,3,5,1,4,10,3,19,19,42.42,56.06,4238,0.15,1,1,0.1281,0,0,,
2025-05-01,1,9,5,1,1,0.1875,1,5,1,1,1,5,10,4,19,19,50.68,68.49,3947,0.31,1,1,0.1321,0,0,,
2025-05-01,1,10,5,1,6,0.1888,1,1,6,6,1,5,10,4,19,19,46.67,56,3740,0.23,0,1,0.1333,0,0,,
2025-05-01,1,11,5,1,2,0.1919,1,1,2,2,1,5,10,4,18,19,52,69.33,4420,0.17,0,1,0.1354,0,0,,
2025-05-01,1,12,5,1,1,0.1768,1,5,1,1,1,3,10,2,18,19,42.42,56.06,4238,0.17,1,1,0.1356,0,0,,
2025-05-01,2,1,5,0,1,0.1875,3,3,1,1,1,3,16,3,20,19,47.8,60.99,3546,0.11,0,0,0.1409,0,0,,
2025-05-01,2,2,5,0,5,0.1801,2,3,4,5,1,3,16,3,21,20,38.29,60.57,5087,0.19,0,0,0.1372,0,0,,
2025-05-01,2,3,5,0,5,0.1896,3,3,5,5,1,4,14,4,21,20,39.89,52.25,4144,0.2,0,0,0.1396,0,0,,
2025-05-01,2,4,5,0,6,0.174,3,3,6,6,1,5,16,4,21,20,43.4,59.75,4201,0.23,0,0,0.1393,0,0,,
2025-05-01,2,5,5,0,4,0.1883,3,3,4,4,1,4,16,4,21,20,34.76,50,4573,0.09,0,0,0.1429,0,0,,
2025-05-01,2,7,5,0,3,0.1875,3,4,3,3,1,6,16,5,22,20,47.8,60.99,3546,0.23,1,1,0.1321,0,0,,
2025-05-01,2,8,5,0,3,0.1814,5,4,3,3,1,6,16,5,22,20,38.29,60.57,5087,0.14,0,1,0.1343,0,0,,
2025-05-01,2,9,5,0,4,0.1727,1,1,4,4,1,6,14,5,22,20,37.28,56.21,4432,0.26,0,1,0.1371,0,0,,
2025-05-01,2,10,5,0,4,0.1711,1,1,4,4,1,6,16,5,21,20,43.4,59.75,4201,0.16,0,1,0.1376,0,0,,
2025-05-01,2,11,5,0,1,0.1852,1,1,1,1,1,7,14,6,20,20,39.89,52.25,4144,0.25,1,1,0.1329,0,0,,
2025-05-01,2,12,5,0,3,0.1759,1,1,3,3,1,8,14,6,20,20,39.04,52.94,4546,0.16,0,0,0.1384,0,0,,
2025-05-01,5,1,5,0,3,0.2246,1,1,3,3,1,2,7,3,21,20,72.22,88.89,4077,0.13,0,1,0.1356,0,0,,
2025-05-01,5,2,5,0,6,0.1928,1,1,6,6,1,3,7,3,21,21,63.16,68.42,5201,0.26,0,0,0.1546,0,0,,
2025-05-01,5,3,5,0,3,0.1925,3,4,3,3,1,2,9,2,21,21,61.11,66.67,4825,0.1,1,1,0.1306,0,0,,
2025-05-01,5,4,5,0,6,0.2377,1,1,2,6,1,3,9,2,21,21,80,90,3517,0.22,0,0,0.1428,0,0,,
2025-05-01,5,5,5,0,5,0.2348,1,5,5,5,1,3,9,2,21,21,77.78,83.33,4906,0.15,0,0,0.1412,0,0,,
2025-05-01,5,6,5,0,1,0.189,3,3,1,1,1,4,9,2,21,21,44.44,55.56,3569,0.15,0,0,0.1458,0,0,,
2025-05-01,5,7,5,0,1,0.2026,1,1,1,1,1,3,9,2,21,21,63.64,81.82,4440,0.16,1,1,0.1275,0,0,,
2025-05-01,5,8,5,0,4,0.1921,5,4,4,4,1,3,7,2,21,21,44.44,77.78,4676,0.11,0,1,0.135,0,0,,
2025-05-01,5,9,5,0,3,0.2331,1,1,3,3,1,5,9,2,21,21,80,90,3517,0.17,0,0,0.145,0,0,,
2025-05-01,5,10,5,0,2,0.2276,6,2,2,2,1,3,9,2,21,21,77.78,83.33,4906,0.11,0,0,0.1473,0,0,,
2025-05-01,5,11,5,1,4,0.2165,2,3,4,4,1,3,9,2,20,21,61.11,66.67,4825,0.05,0,0,0.1475,0,0,,
2025-05-01,5,12,5,1,3,0.2075,1,1,3,3,1,2,9,2,20,21,60,80,4939,0.17,0,0,0.1362,0,0,,
2025-05-01,7,1,5,0,3,0.1766,3,2,3,3,2,3,9,1,20,14,35.48,52.07,4630,0.07,1,1,0.1356,0,0,,
2025-05-01,7,2,5,0,3,0.175,6,4,3,3,2,3,9,1,19,14,35.05,50.47,5068,0.11,0,0,0.1399,0,0,,
2025-05-01,7,3,5,0,6,0.1883,4,2,6,6,2,3,9,1,19,14,44.19,60.47,4786,0.07,0,0,0.1384,0,0,,
2025-05-01,7,4,5,0,5,0.1939,5,4,5,5,2,3,9,1,19,14,44.03,57.86,4604,0.09,1,1,0.13,0,0,,
2025-05-01,7,5,5,1,1,0.1791,5,2,1,1,2,3,9,1,19,14,44.64,60.71,4306,0.17,0,0,0.1364,0,0,,
2025-05-01,7,6,5,1,6,0.1869,2,2,6,6,2,3,9,1,19,14,44.83,65.52,4074,0.08,0,0,0.1396,0,0,,
2025-05-01,7,7,5,1,4,0.1751,1,1,4,4,2,3,9,1,19,14,39.09,56.85,4650,0.16,0,0,0.1407,0,0,,
2025-05-01,7,8,5,1,3,0.1973,1,1,3,3,2,3,9,1,19,14,42.68,59.76,4337,0.07,0,0,0.1395,0,0,,
2025-05-01,7,9,5,1,5,0.1843,1,1,5,5,2,4,9,2,19,14,44.09,61.29,4409,0.16,0,0,0.1383,0,0,,
2025-05-01,7,10,5,1,4,0.1897,1,1,4,4,2,4,9,2,19,14,44.03,57.86,4604,0.17,0,1,0.1368,0,0,,
2025-05-01,7,11,5,1,4,0.1811,1,1,4,4,2,4,7,2,19,14,44.83,65.52,4074,0.15,0,0,0.1387,0,0,,
2025-05-01,7,12,5,1,1,0.1804,1,1,1,1,2,3,9,1,18,14,42.68,59.76,4337,0.15,1,1,0.1344,0,0,,
2025-05-01,8,1,5,0,4,0.1935,1,1,4,4,2,4,7,2,19,18,47,72,3463,0.09,0,1,0.1321,0,0,,
2025-05-01,8,2,5,0,2,0.1981,3,5,4,2,2,4,7,2,19,18,49.46,67.74,5175,0.14,0,1,0.1319,0,0,,
2025-05-01,8,3,5,0,5,0.1951,4,3,6,5,2,4,7,2,19,18,52.17,67.39,4558,0.21,0,0,0.1484,0,0,,
2025-05-01,8,4,5,0,4,0.181,2,2,4,4,2,4,7,2,19,18,41.35,60.58,5032,0.16,0,0,0.1412,0,0,,
2025-05-01,8,5,5,0,4,0.1991,2,3,4,4,2,4,7,2,19,18,49.06,58.49,3826,0.14,0,1,0.1346,0,0,,
2025-05-01,8,6,5,0,1,0.1906,1,1,1,1,2,4,7,2,19,19,38.04,54.35,4051,0.06,1,1,0.1313,0,0,,
2025-05-01,8,7,5,0,4,0.1909,5,4,4,4,2,4,7,2,19,19,52.17,67.39,4558,0.21,0,0,0.1375,0,0,,
2025-05-01,8,8,5,0,3,0.1837,3,3,3,3,2,4,7,2,20,19,41.51,57.55,3543,0.14,1,1,0.1333,0,0,,
2025-05-01,8,9,5,0,4,0.1902,3,3,4,4,2,5,7,2,20,19,43.27,53.85,4054,0.15,0,0,0.1452,0,0,,
2025-05-01,8,10,5,0,2,0.1987,1,1,2,2,2,5,7,2,20,19,49.06,58.49,3826,0.11,0,0,0.1374,0,0,,
2025-05-01,8,11,5,0,3,0.1806,3,3,4,3,2,5,7,2,20,19,38.04,54.35,4051,0.15,1,1,0.1345,0,0,,
2025-05-01,8,12,5,0,1,0.1916,1,1,1,1,2,5,7,2,20,19,45.1,69.61,4230,0.11,1,1,0.1308,0,0,,
2025-05-01,9,1,5,0,1,0.2037,1,1,1,1,2,2,6,1,18,19,49.02,68.63,4579,0.12,1,1,0.127,0,0,,
2025-05-01,9,2,5,0,3,0.199,3,4,3,3,2,3,6,2,18,19,56.52,78.26,3852,0.12,1,1,0.1285,0,0,,
2025-05-01,9,3,5,0,6,0.1795,3,3,6,6,2,4,6,2,19,19,42.86,58.93,3842,0.08,0,0,0.1384,0,0,,
2025-05-01,9,4,5,0,4,0.1942,3,2,4,4,2,4,6,2,19,19,41.51,56.6,4470,0.09,0,1,0.1367,0,0,,
2025-05-01,9,5,5,0,1,0.195,1,1,1,1,2,5,6,3,19,19,44.12,72.06,4856,0.11,1,1,0.1297,0,0,,
2025-05-01,9,6,5,0,3,0.1937,6,5,3,3,2,5,6,3,20,19,44.07,64.41,4796,0.08,0,0,0.1391,0,0,,
2025-05-01,9,7,5,0,2,0.1759,2,2,2,2,2,6,6,5,20,20,42.86,58.93,3842,0.24,1,1,0.1358,0,0,,
2025-05-01,9,8,5,0,3,0.1853,1,1,3,3,2,6,6,5,20,20,36.84,63.16,5256,0.12,0,0,0.1404,0,0,,
2025-05-01,9,9,5,0,2,0.181,1,5,2,2,1,6,6,5,20,20,42.25,57.75,4808,0.14,0,1,0.1363,0,0,,
2025-05-01,9,10,5,0,4,0.2123,1,1,4,4,1,7,6,5,20,20,55.81,69.77,4066,0.07,0,0,0.1399,0,0,,
2025-05-01,9,11,5,0,6,0.1791,1,1,5,6,2,6,6,5,20,20,41.51,56.6,4470,0.13,0,0,0.1392,0,0,,
2025-05-01,9,12,5,0,4,0.1868,2,3,4,4,2,7,6,5,20,20,49.02,68.63,4579,0.12,0,0,0.1458,0,0,,
2025-05-01,11,1,4,0,1,0.1836,1,1,1,1,1,3,11,3,21,18,0,0,4678,0.27,1,1,0.1335,0,0,,
2025-05-01,11,2,4,0,2,0.1964,2,5,2,2,1,3,9,4,20,18,0,0,4884,0.17,1,1,0.1296,0,0,,
2025-05-01,11,3,4,0,6,0.186,1,1,6,6,1,4,7,4,19,18,0,0,4961,0.12,0,0,0.1438,0,0,,
2025-05-01,11,4,4,0,6,0.1835,1,1,6,6,1,4,9,5,21,19,0,0,4611,0.11,0,0,0.1381,0,0,,
2025-05-01,11,5,4,0,2,0.1918,5,5,2,2,1,3,11,5,21,18,0,0,4938,0.31,0,1,0.1327,0,0,,
2025-05-01,11,6,4,0,5,0.1901,5,3,5,5,1,3,9,5,21,18,0,0,4123,0.15,1,1,0.1314,0,0,,
2025-05-01,11,7,4,0,4,0.1985,1,1,4,4,1,4,11,5,21,19,0,0,4502,0.17,0,0,0.1351,0,0,,
2025-05-01,11,8,4,0,5,0.1976,3,3,5,5,1,4,11,5,21,18,0,0,3435,0.22,0,0,0.1381,0,0,,
2025-05-01,11,9,4,0,2,0.1955,2,3,2,2,1,6,11,6,20,18,0,0,4961,0.29,1,1,0.1295,0,0,,
2025-05-01,11,10,4,0,4,0.1847,4,3,4,4,1,6,11,7,20,18,0,0,4519,0.15,1,1,0.1332,0,0,,
2025-05-01,11,11,4,0,6,0.1792,1,1,6,6,1,3,9,6,19,18,0,0,4938,0.12,0,1,0.1383,0,0,,
2025-05-01,11,12,4,0,2,0.1737,4,3,2,2,1,4,11,5,19,18,0,0,3435,0.32,0,0,0.1396,0,0,,
2025-05-01,15,1,5,0,1,0.1933,1,1,1,1,1,3,15,3,20,14,46.32,63.24,4487,0.14,1,1,0.1302,0,0,,
2025-05-01,15,2,5,0,4,0.1847,4,4,4,4,1,4,15,4,20,14,40.4,58.28,3981,0.21,1,1,0.1331,0,0,,
2025-05-01,15,3,5,0,6,0.1909,1,1,6,6,1,3,15,3,20,14,40.56,57.34,5111,0.15,0,0,0.1445,0,0,,
2025-05-01,15,4,5,0,5,0.1801,1,1,5,5,1,3,15,3,20,14,29.73,49.32,4561,0.09,0,1,0.1355,0,0,,
2025-05-01,15,5,5,1,3,0.183,3,4,3,3,1,1,15,1,20,14,30.99,47.18,4514,0.2,1,1,0.1335,0,0,,
2025-05-01,15,6,5,1,4,0.2018,1,1,4,4,2,3,7,3,22,14,40.26,61.04,4387,0.15,0,1,0.1343,0,0,,
2025-05-01,15,7,5,1,6,0.2012,1,1,6,6,2,5,7,5,22,14,44.44,60.42,5257,0.23,0,0,0.142,0,0,,
2025-05-01,15,8,5,1,1,0.2007,1,1,1,1,2,5,7,5,22,14,48.82,63.78,3813,0.21,1,1,0.1279,0,0,,
2025-05-01,15,9,5,1,5,0.1743,5,2,4,5,2,5,5,5,21,14,32.89,50.34,4589,0.05,1,1,0.1364,0,0,,
2025-05-01,15,10,5,1,4,0.1786,2,2,4,4,2,5,5,5,21,14,30.99,47.18,4514,0.17,0,0,0.1382,0,0,,
2025-05-01,15,11,5,1,2,0.1942,1,1,2,2,2,4,5,4,21,14,48.82,63.78,3813,0.09,0,1,0.1338,0,0,,
2025-05-01,15,12,5,1,2,0.1804,2,4,3,2,2,3,3,3,20,14,43.66,64.08,4957,0.15,1,1,0.1344,0,0,,
2025-05-01,17,1,5,0,1,0.1907,1,1,1,1,1,4,13,4,18,15,38.3,54.61,4434,0.21,1,1,0.1311,0,0,,
2025-05-01,17,2,5,0,5,0.1775,1,1,4,5,1,5,13,5,19,15,36.3,54.81,4771,0.15,0,0,0.1413,0,0,,
2025-05-01,17,3,5,0,4,0.1837,2,2,4,4,1,5,13,5,20,15,39.1,57.89,4471,0.27,0,1,0.1359,0,0,,
2025-05-01,17,4,5,0,5,0.1718,4,3,5,5,1,4,13,4,20,15,37.78,57.04,4458,0.15,0,0,0.1401,0,0,,
2025-05-01,17,5,5,0,3,0.174,5,4,3,3,1,4,13,4,21,15,40.15,58.33,5154,0.23,0,1,0.1373,0,0,,
2025-05-01,17,6,5,0,3,0.1728,1,1,3,3,1,5,13,5,21,15,35.77,51.82,4475,0.1,0,0,0.1391,0,0,,
2025-05-01,17,7,5,0,2,0.1868,2,2,2,2,1,4,13,4,21,15,33.83,50.38,4682,0.15,1,1,0.1323,0,0,,
2025-05-01,17,8,5,0,4,0.1915,4,3,4,4,1,4,13,4,21,16,37.04,53.33,4205,0.06,1,1,0.1308,0,0,,
2025-05-01,17,9,5,0,2,0.1801,3,3,2,2,1,4,13,4,21,16,36.13,51.26,4798,0.1,0,1,0.1346,0,0,,
2025-05-01,17,10,5,0,2,0.1951,2,2,2,2,2,4,13,4,20,16,46.1,63.12,4292,0.11,1,1,0.1296,0,0,,
2025-05-01,17,11,5,0,5,0.1763,1,1,5,5,2,2,13,2,20,16,42.42,62.12,4991,0.15,0,0,0.1387,0,0,,
2025-05-01,17,12,5,0,4,0.1704,1,1,4,4,2,2,13,2,20,16,33.83,50.38,4682,0.12,0,0,0.1392,0,0,,
2025-05-01,18,1,5,0,1,0.2398,1,1,1,1,1,2,7,2,19,16,70,80,4264,0.15,1,1,0.1173,0,0,,
2025-05-01,18,2,5,0,4,0.2529,1,1,4,4,1,3,7,3,20,16,70,80,3684,0.19,0,1,0.1189,0,0,,
2025-05-01,18,3,5,0,2,0.2378,2,2,2,2,1,4,5,4,20,16,45.45,72.73,3711,0.1,1,1,0.1175,0,0,,
2025-05-01,18,4,5,0,2,0.2345,1,1,2,2,1,4,5,4,19,16,45.45,63.64,3661,0.23,0,0,0.1542,0,0,,
2025-05-01,18,5,5,0,6,0.1841,2,1,5,6,1,5,5,5,19,16,0,0,4985,0.15,0,0,0.1404,0,0,,
2025-05-01,18,6,5,0,5,0.2579,2,2,5,5,1,5,5,5,20,16,70,80,4950,0.18,0,0,0.1541,0,0,,
2025-05-01,18,7,5,0,4,0.2123,1,1,5,4,1,5,7,5,20,16,50,50,4251,0.22,0,0,0.1354,0,0,,
2025-05-01,18,8,5,0,1,0.2366,2,2,1,1,1,6,5,6,20,16,70,80,3684,0.16,0,0,0.1451,0,0,,
2025-05-01,18,9,5,0,2,0.271,1,1,2,2,1,7,5,7,20,16,50,50,5123,0.12,0,0,0.1511,0,0,,
2025-05-01,18,10,5,0,5,0.2568,1,1,4,5,1,7,5,7,20,16,70,80,4264,0.15,0,0,0.1301,0,0,,
2025-05-01,18,11,5,0,4,0.2398,2,3,4,4,1,7,7,7,20,17,45.45,72.73,3711,0.1,0,0,0.1538,0,0,,
2025-05-01,18,12,5,0,3,0.2618,1,1,3,3,1,7,5,7,20,17,66.67,88.89,4015,0.13,0,1,0.1313,0,0,,
2025-05-01,21,1,5,0,2,0.249,1,1,3,2,1,3,13,3,19,19,55.56,77.78,5219,0.3,0,1,0.1331,0,0,,
2025-05-01,21,2,5,0,4,0.2696,4,5,4,4,1,1,1,1,20,19,62.5,75,3783,0.11,1,1,0.1075,0,0,,
2025-05-01,21,3,5,0,4,0.2564,1,1,4,4,1,2,13,2,21,19,66.67,77.78,5195,0.33,0,1,0.1231,0,0,,
2025-05-01,21,4,5,0,1,0.2512,1,1,1,1,1,3,13,3,22,19,44.44,88.89,4288,0.16,1,1,0.1137,0,0,,
2025-05-01,21,5,5,0,3,0.2065,1,1,3,3,1,2,1,2,23,19,55.56,77.78,5219,0.06,0,0,0.1327,0,0,,
2025-05-01,21,6,5,0,6,0.226,1,1,5,6,1,2,1,2,23,19,33.33,55.56,4566,0.16,0,0,0.1521,0,0,,
2025-05-01,21,7,5,0,2,0.2209,3,4,2,2,1,4,1,4,24,19,37.5,75,5203,0.17,0,0,0.1511,0,0,,
2025-05-01,21,8,5,0,5,0.2858,2,3,5,5,2,4,1,4,24,19,62.5,75,4932,0.14,0,1,0.1303,0,0,,
2025-05-01,21,9,5,0,3,0.2305,6,4,3,3,2,3,1,3,22,19,37.5,62.5,4773,0.14,0,1,0.1356,0,0,,
2025-05-01,21,10,5,0,1,0.2594,1,1,1,1,1,1,1,1,22,19,87.5,87.5,4193,0.08,1,1,0.1107,0,0,,
2025-05-01,21,11,5,0,3,0.2235,1,1,3,3,2,1,1,1,23,19,25,50,5029,0.08,0,1,0.1411,0,0,,
2025-05-01,21,12,5,0,6,0.2002,3,5,6,6,2,3,3,3,24,19,62.5,75,4932,0.23,0,0,0.1557,0,0,,
2025-05-01,23,1,5,0,1,0.1818,4,3,1,1,1,5,12,5,21,18,38.93,55.03,4531,0.16,0,0,0.1377,0,0,,
2025-05-01,23,2,5,0,2,0.183,2,2,2,2,1,5,12,5,21,18,37.01,53.9,5084,0.15,1,1,0.1336,0,0,,
2025-05-01,23,3,5,0,1,0.1993,1,1,1,1,1,5,12,5,21,18,44.97,61.54,4072,0.12,1,1,0.1284,0,0,,
2025-05-01,23,4,5,0,3,0.1927,5,3,4,3,1,5,12,5,21,18,47.62,60.54,4652,0.12,0,1,0.134,0,0,,
2025-05-01,23,5,5,0,2,0.1922,1,1,2,2,1,6,12,6,22,18,41.14,53.8,5026,0.08,0,1,0.1341,0,0,,
2025-05-01,23,6,5,0,1,0.1805,3,2,1,1,1,6,12,6,23,18,49.37,65.82,5261,0.24,0,1,0.1379,0,0,,
2025-05-01,23,7,5,0,4,0.1894,3,5,4,4,1,7,12,7,22,18,35.62,49.32,4500,0.17,0,0,0.1426,0,0,,
2025-05-01,23,8,5,0,4,0.1984,4,2,4,4,1,7,12,7,22,18,44.97,61.54,4072,0.12,1,1,0.1287,0,0,,
2025-05-01,23,9,5,0,6,0.1904,1,1,6,6,1,7,12,7,22,18,41.14,53.8,5026,-0.04,0,0,0.146,0,0,,
2025-05-01,23,10,5,0,2,0.1944,1,1,2,2,1,7,12,7,23,18,44.76,65.73,5121,0.12,0,0,0.1367,0,0,,
2025-05-01,23,11,5,0,2,0.1887,1,1,2,2,2,7,12,7,23,18,52.38,67.35,5214,0.17,0,0,0.1374,0,0,,
2025-05-01,23,12,5,0,3,0.1758,1,1,3,3,2,7,12,7,23,18,37.42,49.68,4320,0.06,0,1,0.1372,0,0,,
2025-05-01,24,1,5,1,2,0.1903,1,5,2,2,2,4,3,3,20,19,40.1,56.77,4171,0.09,0,0,0.1396,0,0,,
2025-05-01,24,2,5,1,4,0.1866,2,2,4,4,2,4,1,3,19,19,41.58,59.47,4241,0.17,0,0,0.1409,0,0,,
2025-05-01,24,3,5,1,3,0.1933,1,5,3,3,2,3,1,2,19,19,46.15,62.05,5193,0.18,0,0,0.1429,0,0,,
2025-05-01,24,4,5,1,2,0.1892,2,2,2,2,3,3,1,2,19,19,46.19,61.42,4515,0.21,1,1,0.1315,0,0,,
2025-05-01,24,5,5,1,6,0.1758,5,4,6,6,3,4,1,3,18,19,44.44,63.64,4268,0.07,0,0,0.1392,0,0,,
2025-05-01,24,6,5,1,6,0.1768,1,1,6,6,3,3,1,2,18,19,46.15,64.1,4924,0.24,0,0,0.1388,0,0,,
2025-05-01,24,7,5,1,6,0.1791,1,1,6,6,3,3,1,2,17,19,38.54,52.68,3944,0.26,0,0,0.1401,0,0,,
2025-05-01,24,8,5,1,6,0.1844,1,1,6,6,3,3,1,2,17,19,40.1,56.77,4171,0.29,0,0,0.1393,0,0,,
2025-05-01,24,9,5,1,1,0.1847,1,1,1,1,3,7,9,6,17,19,41.58,59.47,4241,0.08,1,1,0.1331,0,0,,
2025-05-01,24,10,5,1,1,0.1831,1,1,1,1,3,7,9,6,16,19,38.17,51.08,4096,0.23,1,1,0.1335,0,0,,
2025-05-01,24,11,5,1,3,0.1912,3,4,3,3,3,6,9,5,15,19,46.19,61.42,4515,0.19,1,1,0.1309,0,0,,
2025-05-01,24,12,5,1,4,0.1873,4,6,4,4,3,1,11,1,15,19,46.15,62.05,5193,0.08,1,1,0.1321,0,0,,
2025-05-02,1,1,5,0,1,0.3889,4,4,1,1,3,3,10,2,15,18,30,46.67,3653,0.19,0,0,0.1924,1,156,1,0
2025-05-02,1,2,5,0,2,0.4085,1,1,2,2,3,0,17,0,15,18,37.35,49.4,4188,0.21,0,0,0.1646,1,156,1,1
2025-05-02,1,3,5,0,3,0.5225,3,4,3,3,3,1,8,1,15,18,31.25,48.44,4539,0.18,1,1,0.0522,1,156,1,0
2025-05-02,1,4,5,0,4,0.2615,2,3,4,4,3,2,8,1,15,18,29.17,37.5,4496,0.15,0,0,0.1339,1,156,1,0
2025-05-02,1,5,5,1,4,0.4139,6,1,4,4,3,2,6,1,15,18,35.14,50,3532,0.26,0,0,0.1646,1,156,1,0
2025-05-02,1,6,5,1,1,0.6839,4,4,1,1,3,1,4,1,15,18,25,46.43,4645,0.06,0,0,0.2093,1,156,1,0
2025-05-02,1,7,5,1,1,0.5062,3,2,1,1,3,2,2,1,15,18,31.67,51.67,5005,0.14,0,0,0.176,1,156,1,0
2025-05-02,1,8,5,1,1,0.5991,5,4,1,1,3,3,2,2,14,18,38.57,52.86,3655,0.13,0,1,0.1591,1,156,1,0
2025-05-02,1,9,5,1,2,0.4133,4,3,2,2,3,3,2,2,14,18,44.64,64.29,4430,0.22,0,0,0.1418,1,156,1,0
2025-05-02,1,10,5,1,2,0.6333,5,3,1,2,3,1,4,1,14,18,28.92,45.78,3159,0.2,0,0,0.2146,1,156,1,0
2025-05-02,1,11,5,1,1,0.5484,1,1,1,1,3,1,8,1,14,18,35.19,46.3,4787,0.11,1,1,0.0445,1,156,1,1
2025-05-02,1,12,5,1,1,0.4327,1,1,1,1,3,2,2,1,14,18,44.44,57.41,4362,0.09,1,1,0.0684,1,156,1,1
2025-05-02,2,1,5,0,2,0.4192,1,1,2,2,2,4,12,3,17,20,39.89,52.25,4144,0.24,0,0,0.1501,1,156,3,0
2025-05-02,2,2,5,0,4,0.4441,4,3,4,4,3,6,14,4,17,20,32.54,47.34,3983,0.13,1,1,0.0699,1,156,3,0
2025-05-02,2,3,5,0,3,0.5092,6,3,3,3,3,4,14,3,17,20,30.52,49.35,3251,0.2,0,0,0.2027,1,156,3,0
2025-05-02,2,4,5,0,3,0.6671,3,3,3,3,2,5,12,4,17,20,33.53,48.55,3952,0.22,1,1,0.025,1,156,3,1
2025-05-02,2,5,5,0,1,0.5057,4,2,1,1,3,7,12,5,18,20,33.13,46.25,5220,0.17,0,1,0.0992,1,156,3,0
2025-05-02,2,6,5,0,1,0.4237,4,4,1,1,3,6,14,5,17,20,38.37,58.14,4175,0.13,0,0,0.179,1,156,3,0
2025-05-02,2,7,5,0,1,0.8455,2,2,1,1,3,1,14,2,17,20,25.77,40.49,5191,0.16,0,0,0.2794,1,156,3,0
2025-05-02,2,8,5,0,3,0.4712,6,5,3,3,3,3,12,3,16,20,35.14,52.43,3319,0.16,0,0,0.1745,1,156,3,0
2025-05-02,2,9,5,0,1,0.3717,1,1,1,1,3,3,12,3,16,20,34.41,52.69,4700,0.15,1,1,0.0909,1,156,3,0
2025-05-02,2,10,5,0,1,0.4598,4,3,1,1,3,5,12,4,16,20,35.52,54.1,4528,0.17,0,1,0.1501,1,156,3,0
2025-05-02,2,11,5,0,1,0.5436,3,3,1,1,3,6,12,5,15,20,32.75,48.54,4532,0.13,0,0,0.1812,1,156,3,1
2025-05-02,2,12,5,0,1,0.6947,1,1,1,1,3,8,12,6,14,19,31.25,48.61,4444,0.19,1,1,0.0195,1,156,3,0
2025-05-02,6,1,5,0,1,0.3801,2,3,1,1,3,3,9,2,17,18,11.11,11.11,3156,0.22,0,1,0.1241,1,156,,
2025-05-02,6,2,5,0,3,0.459,1,1,4,3,3,3,9,2,17,18,68.18,81.82,5034,0.19,0,1,0.1269,1,156,,
2025-05-02,6,3,5,0,3,0.2834,2,3,3,3,3,3,9,2,17,18,53.85,69.23,3489,0.24,0,0,0.14,1,156,,
2025-05-02,6,4,5,0,1,0.6838,4,3,1,1,3,4,9,2,16,18,40,60,4208,0.24,0,1,0.2045,1,156,,
2025-05-02,6,5,5,0,1,0.488,6,4,1,1,3,4,9,2,16,18,50,60,4793,0.13,0,0,0.1938,1,156,,
2025-05-02,6,6,5,0,1,0.533,1,1,1,1,3,3,9,2,16,18,50,60,4989,0.08,1,1,0.0462,1,156,,
2025-05-02,6,7,5,0,1,0.5065,1,1,1,1,3,7,5,4,15,18,50,50,4190,0.13,1,1,0.0554,1,156,,
2025-05-02,6,8,5,0,1,0.7021,1,1,1,1,3,7,5,4,15,17,27.78,55.56,4033,0.12,1,1,0.0215,1,156,,
2025-05-02,6,9,5,0,2,0.5086,1,1,2,2,3,6,5,3,15,17,35.29,47.06,3744,0.06,0,1,0.105,1,156,,
2025-05-02,6,10,5,0,1,0.703,4,5,1,1,3,6,5,3,17,17,68.18,81.82,5034,0.21,0,0,0.2399,1,156,,
2025-05-02,6,11,5,0,2,0.442,3,4,2,2,3,6,5,3,17,17,63.64,81.82,4933,0.17,0,0,0.2095,1,156,,
2025-05-02,6,12,5,0,1,0.5208,1,1,1,1,1,3,3,2,17,18,50,70,3960,0.11,1,1,0.0524,1,156,,
2025-05-02,7,1,5,0,1,0.4859,1,5,1,1,3,2,7,1,15,14,41.38,58.62,5321,0.19,1,1,0.0618,1,156,1,1
2025-05-02,7,2,5,0,1,0.3204,3,3,1,1,3,3,5,1,15,14,38.62,56.08,4139,0.2,0,0,0.1898,1,156,1,0
