race_date,stadium_number,race_number,race_closed_at,race_grade_number,race_title,boat_number,racer_number,racer_name,racer_class_number,racer_age,racer_weight,racer_flying_count,racer_late_count,racer_average_start_timing,racer_national_top_1_percent,racer_national_top_2_percent,racer_national_top_3_percent,racer_local_top_1_percent,racer_local_top_2_percent,racer_local_top_3_percent,racer_assigned_motor_top_2_percent,racer_assigned_motor_top_3_percent,racer_assigned_boat_top_2_percent,racer_assigned_boat_top_3_percent
2025-10-19,2,1,2025-10-19 10:47:00,5,日本財団会長賞,1,3647,伊藤 雄二,3,52,51,1,0,0.15,3.98,18.18,32.95,4.4,12.7,38.1,35.85,56.6,52.27,75
2025-10-19,2,1,2025-10-19 10:47:00,5,日本財団会長賞,2,4145,小澤 学,3,43,53.7,0,0,0.26,3.77,11.83,30.11,4.94,19.44,44.44,20.83,50,29.55,52.27
2025-10-19,2,1,2025-10-19 10:47:00,5,日本財団会長賞,3,4023,柴田 友和,3,48,52,0,0,0.17,4.53,23.4,39.36,4.81,25,37.5,52.08,70.83,23.33,50
2025-10-19,2,1,2025-10-19 10:47:00,5,日本財団会長賞,4,4835,橋本 明,3,37,54.1,0,0,0.15,4.91,22.73,47.27,4.29,14.29,42.86,9.38,21.88,26.32,44.74
2025-10-19,2,1,2025-10-19 10:47:00,5,日本財団会長賞,5,5293,眞崎 武蔵,3,23,52,2,0,0.16,1.96,3.64,10.91,1.52,0,0,33.33,50.98,30.95,42.86
2025-10-19,2,1,2025-10-19 10:47:00,5,日本財団会長賞,6,3726,桂林 寛,3,54,55,2,0,0.16,3.7,18.6,32.56,6.5,50,70,39.53,53.49,41.67,68.75
2025-10-19,2,2,2025-10-19 11:16:00,5,日本財団会長賞,1,5266,石田 勇斗,4,25,53.4,0,0,0.25,3.66,12.2,25.61,2,5.88,8.82,14.29,38.1,39.58,47.92
2025-10-19,2,2,2025-10-19 11:16:00,5,日本財団会長賞,2,3930,岸本 隆,2,49,54.3,0,0,0.16,5.45,36.61,50.89,0,0,0,27.45,41.18,39.13,63.04
2025-10-19,2,2,2025-10-19 11:16:00,5,日本財団会長賞,3,4786,佐藤 博亮,1,37,52.4,0,0,0.14,6.3,47.06,58.82,6.35,47.83,69.57,44.19,55.81,30.56,52.78
2025-10-19,2,2,2025-10-19 11:16:00,5,日本財団会長賞,4,4375,照屋 厚仁,2,41,52.5,0,0,0.16,5.56,39.47,55.26,5.12,23.53,58.82,23.26,46.51,20,28.57
2025-10-19,2,2,2025-10-19 11:16:00,5,日本財団会長賞,5,3832,下田 哲也,3,51,56.2,0,0,0.17,4.85,28.57,45.92,4.89,33.33,44.44,6.06,24.24,37.5,47.92
2025-10-19,2,2,2025-10-19 11:16:00,5,日本財団会長賞,6,3246,星野 政彦,3,61,52.9,2,0,0.16,3.89,15.38,29.23,5.39,21.74,52.17,22.5,32.5,23.68,36.84
2025-10-19,2,3,2025-10-19 11:45:00,5,日本財団会長賞,1,5290,坂本 一真,3,24,51.5,0,0,0.18,2.65,10,15,1.36,0,3.03,20,25.71,48.94,63.83
2025-10-19,2,3,2025-10-19 11:45:00,5,日本財団会長賞,2,3905,天野 友和,2,48,52,0,0,0.16,6.24,45.69,63.79,5.76,29.73,67.57,20.45,40.91,29.27,51.22
2025-10-19,2,3,2025-10-19 11:45:00,5,日本財団会長賞,3,4377,濱本 優一,2,41,50,0,0,0.17,6.98,58.4,76.8,7.06,66.67,77.78,36.54,57.69,44.19,62.79
2025-10-19,2,3,2025-10-19 11:45:00,5,日本財団会長賞,4,3885,久田 武,2,51,52.8,1,0,0.17,4.81,28.09,47.19,4.75,25,40.63,26.83,34.15,33.33,42.86
2025-10-19,2,3,2025-10-19 11:45:00,5,日本財団会長賞,5,3327,野長瀬 正孝,1,58,52,1,0,0.16,5.98,39.29,61.9,6.4,50,73.81,21.21,39.39,30.3,39.39
2025-10-19,2,3,2025-10-19 11:45:00,5,日本財団会長賞,6,4327,加藤 翔,3,42,52,0,0,0.2,4.13,18.18,33.33,2.63,0,12.5,59.57,68.09,34.09,52.27
2025-10-19,2,4,2025-10-19 12:14:00,5,日本財団会長賞,1,5280,廣瀬 凜,3,22,52,0,0,0.21,6.05,39.64,63.06,0,0,0,25.64,46.15,22.86,48.57
2025-10-19,2,4,2025-10-19 12:14:00,5,日本財団会長賞,2,4852,川原 祐明,1,30,52,0,0,0.17,6.48,46.02,65.49,5.8,30,60,18.75,43.75,52.27,65.91
2025-10-19,2,4,2025-10-19 12:14:00,5,日本財団会長賞,3,4607,鶴田 勇雄,2,36,52,1,0,0.17,5.63,35.64,59.41,6.82,47.06,88.24,30,52.5,38.3,48.94
2025-10-19,2,4,2025-10-19 12:14:00,5,日本財団会長賞,4,5349,宮崎 奏磨,4,21,54.2,0,0,0.22,1.39,1.3,1.3,1,0,0,36,48,22.86,45.71
2025-10-19,2,4,2025-10-19 12:14:00,5,日本財団会長賞,5,3303,渡辺 豊,2,58,54.1,1,0,0.18,4.65,25.77,43.3,5.05,31.58,57.89,47.27,65.45,48.78,60.98
2025-10-19,2,4,2025-10-19 12:14:00,5,日本財団会長賞,6,4211,村田 敦,3,42,61.4,0,0,0.15,3.99,16,33.33,4.47,17.65,38.24,11.76,17.65,37.78,53.33
2025-10-19,2,5,2025-10-19 12:44:00,5,日本財団会長賞,1,4330,奈須 啓太,2,42,52,1,0,0.12,6.25,44.58,62.65,6.55,45.45,63.64,44.44,59.26,22.86,37.14
2025-10-19,2,5,2025-10-19 12:44:00,5,日本財団会長賞,2,4837,酒井 陽祐,3,36,51.5,0,0,0.19,4.63,28.89,42.22,4.06,25,31.25,18.75,37.5,40.91,59.09
2025-10-19,2,5,2025-10-19 12:44:00,5,日本財団会長賞,3,4374,永田 義紘,3,41,52.4,0,0,0.17,4.71,22.55,42.16,3.43,14.29,28.57,34,50,30.95,38.1
2025-10-19,2,5,2025-10-19 12:44:00,5,日本財団会長賞,4,5042,畑田 汰一,1,26,52,0,0,0.11,7,51.94,72.09,6.25,49.64,62.04,46.34,63.41,43.75,58.33
2025-10-19,2,5,2025-10-19 12:44:00,5,日本財団会長賞,5,3911,鈴木 猛,3,51,53.7,0,0,0.17,5.45,36.97,52.1,4.61,25,38.89,33.33,47.62,28.89,40
2025-10-19,2,5,2025-10-19 12:44:00,5,日本財団会長賞,6,5293,眞崎 武蔵,3,23,52,2,0,0.16,1.96,3.64,10.91,1.52,0,0,33.33,50.98,30.95,42.86
2025-10-19,2,6,2025-10-19 13:14:00,5,日本財団会長賞,1,3940,飯山 泰,1,47,52,0,0,0.15,6.33,44.78,66.42,7.39,58.7,80.43,62.71,69.49,26.32,44.74
2025-10-19,2,6,2025-10-19 13:14:00,5,日本財団会長賞,2,3659,藤生 雄人,2,51,53.8,1,0,0.18,5.16,32.53,54.22,4.47,21.28,40.43,27.27,48.48,26.47,35.29
2025-10-19,2,6,2025-10-19 13:14:00,5,日本財団会長賞,3,4835,橋本 明,3,37,54.1,0,0,0.15,4.91,22.73,47.27,4.29,14.29,42.86,9.38,21.88,26.32,44.74
2025-10-19,2,6,2025-10-19 13:14:00,5,日本財団会長賞,4,3300,川崎 智幸,2,58,53.4,1,0,0.14,6.31,48.18,61.82,6.31,37.5,62.5,21.95,39.02,34.88,55.81
2025-10-19,2,6,2025-10-19 13:14:00,5,日本財団会長賞,5,4750,井上 尚悟,3,38,52.2,1,0,0.17,4.71,26.25,43.75,3.76,17.65,29.41,48.15,72.22,10,22.5
2025-10-19,2,6,2025-10-19 13:14:00,5,日本財団会長賞,6,3251,平石 和男,2,59,50.5,0,0,0.2,5.85,40.91,57.58,5.87,36.94,61.78,37.5,50,21.95,39.02
2025-10-19,2,7,2025-10-19 13:44:00,5,日本財団会長賞,1,3327,野長瀬 正孝,1,58,52,1,0,0.16,5.98,39.29,61.9,6.4,50,73.81,21.21,39.39,30.3,39.39
2025-10-19,2,7,2025-10-19 13:44:00,5,日本財団会長賞,2,3832,下田 哲也,3,51,56.2,0,0,0.17,4.85,28.57,45.92,4.89,33.33,44.44,6.06,24.24,37.5,47.92
2025-10-19,2,7,2025-10-19 13:44:00,5,日本財団会長賞,3,5266,石田 勇斗,4,25,53.4,0,0,0.25,3.66,12.2,25.61,2,5.88,8.82,14.29,38.1,39.58,47.92
2025-10-19,2,7,2025-10-19 13:44:00,5,日本財団会長賞,4,4327,加藤 翔,3,42,52,0,0,0.2,4.13,18.18,33.33,2.63,0,12.5,59.57,68.09,34.09,52.27
2025-10-19,2,7,2025-10-19 13:44:00,5,日本財団会長賞,5,4023,柴田 友和,3,48,52,0,0,0.17,4.53,23.4,39.36,4.81,25,37.5,52.08,70.83,23.33,50
2025-10-19,2,7,2025-10-19 13:44:00,5,日本財団会長賞,6,5315,浅井 翼,3,25,50.5,1,0,0.17,2.69,6.67,18.67,1.75,3.08,4.62,37.5,45.83,40.91,61.36
2025-10-19,2,8,2025-10-19 14:15:00,5,日本財団会長賞,1,3860,松本 浩貴,3,52,52.9,0,0,0.19,4.53,24.49,41.84,3.96,15.56,31.11,35.42,62.5,18.42,47.37
2025-10-19,2,8,2025-10-19 14:15:00,5,日本財団会長賞,2,4607,鶴田 勇雄,2,36,52,1,0,0.17,5.63,35.64,59.41,6.82,47.06,88.24,30,52.5,38.3,48.94
