race_date,stadium_number,race_number,race_closed_at,race_grade_number,race_title,boat_number,racer_number,racer_name,racer_class_number,racer_age,racer_weight,racer_flying_count,racer_late_count,racer_average_start_timing,racer_national_top_1_percent,racer_national_top_2_percent,racer_national_top_3_percent,racer_local_top_1_percent,racer_local_top_2_percent,racer_local_top_3_percent,racer_assigned_motor_top_2_percent,racer_assigned_motor_top_3_percent,racer_assigned_boat_top_2_percent,racer_assigned_boat_top_3_percent
2026-03-30,2,1,2026-03-30 10:47:00,5,日本トーター・SODAカップ,1,3430,角浜 修,3,57,53.4,0,0,0.17,4.23,25,34.38,0,0,0,37.58,55.7,27.66,39.72
2026-03-30,2,1,2026-03-30 10:47:00,5,日本トーター・SODAカップ,2,4395,下河 雅史,3,39,54.9,0,0,0.18,5.07,32.48,47.86,5.1,40,60,20.51,44.44,30.6,48.51
2026-03-30,2,1,2026-03-30 10:47:00,5,日本トーター・SODAカップ,3,4186,小川 時光,3,45,55,0,0,0.17,3.17,15.49,19.72,4.91,31.08,43.24,44.37,60.93,31.88,50
2026-03-30,2,1,2026-03-30 10:47:00,5,日本トーター・SODAカップ,4,3741,松尾 基成,3,51,56.6,0,0,0.19,3.22,11.34,20.62,4.58,16.67,41.67,29.68,43.87,39.57,49.64
2026-03-30,2,1,2026-03-30 10:47:00,5,日本トーター・SODAカップ,5,5387,戸田 海咲音,4,19,53,1,0,0.19,1.68,1.37,2.74,1.5,0,0,18.87,31.13,24.63,44.78
2026-03-30,2,1,2026-03-30 10:47:00,5,日本トーター・SODAカップ,6,4016,西川 新太郎,3,46,55.3,0,0,0.15,5.08,29.89,50.57,4.52,22.22,37.04,38.93,57.25,31.16,50.72
2026-03-30,2,2,2026-03-30 11:16:00,5,日本トーター・SODAカップ,1,4680,後藤 美翼,3,36,47,0,0,0.19,5.61,34.69,57.14,4.74,29.63,48.15,29.25,43.54,32.39,47.18
2026-03-30,2,2,2026-03-30 11:16:00,5,日本トーター・SODAカップ,2,3896,上田 洋平,3,49,51.5,0,0,0.17,5.12,26.92,48.08,5.36,28.57,50,30.37,48.89,31.85,48.89
2026-03-30,2,2,2026-03-30 11:16:00,5,日本トーター・SODAカップ,3,4252,松下 哲也,3,42,52,0,0,0.18,4.4,20.69,40.23,3.7,20,30,33.11,54.3,28.36,46.27
2026-03-30,2,2,2026-03-30 11:16:00,5,日本トーター・SODAカップ,4,4706,三浦 洋次朗,2,37,50.5,0,0,0.17,5.91,40.16,57.48,5.19,35.48,48.39,32.85,53.28,33.08,52.31
2026-03-30,2,2,2026-03-30 11:16:00,5,日本トーター・SODAカップ,5,3256,三角 哲男,2,59,52.4,0,0,0.14,6.06,45.71,61.9,6.04,42.86,60.71,32.58,47.73,20.71,35
2026-03-30,2,2,2026-03-30 11:16:00,5,日本トーター・SODAカップ,6,4158,木場 雄二郎,3,44,56.1,0,0,0.17,5.39,36.96,54.35,0,0,0,33.78,48.65,40.77,51.54
2026-03-30,2,3,2026-03-30 11:45:00,5,日本トーター・SODAカップ,1,3742,宮地 秀祈,3,51,52,0,0,0.18,4.38,22.78,40.51,4.05,21.05,31.58,26.02,42.28,32.12,45.99
2026-03-30,2,3,2026-03-30 11:45:00,5,日本トーター・SODAカップ,2,4973,栗原 直也,2,33,52,0,0,0.18,4.99,29.73,47.75,5.06,30.99,50.7,40.91,53.25,42.96,56.3
2026-03-30,2,3,2026-03-30 11:45:00,5,日本トーター・SODAカップ,3,5093,浦野 海,2,23,52,1,0,0.17,4.94,34.26,46.3,5.43,42.86,42.86,31.72,53.79,31.62,42.65
2026-03-30,2,3,2026-03-30 11:45:00,5,日本トーター・SODAカップ,4,3974,深山 祐二,3,49,52,0,0,0.15,4.37,23.53,44.12,3.71,0,28.57,26.83,45.53,38.85,58.27
2026-03-30,2,3,2026-03-30 11:45:00,5,日本トーター・SODAカップ,5,3619,長谷川 充,3,52,52.7,0,0,0.18,4.9,31.18,41.94,4.39,18.18,36.36,33.83,51.88,40.6,53.38
2026-03-30,2,3,2026-03-30 11:45:00,5,日本トーター・SODAカップ,6,5397,寺田 夢生,4,24,47,0,0,0.2,1.3,0,2.63,0,0,0,34.06,48.55,40.74,54.07
2026-03-30,2,4,2026-03-30 12:14:00,5,日本トーター・SODAカップ,1,3105,内山 文典,3,62,53.1,0,0,0.16,4.64,20,45.88,2.77,7.69,15.38,41.88,61.25,40.74,58.52
2026-03-30,2,4,2026-03-30 12:14:00,5,日本トーター・SODAカップ,2,4131,原 豊土,2,45,55.1,0,0,0.17,6.27,48.33,65,6.57,60.87,69.57,32.03,47.06,30.66,45.99
2026-03-30,2,4,2026-03-30 12:14:00,5,日本トーター・SODAカップ,3,5220,青木 蓮,1,25,51.5,0,0,0.14,6.29,45.95,64.19,6.4,49.14,61.21,26.61,36.29,30.94,48.92
2026-03-30,2,4,2026-03-30 12:14:00,5,日本トーター・SODAカップ,4,4918,川島 拓郎,3,37,52.5,0,0,0.15,5.45,29.59,57.14,4.3,27.66,34.04,35.76,54.97,33.57,51.05
2026-03-30,2,4,2026-03-30 12:14:00,5,日本トーター・SODAカップ,5,4012,中村 有裕,2,46,55.3,1,0,0.15,5.71,41.35,54.81,5.43,42.86,50,37.24,55.86,31.91,49.65
2026-03-30,2,4,2026-03-30 12:14:00,5,日本トーター・SODAカップ,6,5412,久保田 凪紗,4,20,44.5,1,0,0.18,1.48,0,3.7,0,0,0,35.33,61.33,21.21,36.36
2026-03-30,2,5,2026-03-30 12:44:00,5,日本トーター・SODAカップ,1,4438,森作 雄大,2,39,53.1,0,0,0.12,4.88,31.86,42.48,5.35,35.29,52.94,33.79,47.59,39.85,58.65
2026-03-30,2,5,2026-03-30 12:44:00,5,日本トーター・SODAカップ,2,5082,一色 凌雅,3,27,58.5,0,0,0.2,4.99,29.63,50.93,3.71,14.29,28.57,31.43,48.57,27.54,44.93
2026-03-30,2,5,2026-03-30 12:44:00,5,日本トーター・SODAカップ,3,4474,渡辺 崇,3,38,55.1,0,0,0.19,5.37,32.65,53.06,5.33,33.33,50,38.64,56.06,29.32,49.62
2026-03-30,2,5,2026-03-30 12:44:00,5,日本トーター・SODAカップ,4,3952,中澤 和志,1,49,52.2,0,0,0.15,6.76,46.3,68.52,7.19,50.89,68.75,37.5,52.78,40.88,58.39
2026-03-30,2,5,2026-03-30 12:44:00,5,日本トーター・SODAカップ,5,3430,角浜 修,3,57,53.4,0,0,0.17,4.23,25,34.38,0,0,0,37.58,55.7,27.66,39.72
2026-03-30,2,5,2026-03-30 12:44:00,5,日本トーター・SODAカップ,6,5436,市川 瑚幸,4,20,47.1,0,0,,1,0,0,1.17,0,0,50.98,62.09,31.85,47.41
2026-03-30,2,6,2026-03-30 13:14:00,5,日本トーター・SODAカップ,1,4675,井手 良太,3,38,52.1,0,0,0.13,5.56,36.76,57.35,6.17,40,56.67,34.25,52.05,35.92,49.3
