race_date,stadium_number,race_number,race_closed_at,race_grade_number,race_title,boat_number,racer_number,racer_name,racer_class_number,racer_age,racer_weight,racer_flying_count,racer_late_count,racer_average_start_timing,racer_national_top_1_percent,racer_national_top_2_percent,racer_national_top_3_percent,racer_local_top_1_percent,racer_local_top_2_percent,racer_local_top_3_percent,racer_assigned_motor_top_2_percent,racer_assigned_motor_top_3_percent,racer_assigned_boat_top_2_percent,racer_assigned_boat_top_3_percent
2026-07-15,1,1,2026-07-15 15:23:00,5,第48回デイリースポーツ杯,1,5377,鳥居塚 嶺王,3,22,50,0,0,0.18,4.09,19.77,36.05,3,9.38,21.88,32.3,49.07,30.99,46.48
2026-07-15,1,1,2026-07-15 15:23:00,5,第48回デイリースポーツ杯,2,4345,西舘 健,2,41,55.1,0,0,0.15,5.74,43.43,55.56,4.79,31.03,41.38,42.37,55.08,33.78,48.65
2026-07-15,1,1,2026-07-15 15:23:00,5,第48回デイリースポーツ杯,3,5308,藤森 拓海,3,21,53.6,0,0,0.17,4.48,22.73,38.64,0,0,0,43.69,54.37,33.1,47.18
2026-07-15,1,1,2026-07-15 15:23:00,5,第48回デイリースポーツ杯,4,4638,小林 遼太,3,35,52,0,0,0.18,5.32,34.04,56.38,3.92,23.08,26.92,45.69,63.79,30.07,45.45
2026-07-15,1,1,2026-07-15 15:23:00,5,第48回デイリースポーツ杯,5,3293,宮内 由紀英,3,60,52,0,0,0.2,3.33,9.21,22.37,4.21,10.53,42.11,39.1,59.4,29.58,54.93
2026-07-15,1,1,2026-07-15 15:23:00,5,第48回デイリースポーツ杯,6,5439,志賀 美優,4,20,49.1,0,0,0.21,1.49,1.49,2.99,0,0,0,27.78,39.68,23.4,38.3
2026-07-15,1,2,2026-07-15 15:49:00,5,第48回デイリースポーツ杯,1,4246,喜多 那由夏,3,44,47.3,0,0,0.18,4.52,24.72,43.82,6.2,30,70,35.56,54.07,29.86,45.14
2026-07-15,1,2,2026-07-15 15:49:00,5,第48回デイリースポーツ杯,2,4711,前出 達吉,2,36,51.5,0,0,0.16,6.23,44.09,68.82,5.63,37.5,62.5,30.34,48.28,37.58,59.73
2026-07-15,1,2,2026-07-15 15:49:00,5,第48回デイリースポーツ杯,3,4424,松尾 昂明,2,41,52,0,0,0.16,5.7,38.66,54.62,6.65,52.94,64.71,20.39,34.95,30.41,53.38
2026-07-15,1,2,2026-07-15 15:49:00,5,第48回デイリースポーツ杯,4,4876,梅木 敬太,3,31,53,0,0,0.17,4.63,27.08,40.63,0,0,0,43.75,62.5,32.88,53.42
2026-07-15,1,2,2026-07-15 15:49:00,5,第48回デイリースポーツ杯,5,4888,金児 隆太,3,38,52.4,0,0,0.19,4.96,31.58,43.42,5.38,32.5,51.67,31.17,52.6,26.39,43.06
2026-07-15,1,2,2026-07-15 15:49:00,5,第48回デイリースポーツ杯,6,4393,田中 孝明,3,40,57.3,0,0,0.2,4.24,18.29,31.71,3.6,6.67,26.67,36.6,51.63,25.85,43.54
2026-07-15,1,3,2026-07-15 16:13:00,5,第48回デイリースポーツ杯,1,4023,柴田 友和,3,48,52,0,0,0.17,3.93,19.28,32.53,4.3,15,35,36,49.33,36.05,55.78
2026-07-15,1,3,2026-07-15 16:13:00,5,第48回デイリースポーツ杯,2,5057,上田 紗奈,3,30,46,0,0,0.16,5.89,45.83,56.25,4.22,22.22,33.33,30.65,54.03,42.76,55.86
2026-07-15,1,3,2026-07-15 16:13:00,5,第48回デイリースポーツ杯,3,4846,佐藤 駿介,3,32,52,0,0,0.17,4.48,25,42.05,4.31,18.75,37.5,42.16,56.86,33.33,47.22
2026-07-15,1,3,2026-07-15 16:13:00,5,第48回デイリースポーツ杯,4,5432,安藤 瑠希,3,21,52,0,0,0.17,2.8,5.71,17.14,2.78,0,11.11,44.44,65.74,26.57,41.96
2026-07-15,1,3,2026-07-15 16:13:00,5,第48回デイリースポーツ杯,5,3505,山田 竜一,2,55,52.6,0,0,0.14,5.45,34.48,54.02,6.45,55,65,36.81,50.69,39.04,54.79
2026-07-15,1,3,2026-07-15 16:13:00,5,第48回デイリースポーツ杯,6,4230,濱崎 直矢,2,43,53.6,0,0,0.16,6.95,55.7,69.62,6.76,52.38,66.67,47.37,70.18,26.57,41.96
2026-07-15,1,4,2026-07-15 16:40:00,5,第48回デイリースポーツ杯,1,3776,横井 健太,3,51,56.8,0,0,0.2,3.35,10.71,19.05,3.94,5.56,22.22,46.72,60.58,37.14,55
