racer_number,racer_name,races,wins,win_rate
4932,新開 航,346,110,0.3179
3422,服部 幸男,346,98,0.2832
3415,松井 繁,346,78,0.2254
5188,武井 莉里佳,346,77,0.2225
4961,西橋 奈未,345,95,0.2754
4608,荒井 翔伍,345,62,0.1797
5096,上原 崚,345,71,0.2058
3898,平田 忠則,345,108,0.313
3541,三嶌 誠司,345,71,0.2058
4610,佐藤 大佑,345,93,0.2696
3853,岩崎 正哉,345,63,0.1826
4437,中田 元泰,345,80,0.2319
4266,長田 頼宗,344,101,0.2936
4674,池田 剛規,344,55,0.1599
4736,高倉 和士,344,100,0.2907
5026,安河内 健,344,97,0.282
3872,岡田 憲行,344,67,0.1948
4477,篠崎 仁志,344,85,0.2471
3719,辻 栄蔵,344,72,0.2093
3965,北中 元樹,344,78,0.2267
4030,森高 一真,344,54,0.157
4083,福島 勇樹,344,114,0.3314
4470,平田 健之佑,343,83,0.242
4611,今井 美亜,343,88,0.2566
5193,米丸 乃絵,343,94,0.2741
4586,磯部 誠,342,84,0.2456
4344,新田 雄史,342,97,0.2836
3435,寺田 千恵,342,74,0.2164
4434,田中 辰彦,342,88,0.2573
4239,竹田 辰也,342,95,0.2778
4448,青木 玄太,342,97,0.2836
4079,出畑 孝典,342,75,0.2193
3907,村越 篤,342,63,0.1842
4496,内堀 学,341,93,0.2727
3655,本橋 克洋,341,45,0.132
5087,佐藤 航,341,90,0.2639
3550,都築 正治,341,70,0.2053
4227,安達 裕樹,341,71,0.2082
4811,向井田 佑紀,341,42,0.1232
3623,深川 真二,341,125,0.3666
5055,眞鳥 章太,341,75,0.2199
4904,松本 一毅,341,49,0.1437
3256,三角 哲男,341,86,0.2522
4231,鈴木 裕隆,341,62,0.1818
4925,森 悠稀,341,64,0.1877
4335,若林 将,341,101,0.2962
4432,黄金井 力良,340,43,0.1265
3959,坪井 康晴,340,97,0.2853
4482,守屋 美穂,340,97,0.2853
4364,池永 太,340,105,0.3088
3743,林 美憲,340,83,0.2441
3406,中里 英夫,340,50,0.1471
3303,渡辺 豊,340,30,0.0882
3618,海野 ゆかり,340,82,0.2412
4706,三浦 洋次朗,339,66,0.1947
4754,松尾 充,339,85,0.2507
5010,宇留田 翔平,339,62,0.1829
4066,東本 勝利,339,69,0.2035
4994,山本 梨菜,339,69,0.2035
4015,前野 竜一,339,54,0.1593
4336,松田 竜馬,339,45,0.1327
4590,渡邉 優美,339,87,0.2566
5330,安河内 鈴之介,339,90,0.2655
4734,安河内 将,339,107,0.3156
4593,小坂 宗司,339,61,0.1799
3874,山本 寛久,339,86,0.2537
3721,守田 俊介,339,106,0.3127
4545,岡村 慶太,339,111,0.3274
4188,久田 敏之,338,132,0.3905
4950,高岡 竜也,338,86,0.2544
4148,枝尾 賢,338,58,0.1716
