racer_id,racer_name,actual_kimarite,wins_with_this_kimarite,total_wins,pct_of_wins,low_sample
4003,表 憲一,4,5,32,0.1562,0
4003,表 憲一,5,4,32,0.125,0
4004,山本 浩輔,1,16,34,0.4706,0
4004,山本 浩輔,2,3,34,0.0882,0
4004,山本 浩輔,3,7,34,0.2059,0
4004,山本 浩輔,4,4,34,0.1176,0
4004,山本 浩輔,5,4,34,0.1176,0
4005,瀬川 公則,1,2,3,0.6667,1
4005,瀬川 公則,3,1,3,0.3333,1
4006,小野 勇作,1,15,33,0.4545,0
4006,小野 勇作,2,1,33,0.0303,0
4006,小野 勇作,3,6,33,0.1818,0
4006,小野 勇作,4,6,33,0.1818,0
4006,小野 勇作,5,4,33,0.1212,0
4006,小野 勇作,6,1,33,0.0303,0
4007,榮田 将彦,1,19,36,0.5278,0
4007,榮田 将彦,2,4,36,0.1111,0
4007,榮田 将彦,3,8,36,0.2222,0
4007,榮田 将彦,4,4,36,0.1111,0
4007,榮田 将彦,5,1,36,0.0278,0
4009,小林 一樹,1,41,60,0.6833,0
4009,小林 一樹,2,4,60,0.0667,0
4009,小林 一樹,3,10,60,0.1667,0
4009,小林 一樹,4,2,60,0.0333,0
4009,小林 一樹,5,2,60,0.0333,0
4009,小林 一樹,6,1,60,0.0167,0
4010,越智 照浩,1,10,16,0.625,1
4010,越智 照浩,2,2,16,0.125,1
4010,越智 照浩,3,2,16,0.125,1
4010,越智 照浩,5,2,16,0.125,1
4011,堀之内 紀代子,1,39,81,0.4815,0
4011,堀之内 紀代子,2,9,81,0.1111,0
4011,堀之内 紀代子,3,23,81,0.284,0
4011,堀之内 紀代子,4,4,81,0.0494,0
4011,堀之内 紀代子,5,6,81,0.0741,0
4012,中村 有裕,1,35,81,0.4321,0
4012,中村 有裕,2,9,81,0.1111,0
4012,中村 有裕,3,21,81,0.2593,0
4012,中村 有裕,4,11,81,0.1358,0
4012,中村 有裕,5,5,81,0.0617,0
4013,中島 孝平,1,66,100,0.66,0
4013,中島 孝平,2,9,100,0.09,0
4013,中島 孝平,3,11,100,0.11,0
4013,中島 孝平,4,11,100,0.11,0
4013,中島 孝平,5,3,100,0.03,0
4014,片岡 恵里,1,38,60,0.6333,0
4014,片岡 恵里,2,2,60,0.0333,0
4014,片岡 恵里,3,11,60,0.1833,0
4014,片岡 恵里,4,3,60,0.05,0
4014,片岡 恵里,5,5,60,0.0833,0
4014,片岡 恵里,6,1,60,0.0167,0
4015,前野 竜一,1,33,54,0.6111,0
4015,前野 竜一,2,8,54,0.1481,0
4015,前野 竜一,3,5,54,0.0926,0
4015,前野 竜一,4,3,54,0.0556,0
4015,前野 竜一,5,5,54,0.0926,0
4016,西川 新太郎,1,12,31,0.3871,0
4016,西川 新太郎,2,7,31,0.2258,0
4016,西川 新太郎,3,2,31,0.0645,0
4016,西川 新太郎,4,8,31,0.2581,0
4016,西川 新太郎,5,2,31,0.0645,0
4017,向井 美鈴,1,34,54,0.6296,0
4017,向井 美鈴,2,8,54,0.1481,0
4017,向井 美鈴,3,3,54,0.0556,0
4017,向井 美鈴,4,7,54,0.1296,0
4017,向井 美鈴,5,2,54,0.037,0
4019,笠原 亮,1,49,89,0.5506,0
4019,笠原 亮,2,12,89,0.1348,0
4019,笠原 亮,3,13,89,0.1461,0
4019,笠原 亮,4,10,89,0.1124,0
4019,笠原 亮,5,4,89,0.0449,0
4019,笠原 亮,6,1,89,0.0112,0
4020,川上 清人,1,10,22,0.4545,0
4020,川上 清人,2,1,22,0.0455,0
4020,川上 清人,3,4,22,0.1818,0
4020,川上 清人,4,4,22,0.1818,0
4020,川上 清人,5,2,22,0.0909,0
4020,川上 清人,6,1,22,0.0455,0
4022,待鳥 雄紀,1,15,29,0.5172,0
4022,待鳥 雄紀,2,6,29,0.2069,0
4022,待鳥 雄紀,3,6,29,0.2069,0
4022,待鳥 雄紀,5,2,29,0.069,0
4023,柴田 友和,1,11,24,0.4583,0
4023,柴田 友和,2,3,24,0.125,0
4023,柴田 友和,3,4,24,0.1667,0
4023,柴田 友和,4,5,24,0.2083,0
4023,柴田 友和,5,1,24,0.0417,0
4024,井口 佳典,1,37,78,0.4744,0
4024,井口 佳典,2,6,78,0.0769,0
4024,井口 佳典,3,18,78,0.2308,0
4024,井口 佳典,4,10,78,0.1282,0
4024,井口 佳典,5,7,78,0.0897,0
4025,山本 隆幸,1,44,80,0.55,0
4025,山本 隆幸,2,3,80,0.0375,0
4025,山本 隆幸,3,19,80,0.2375,0
4025,山本 隆幸,4,11,80,0.1375,0
4025,山本 隆幸,5,3,80,0.0375,0
4027,松江 秀徳,1,30,58,0.5172,0
4027,松江 秀徳,2,6,58,0.1034,0
4027,松江 秀徳,3,12,58,0.2069,0
4027,松江 秀徳,4,8,58,0.1379,0
4027,松江 秀徳,5,2,58,0.0345,0
4028,田村 隆信,1,51,85,0.6,0
4028,田村 隆信,2,12,85,0.1412,0
4028,田村 隆信,3,8,85,0.0941,0
4028,田村 隆信,4,10,85,0.1176,0
4028,田村 隆信,5,4,85,0.0471,0
4030,森高 一真,1,30,54,0.5556,0
4030,森高 一真,2,5,54,0.0926,0
4030,森高 一真,3,4,54,0.0741,0
4030,森高 一真,4,9,54,0.1667,0
4030,森高 一真,5,5,54,0.0926,0
4030,森高 一真,6,1,54,0.0185,0
4031,飯島 誠,1,14,33,0.4242,0
4031,飯島 誠,2,5,33,0.1515,0
4031,飯島 誠,3,3,33,0.0909,0
4031,飯島 誠,4,6,33,0.1818,0
4031,飯島 誠,5,4,33,0.1212,0
4031,飯島 誠,6,1,33,0.0303,0
4033,伊藤 将吉,1,53,93,0.5699,0
4033,伊藤 将吉,2,9,93,0.0968,0
4033,伊藤 将吉,3,17,93,0.1828,0
4033,伊藤 将吉,4,8,93,0.086,0
4033,伊藤 将吉,5,6,93,0.0645,0
4034,西原 明生,1,15,21,0.7143,0
4034,西原 明生,2,2,21,0.0952,0
4034,西原 明生,3,1,21,0.0476,0
4034,西原 明生,4,3,21,0.1429,0
4035,杉江 浩明,1,10,27,0.3704,0
4035,杉江 浩明,2,3,27,0.1111,0
4035,杉江 浩明,3,5,27,0.1852,0
4035,杉江 浩明,4,6,27,0.2222,0
4035,杉江 浩明,5,3,27,0.1111,0
4036,金田 諭,1,54,92,0.587,0
4036,金田 諭,2,9,92,0.0978,0
4036,金田 諭,3,20,92,0.2174,0
4036,金田 諭,4,5,92,0.0543,0
4036,金田 諭,5,4,92,0.0435,0
4039,村上 功祐,1,24,44,0.5455,0
4039,村上 功祐,2,3,44,0.0682,0
4039,村上 功祐,3,7,44,0.1591,0
4039,村上 功祐,4,6,44,0.1364,0
4039,村上 功祐,5,4,44,0.0909,0
4040,廣瀬 将亨,1,48,91,0.5275,0
4040,廣瀬 将亨,2,4,91,0.044,0
4040,廣瀬 将亨,3,17,91,0.1868,0
4040,廣瀬 将亨,4,16,91,0.1758,0
4040,廣瀬 将亨,5,6,91,0.0659,0
4041,小林 基樹,1,6,16,0.375,1
4041,小林 基樹,2,3,16,0.1875,1
4041,小林 基樹,3,1,16,0.0625,1
4041,小林 基樹,4,3,16,0.1875,1
4041,小林 基樹,5,3,16,0.1875,1
4042,丸岡 正典,1,44,80,0.55,0
4042,丸岡 正典,2,11,80,0.1375,0
4042,丸岡 正典,3,10,80,0.125,0
4042,丸岡 正典,4,12,80,0.15,0
4042,丸岡 正典,5,3,80,0.0375,0
4043,桐本 康臣,1,40,73,0.5479,0
4043,桐本 康臣,2,3,73,0.0411,0
4043,桐本 康臣,3,14,73,0.1918,0
4043,桐本 康臣,4,13,73,0.1781,0
4043,桐本 康臣,5,2,73,0.0274,0
4043,桐本 康臣,6,1,73,0.0137,0
4044,湯川 浩司,1,47,88,0.5341,0
4044,湯川 浩司,2,2,88,0.0227,0
4044,湯川 浩司,3,16,88,0.1818,0
4044,湯川 浩司,4,15,88,0.1705,0
4044,湯川 浩司,5,5,88,0.0568,0
4044,湯川 浩司,6,3,88,0.0341,0
4045,佐々木 裕美,1,16,39,0.4103,0
4045,佐々木 裕美,2,6,39,0.1538,0
4045,佐々木 裕美,3,9,39,0.2308,0
4045,佐々木 裕美,4,5,39,0.1282,0
4045,佐々木 裕美,5,1,39,0.0256,0
4045,佐々木 裕美,6,2,39,0.0513,0
4047,吉永 浩則,1,20,24,0.8333,0
4047,吉永 浩則,2,2,24,0.0833,0
4047,吉永 浩則,4,2,24,0.0833,0
4049,荒川 健太,1,51,77,0.6623,0
4049,荒川 健太,2,12,77,0.1558,0
4049,荒川 健太,4,10,77,0.1299,0
4049,荒川 健太,5,4,77,0.0519,0
4050,田口 節子,1,64,121,0.5289,0
4050,田口 節子,2,14,121,0.1157,0
4050,田口 節子,3,15,121,0.124,0
4050,田口 節子,4,19,121,0.157,0
4050,田口 節子,5,9,121,0.0744,0
4051,清水 敦揮,1,43,73,0.589,0
4051,清水 敦揮,2,8,73,0.1096,0
4051,清水 敦揮,3,5,73,0.0685,0
4051,清水 敦揮,4,9,73,0.1233,0
4051,清水 敦揮,5,8,73,0.1096,0
4052,興津 藍,1,46,77,0.5974,0
4052,興津 藍,2,6,77,0.0779,0
4052,興津 藍,3,14,77,0.1818,0
4052,興津 藍,4,7,77,0.0909,0
4052,興津 藍,5,3,77,0.039,0
4052,興津 藍,6,1,77,0.013,0
4053,芦澤 望,1,35,66,0.5303,0
4053,芦澤 望,2,11,66,0.1667,0
4053,芦澤 望,3,13,66,0.197,0
4053,芦澤 望,4,5,66,0.0758,0
4053,芦澤 望,5,1,66,0.0152,0
4053,芦澤 望,6,1,66,0.0152,0
4054,福嶋 智之,1,17,30,0.5667,0
4054,福嶋 智之,2,3,30,0.1,0
4054,福嶋 智之,3,6,30,0.2,0
4054,福嶋 智之,4,3,30,0.1,0
4054,福嶋 智之,5,1,30,0.0333,0
4055,吉田 俊彦,1,48,93,0.5161,0
4055,吉田 俊彦,2,19,93,0.2043,0
4055,吉田 俊彦,3,10,93,0.1075,0
4055,吉田 俊彦,4,9,93,0.0968,0
4055,吉田 俊彦,5,6,93,0.0645,0
4055,吉田 俊彦,6,1,93,0.0108,0
4056,小西 英輝,1,8,12,0.6667,1
4056,小西 英輝,2,3,12,0.25,1
4056,小西 英輝,4,1,12,0.0833,1
4057,松井 賢治,1,39,67,0.5821,0
4057,松井 賢治,2,7,67,0.1045,0
4057,松井 賢治,3,8,67,0.1194,0
4057,松井 賢治,4,6,67,0.0896,0
4057,松井 賢治,5,6,67,0.0896,0
4057,松井 賢治,6,1,67,0.0149,0
4058,野末 智一,1,38,61,0.623,0
4058,野末 智一,2,6,61,0.0984,0
4058,野末 智一,3,6,61,0.0984,0
4058,野末 智一,4,5,61,0.082,0
4058,野末 智一,5,6,61,0.0984,0
4059,入澤 友治,1,21,46,0.4565,0
4059,入澤 友治,2,5,46,0.1087,0
4059,入澤 友治,3,9,46,0.1957,0
4059,入澤 友治,4,8,46,0.1739,0
4059,入澤 友治,5,3,46,0.0652,0
4060,島田 一生,1,18,46,0.3913,0
4060,島田 一生,2,6,46,0.1304,0
4060,島田 一生,3,11,46,0.2391,0
4060,島田 一生,4,6,46,0.1304,0
4060,島田 一生,5,4,46,0.087,0
4060,島田 一生,6,1,46,0.0217,0
4061,萩原 秀人,1,65,119,0.5462,0
4061,萩原 秀人,2,14,119,0.1176,0
4061,萩原 秀人,3,11,119,0.0924,0
4061,萩原 秀人,4,21,119,0.1765,0
4061,萩原 秀人,5,7,119,0.0588,0
4061,萩原 秀人,6,1,119,0.0084,0
4062,後藤 陽介,1,16,27,0.5926,0
4062,後藤 陽介,2,2,27,0.0741,0
4062,後藤 陽介,3,8,27,0.2963,0
4062,後藤 陽介,4,1,27,0.037,0
4063,市橋 卓士,1,64,99,0.6465,0
4063,市橋 卓士,2,8,99,0.0808,0
4063,市橋 卓士,3,9,99,0.0909,0
4063,市橋 卓士,4,13,99,0.1313,0
4063,市橋 卓士,5,5,99,0.0505,0
4064,原田 篤志,1,72,107,0.6729,0
4064,原田 篤志,2,10,107,0.0935,0
4064,原田 篤志,3,3,107,0.028,0
4064,原田 篤志,4,6,107,0.0561,0
4064,原田 篤志,5,15,107,0.1402,0
4064,原田 篤志,6,1,107,0.0093,0
4065,金田 幸子,1,22,43,0.5116,0
4065,金田 幸子,2,4,43,0.093,0
4065,金田 幸子,3,12,43,0.2791,0
4065,金田 幸子,4,3,43,0.0698,0
4065,金田 幸子,5,1,43,0.0233,0
4065,金田 幸子,6,1,43,0.0233,0
4066,東本 勝利,1,41,69,0.5942,0
4066,東本 勝利,2,3,69,0.0435,0
4066,東本 勝利,3,13,69,0.1884,0
4066,東本 勝利,4,4,69,0.058,0
4066,東本 勝利,5,4,69,0.058,0
4066,東本 勝利,6,4,69,0.058,0
4067,永井 源,1,44,98,0.449,0
4067,永井 源,2,7,98,0.0714,0
4067,永井 源,3,24,98,0.2449,0
4067,永井 源,4,14,98,0.1429,0
4067,永井 源,5,7,98,0.0714,0
4067,永井 源,6,2,98,0.0204,0
4068,幸田 智裕,1,19,29,0.6552,0
4068,幸田 智裕,2,5,29,0.1724,0
4068,幸田 智裕,3,2,29,0.069,0
4068,幸田 智裕,4,2,29,0.069,0
4068,幸田 智裕,5,1,29,0.0345,0
4069,山本 修一,1,36,59,0.6102,0
4069,山本 修一,2,9,59,0.1525,0
4069,山本 修一,3,1,59,0.0169,0
4069,山本 修一,4,6,59,0.1017,0
4069,山本 修一,5,6,59,0.1017,0
4069,山本 修一,6,1,59,0.0169,0
4071,古賀 千晶,1,14,22,0.6364,0
4071,古賀 千晶,2,3,22,0.1364,0
4071,古賀 千晶,4,5,22,0.2273,0
4072,森永 淳,1,57,111,0.5135,0
4072,森永 淳,2,19,111,0.1712,0
4072,森永 淳,3,23,111,0.2072,0
4072,森永 淳,4,9,111,0.0811,0
4072,森永 淳,5,3,111,0.027,0
4073,大橋 純一郎,1,44,79,0.557,0
4073,大橋 純一郎,2,7,79,0.0886,0
4073,大橋 純一郎,3,9,79,0.1139,0
4073,大橋 純一郎,4,16,79,0.2025,0
4073,大橋 純一郎,5,3,79,0.038,0
4074,柳沢 一,1,54,100,0.54,0
4074,柳沢 一,2,23,100,0.23,0
4074,柳沢 一,3,6,100,0.06,0
4074,柳沢 一,4,14,100,0.14,0
4074,柳沢 一,5,3,100,0.03,0
4075,中野 次郎,1,42,85,0.4941,0
4075,中野 次郎,2,13,85,0.1529,0
4075,中野 次郎,3,9,85,0.1059,0
4075,中野 次郎,4,16,85,0.1882,0
4075,中野 次郎,5,5,85,0.0588,0
4076,杉田 篤光,1,32,55,0.5818,0
4076,杉田 篤光,2,9,55,0.1636,0
4076,杉田 篤光,3,5,55,0.0909,0
4076,杉田 篤光,4,4,55,0.0727,0
4076,杉田 篤光,5,5,55,0.0909,0
4077,品田 直樹,1,20,51,0.3922,0
4077,品田 直樹,2,11,51,0.2157,0
4077,品田 直樹,3,10,51,0.1961,0
4077,品田 直樹,4,1,51,0.0196,0
4077,品田 直樹,5,7,51,0.1373,0
4077,品田 直樹,6,2,51,0.0392,0
4078,渡辺 史之,1,2,5,0.4,1
4078,渡辺 史之,3,2,5,0.4,1
4078,渡辺 史之,5,1,5,0.2,1
4079,出畑 孝典,1,42,75,0.56,0
4079,出畑 孝典,2,10,75,0.1333,0
4079,出畑 孝典,3,11,75,0.1467,0
4079,出畑 孝典,4,9,75,0.12,0
4079,出畑 孝典,5,2,75,0.0267,0
4079,出畑 孝典,6,1,75,0.0133,0
4080,山崎 哲司,1,23,45,0.5111,0
4080,山崎 哲司,2,4,45,0.0889,0
4080,山崎 哲司,3,4,45,0.0889,0
4080,山崎 哲司,4,13,45,0.2889,0
4080,山崎 哲司,5,1,45,0.0222,0
4081,樋口 範政,1,18,35,0.5143,0
4081,樋口 範政,2,5,35,0.1429,0
4081,樋口 範政,3,5,35,0.1429,0
4081,樋口 範政,4,5,35,0.1429,0
4081,樋口 範政,5,1,35,0.0286,0
4081,樋口 範政,6,1,35,0.0286,0
4082,濱崎 誠,1,22,54,0.4074,0
4082,濱崎 誠,2,13,54,0.2407,0
4082,濱崎 誠,3,9,54,0.1667,0
4082,濱崎 誠,4,7,54,0.1296,0
4082,濱崎 誠,5,3,54,0.0556,0
4083,福島 勇樹,1,54,114,0.4737,0
4083,福島 勇樹,2,13,114,0.114,0
4083,福島 勇樹,3,29,114,0.2544,0
4083,福島 勇樹,4,10,114,0.0877,0
4083,福島 勇樹,5,8,114,0.0702,0
4084,杉山 正樹,1,62,103,0.6019,0
4084,杉山 正樹,2,10,103,0.0971,0
4084,杉山 正樹,3,13,103,0.1262,0
4084,杉山 正樹,4,11,103,0.1068,0
4084,杉山 正樹,5,6,103,0.0583,0
4084,杉山 正樹,6,1,103,0.0097,0
4085,荻野 裕介,1,10,28,0.3571,0
4085,荻野 裕介,2,7,28,0.25,0
4085,荻野 裕介,3,2,28,0.0714,0
4085,荻野 裕介,4,6,28,0.2143,0
4085,荻野 裕介,5,3,28,0.1071,0
4086,寺本 重宣,1,34,66,0.5152,0
4086,寺本 重宣,2,11,66,0.1667,0
4086,寺本 重宣,3,11,66,0.1667,0
4086,寺本 重宣,4,8,66,0.1212,0
4086,寺本 重宣,5,2,66,0.0303,0
4089,妹尾 忠幸,1,49,76,0.6447,0
4089,妹尾 忠幸,2,8,76,0.1053,0
4089,妹尾 忠幸,3,6,76,0.0789,0
4089,妹尾 忠幸,4,6,76,0.0789,0
4089,妹尾 忠幸,5,5,76,0.0658,0
4089,妹尾 忠幸,6,2,76,0.0263,0
4090,中村 尊,1,30,64,0.4688,0
4090,中村 尊,2,8,64,0.125,0
4090,中村 尊,3,9,64,0.1406,0
4090,中村 尊,4,10,64,0.1562,0
4090,中村 尊,5,6,64,0.0938,0
4090,中村 尊,6,1,64,0.0156,0
4092,岡部 大輔,1,24,43,0.5581,0
4092,岡部 大輔,2,7,43,0.1628,0
4092,岡部 大輔,3,5,43,0.1163,0
4092,岡部 大輔,4,2,43,0.0465,0
4092,岡部 大輔,5,5,43,0.1163,0
4093,吉田 宗弘,1,11,22,0.5,0
4093,吉田 宗弘,2,1,22,0.0455,0
4093,吉田 宗弘,3,5,22,0.2273,0
4093,吉田 宗弘,4,2,22,0.0909,0
4093,吉田 宗弘,5,3,22,0.1364,0
4094,中島 真二,1,15,30,0.5,0
4094,中島 真二,2,8,30,0.2667,0
4094,中島 真二,3,3,30,0.1,0
4094,中島 真二,4,2,30,0.0667,0
4094,中島 真二,5,2,30,0.0667,0
4095,福来 剛,1,53,100,0.53,0
4095,福来 剛,2,13,100,0.13,0
4095,福来 剛,3,9,100,0.09,0
4095,福来 剛,4,21,100,0.21,0
4095,福来 剛,5,4,100,0.04,0
4096,石橋 道友,1,52,86,0.6047,0
4096,石橋 道友,2,14,86,0.1628,0
4096,石橋 道友,3,6,86,0.0698,0
4096,石橋 道友,4,10,86,0.1163,0
4096,石橋 道友,5,4,86,0.0465,0
4097,貫地谷 直人,1,1,3,0.3333,1
4097,貫地谷 直人,5,1,3,0.3333,1
4097,貫地谷 直人,6,1,3,0.3333,1
4098,赤澤 文香,1,13,19,0.6842,1
4098,赤澤 文香,2,2,19,0.1053,1
4098,赤澤 文香,3,2,19,0.1053,1
4098,赤澤 文香,4,1,19,0.0526,1
4098,赤澤 文香,5,1,19,0.0526,1
4099,吉永 則雄,1,49,72,0.6806,0
4099,吉永 則雄,2,11,72,0.1528,0
4099,吉永 則雄,3,6,72,0.0833,0
4099,吉永 則雄,4,1,72,0.0139,0
4099,吉永 則雄,5,5,72,0.0694,0
4100,松田 隆司,1,26,46,0.5652,0
4100,松田 隆司,2,4,46,0.087,0
4100,松田 隆司,3,6,46,0.1304,0
4100,松田 隆司,4,9,46,0.1957,0
4100,松田 隆司,5,1,46,0.0217,0
4102,益田 啓司,1,55,121,0.4545,0
4102,益田 啓司,2,14,121,0.1157,0
4102,益田 啓司,3,32,121,0.2645,0
4102,益田 啓司,4,12,121,0.0992,0
4102,益田 啓司,5,8,121,0.0661,0
4103,山崎 善庸,1,7,8,0.875,1
4103,山崎 善庸,2,1,8,0.125,1
4104,木下 陽介,1,15,33,0.4545,0
4104,木下 陽介,2,1,33,0.0303,0
4104,木下 陽介,3,9,33,0.2727,0
4104,木下 陽介,4,4,33,0.1212,0
4104,木下 陽介,5,4,33,0.1212,0
4105,松下 直也,1,20,41,0.4878,0
4105,松下 直也,2,9,41,0.2195,0
4105,松下 直也,3,5,41,0.122,0
4105,松下 直也,4,5,41,0.122,0
4105,松下 直也,5,2,41,0.0488,0
4106,坂井 康嗣,1,5,14,0.3571,1
4106,坂井 康嗣,2,3,14,0.2143,1
4106,坂井 康嗣,3,4,14,0.2857,1
4106,坂井 康嗣,4,1,14,0.0714,1
4106,坂井 康嗣,6,1,14,0.0714,1
4108,吉村 正明,1,37,67,0.5522,0
4108,吉村 正明,2,10,67,0.1493,0
4108,吉村 正明,3,8,67,0.1194,0
4108,吉村 正明,4,7,67,0.1045,0
4108,吉村 正明,5,5,67,0.0746,0
4109,谷津 幸宏,1,50,91,0.5495,0
4109,谷津 幸宏,2,6,91,0.0659,0
4109,谷津 幸宏,3,20,91,0.2198,0
4109,谷津 幸宏,4,11,91,0.1209,0
4109,谷津 幸宏,5,4,91,0.044,0
4110,小澤 和也,1,13,27,0.4815,0
4110,小澤 和也,2,4,27,0.1481,0
4110,小澤 和也,3,6,27,0.2222,0
4110,小澤 和也,4,2,27,0.0741,0
4110,小澤 和也,5,2,27,0.0741,0
4111,奥田 誠,1,24,47,0.5106,0
4111,奥田 誠,2,5,47,0.1064,0
4111,奥田 誠,3,11,47,0.234,0
4111,奥田 誠,4,4,47,0.0851,0
4111,奥田 誠,5,3,47,0.0638,0
4112,大久保 信一郎,1,23,44,0.5227,0
4112,大久保 信一郎,2,7,44,0.1591,0
4112,大久保 信一郎,3,5,44,0.1136,0
4112,大久保 信一郎,4,7,44,0.1591,0
4112,大久保 信一郎,5,2,44,0.0455,0
4113,木村 浩士,1,22,46,0.4783,0
4113,木村 浩士,2,6,46,0.1304,0
4113,木村 浩士,3,8,46,0.1739,0
4113,木村 浩士,4,7,46,0.1522,0
4113,木村 浩士,5,3,46,0.0652,0
4114,深澤 達徳,1,17,25,0.68,0
4114,深澤 達徳,2,2,25,0.08,0
4114,深澤 達徳,3,1,25,0.04,0
4114,深澤 達徳,4,4,25,0.16,0
4114,深澤 達徳,5,1,25,0.04,0
4116,川田 正人,1,14,33,0.4242,0
4116,川田 正人,2,4,33,0.1212,0
4116,川田 正人,3,4,33,0.1212,0
4116,川田 正人,4,7,33,0.2121,0
4116,川田 正人,5,4,33,0.1212,0
4117,廣中 智紗衣,1,25,51,0.4902,0
4117,廣中 智紗衣,2,7,51,0.1373,0
4117,廣中 智紗衣,3,10,51,0.1961,0
4117,廣中 智紗衣,4,2,51,0.0392,0
4117,廣中 智紗衣,5,7,51,0.1373,0
4118,宇佐見 淳,1,48,88,0.5455,0
4118,宇佐見 淳,2,13,88,0.1477,0
4118,宇佐見 淳,3,12,88,0.1364,0
4118,宇佐見 淳,4,8,88,0.0909,0
4118,宇佐見 淳,5,6,88,0.0682,0
4118,宇佐見 淳,6,1,88,0.0114,0
4119,泥谷 一毅,1,29,52,0.5577,0
4119,泥谷 一毅,2,10,52,0.1923,0
4119,泥谷 一毅,3,11,52,0.2115,0
4119,泥谷 一毅,4,1,52,0.0192,0
4119,泥谷 一毅,5,1,52,0.0192,0
4120,柘植 政浩,1,47,67,0.7015,0
4120,柘植 政浩,2,7,67,0.1045,0
4120,柘植 政浩,3,6,67,0.0896,0
4120,柘植 政浩,4,5,67,0.0746,0
4120,柘植 政浩,5,2,67,0.0299,0
4121,富永 修一,1,37,69,0.5362,0
4121,富永 修一,2,15,69,0.2174,0
4121,富永 修一,3,4,69,0.058,0
4121,富永 修一,4,8,69,0.1159,0
4121,富永 修一,5,5,69,0.0725,0
4122,安東 幸治,1,38,67,0.5672,0
4122,安東 幸治,2,7,67,0.1045,0
4122,安東 幸治,3,6,67,0.0896,0
4122,安東 幸治,4,9,67,0.1343,0
4122,安東 幸治,5,5,67,0.0746,0
4122,安東 幸治,6,2,67,0.0299,0
4123,細川 裕子,1,50,90,0.5556,0
4123,細川 裕子,2,6,90,0.0667,0
4123,細川 裕子,3,12,90,0.1333,0
4123,細川 裕子,4,15,90,0.1667,0
4123,細川 裕子,5,5,90,0.0556,0
4123,細川 裕子,6,2,90,0.0222,0
4124,池田 雄一,1,42,84,0.5,0
4124,池田 雄一,2,12,84,0.1429,0
4124,池田 雄一,3,8,84,0.0952,0
4124,池田 雄一,4,13,84,0.1548,0
4124,池田 雄一,5,9,84,0.1071,0
4128,川口 貴久,1,12,29,0.4138,0
4128,川口 貴久,3,5,29,0.1724,0
4128,川口 貴久,4,9,29,0.3103,0
4128,川口 貴久,5,2,29,0.069,0
4128,川口 貴久,6,1,29,0.0345,0
4129,宇野 博之,1,4,14,0.2857,1
4129,宇野 博之,2,3,14,0.2143,1
4129,宇野 博之,3,1,14,0.0714,1
4129,宇野 博之,4,4,14,0.2857,1
4129,宇野 博之,5,2,14,0.1429,1
4131,原 豊土,1,32,58,0.5517,0
4131,原 豊土,2,7,58,0.1207,0
4131,原 豊土,3,7,58,0.1207,0
4131,原 豊土,4,10,58,0.1724,0
4131,原 豊土,5,2,58,0.0345,0
4133,高橋 正男,1,37,75,0.4933,0
4133,高橋 正男,2,9,75,0.12,0
4133,高橋 正男,3,7,75,0.0933,0
4133,高橋 正男,4,13,75,0.1733,0
4133,高橋 正男,5,8,75,0.1067,0
4133,高橋 正男,6,1,75,0.0133,0
4134,杉山 貴博,1,38,65,0.5846,0
4134,杉山 貴博,2,3,65,0.0462,0
4134,杉山 貴博,3,10,65,0.1538,0
4134,杉山 貴博,4,10,65,0.1538,0
4134,杉山 貴博,5,3,65,0.0462,0
4134,杉山 貴博,6,1,65,0.0154,0
4136,江夏 満,1,42,71,0.5915,0
4136,江夏 満,2,8,71,0.1127,0
4136,江夏 満,3,9,71,0.1268,0
4136,江夏 満,4,7,71,0.0986,0
4136,江夏 満,5,5,71,0.0704,0
4137,君島 秀三,1,57,105,0.5429,0
4137,君島 秀三,2,12,105,0.1143,0
4137,君島 秀三,3,15,105,0.1429,0
4137,君島 秀三,4,15,105,0.1429,0
4137,君島 秀三,5,5,105,0.0476,0
4137,君島 秀三,6,1,105,0.0095,0
4138,中井 俊祐,1,13,27,0.4815,0
4138,中井 俊祐,2,5,27,0.1852,0
4138,中井 俊祐,3,2,27,0.0741,0
4138,中井 俊祐,4,6,27,0.2222,0
4138,中井 俊祐,5,1,27,0.037,0
4139,丹下 健,1,12,28,0.4286,0
4139,丹下 健,2,4,28,0.1429,0
4139,丹下 健,3,7,28,0.25,0
4139,丹下 健,4,3,28,0.1071,0
4139,丹下 健,5,2,28,0.0714,0
4140,梶野 学志,1,43,62,0.6935,0
4140,梶野 学志,2,2,62,0.0323,0
4140,梶野 学志,3,9,62,0.1452,0
4140,梶野 学志,4,3,62,0.0484,0
4140,梶野 学志,5,5,62,0.0806,0
4142,平野 和明,1,27,44,0.6136,0
4142,平野 和明,2,8,44,0.1818,0
4142,平野 和明,3,4,44,0.0909,0
4142,平野 和明,4,4,44,0.0909,0
4142,平野 和明,5,1,44,0.0227,0
4143,浦田 晃嗣,1,9,16,0.5625,1
4143,浦田 晃嗣,2,1,16,0.0625,1
4143,浦田 晃嗣,3,4,16,0.25,1
4143,浦田 晃嗣,4,2,16,0.125,1
4144,石塚 久也,1,36,58,0.6207,0
4144,石塚 久也,2,7,58,0.1207,0
4144,石塚 久也,3,6,58,0.1034,0
4144,石塚 久也,4,2,58,0.0345,0
4144,石塚 久也,5,6,58,0.1034,0
4144,石塚 久也,6,1,58,0.0172,0
