fetched_at,race_date,stadium_number,race_number,race_closed_at,bet_type,combination,odds
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,1-2,2.5
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,2-1,22.1
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,3-1,21.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,4-1,26.2
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,5-1,46.6
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,6-1,105.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,1-3,3.4
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,2-3,70.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,3-2,60.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,4-2,140.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,5-2,84.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,6-2,105.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,1-4,7.1
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,2-4,105.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,3-4,52.5
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,4-3,140.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,5-3,210.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,6-3,210.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,1-5,6.6
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,2-5,105.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,3-5,210.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,4-5,105.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,5-4,140.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,6-4,210.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,1-6,42.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,2-6,210.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,3-6,210.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,4-6,210.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,5-6,140.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連単,6-5,140.0
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連複,1=2,3.9
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連複,1=3,1.9
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連複,2=3,22.1
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連複,1=4,8.8
2026-09-22T10:28:10+0900,2026-09-22,8,1,2026-09-22 10:37:00,2連複,2=4,14.7
