fetched_at,race_date,stadium_number,race_number,race_closed_at,bet_type,combination,odds
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,5-3-2,828.5
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,6-3-2,1832.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,1-4-5,17.7
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,2-4-5,1286.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,3-4-5,930.5
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,4-3-5,1314.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,5-3-4,1025.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,6-3-4,1260.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,1-4-6,25.4
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,2-4-6,1512.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,3-4-6,930.5
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,4-3-6,1163.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,5-3-6,385.2
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,6-3-5,657.4
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,1-5-2,23.1
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,2-5-1,643.4
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,3-5-1,216.7
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,4-5-1,265.2
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,5-4-1,146.4
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,6-4-1,451.3
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,1-5-3,9.7
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,2-5-3,1061.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,3-5-2,576.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,4-5-2,1163.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,5-4-2,1314.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,6-4-2,2326.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,1-5-4,15.1
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,2-5-4,1344.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,3-5-4,1025.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,4-5-3,930.5
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,5-4-3,1099.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,6-4-3,1680.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,1-5-6,4.7
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,2-5-6,1042.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,3-5-6,385.2
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,4-5-6,307.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,5-4-6,371.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,6-4-5,765.6
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,1-6-2,63.1
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,2-6-1,1591.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,3-6-1,765.6
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,4-6-1,345.6
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,5-6-1,36.3
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,6-5-1,58.2
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,1-6-3,25.4
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,2-6-3,1680.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,3-6-2,1512.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,4-6-2,1406.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,5-6-2,483.8
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,6-5-2,1008.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,1-6-4,31.7
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,2-6-4,2085.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,3-6-4,1591.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,4-6-3,1314.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,5-6-3,209.2
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,6-5-3,458.2
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,1-6-5,8.7
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,2-6-5,1591.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,3-6-5,643.4
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,4-6-5,448.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,5-6-4,216.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連単,6-5-4,504.0
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,1=2=3,18.4
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,1=2=4,33.1
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,1=2=5,8.4
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,1=2=6,26.9
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,1=3=4,22.7
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,2=3=4,80.9
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,1=3=5,3.9
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,2=3=5,80.9
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,1=3=6,13.6
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,2=3=6,323.6
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,1=4=5,6.3
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,2=4=5,143.8
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,3=4=5,99.5
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,1=4=6,13.9
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,2=4=6,143.8
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,3=4=6,161.8
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,1=5=6,2.7
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,2=5=6,71.9
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,3=5=6,31.5
2026-09-21T12:54:40+0900,2026-09-21,17,6,2026-09-21 13:09:00,3連複,4=5=6,28.7
