fetched_at,race_date,stadium_number,race_number,race_closed_at,bet_type,combination,odds
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,1-2,4.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,2-1,18.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,3-1,45.1
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,4-1,22.5
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,5-1,90.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,6-1,135.3
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,1-3,5.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,2-3,90.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,3-2,90.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,4-2,135.3
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,5-2,270.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,6-2,270.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,1-4,3.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,2-4,67.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,3-4,54.1
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,4-3,90.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,5-3,270.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,6-3,270.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,1-5,3.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,2-5,0.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,3-5,135.3
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,4-5,90.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,5-4,0.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,6-4,135.3
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,1-6,16.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,2-6,135.3
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,3-6,27.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,4-6,90.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,5-6,270.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連単,6-5,24.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,1=2,4.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,1=3,6.4
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,2=3,27.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,1=4,1.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,2=4,27.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,3=4,27.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,1=5,10.4
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,2=5,41.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,3=5,83.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,4=5,41.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,1=6,13.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,2=6,27.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,3=6,41.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,4=6,27.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,2連複,5=6,83.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-2-3,10.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-1-3,73.3
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-1-2,80.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-1-2,33.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-1-2,442.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-1-2,615.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-2-4,7.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-1-4,40.5
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-1-4,40.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-1-3,27.3
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-1-3,212.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-1-3,395.4
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-2-5,45.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-1-5,246.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-1-5,112.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-1-5,167.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-1-4,270.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-1-4,691.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-2-6,74.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-1-6,246.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-1-6,251.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-1-6,165.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-1-6,325.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-1-5,1581.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-3-2,11.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-3-1,291.3
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-2-1,276.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-2-1,128.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-2-1,527.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-2-1,1006.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-3-4,8.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-3-4,357.1
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-2-4,263.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-2-3,212.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-2-3,395.4
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-2-3,922.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-3-5,43.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-3-5,345.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-2-5,208.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-2-5,481.3
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-2-4,442.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-2-4,1107.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-3-6,65.1
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-3-6,582.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-2-6,442.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-2-6,246.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-2-6,651.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-2-5,1107.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-4-2,7.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-4-1,178.5
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-4-1,81.4
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-3-1,73.3
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-3-1,410.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-3-1,790.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-4-3,6.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-4-3,270.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-4-2,257.4
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-3-2,235.5
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-3-2,335.5
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-3-2,1230.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-4-5,28.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-4-5,553.5
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-4-5,790.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-3-5,691.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-3-4,651.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-3-4,442.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-4-6,27.1
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-4-6,345.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-4-6,615.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-3-6,651.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-3-6,503.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-3-5,1230.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-5-2,109.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-5-1,283.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-5-1,410.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-5-1,325.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-4-1,369.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-4-1,615.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-5-3,95.4
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-5-3,263.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-5-2,299.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-5-2,615.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-4-2,691.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-4-2,851.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-5-4,78.5
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-5-4,922.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-5-4,527.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-5-3,615.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-4-3,651.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-4-3,527.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-5-6,60.1
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-5-6,316.3
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-5-6,738.1
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-5-6,503.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-4-6,442.8
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-4-5,922.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-6-2,105.4
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-6-1,851.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-6-1,651.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-6-1,357.1
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-6-1,481.3
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-5-1,1845.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-6-3,138.3
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-6-3,691.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-6-2,922.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-6-2,381.7
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-6-2,691.9
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-5-2,651.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-6-4,145.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-6-4,851.6
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-6-4,651.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-6-3,738.1
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,5-6-3,615.0
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,6-5-3,503.2
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,1-6-5,71.4
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,2-6-5,481.3
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,3-6-5,395.4
2026-09-24T12:41:57+0900,2026-09-24,13,6,2026-09-24 12:51:00,3連単,4-6-5,738.1
