race_date,venue_code,race_number,grade,is_night,predicted_rank_1_racer,predicted_rank_1_probability,actual_rank_1_racer,actual_kimarite,entry_course_actual,entry_course_program,race_weather_number,race_wind,race_wind_direction_number,race_wave,race_temperature,race_water_temperature,motor_2rate,motor_3rate,racer_id,start_timing,hit_top1,hit_top2,brier_score
2026-09-19,4,10,5,0,1,0.5683,1,1,,1,2,3,13,3,22,25,,,,,1,1,0.0389
2026-09-19,4,11,5,0,1,0.4125,3,3,,1,3,0,17,3,22,25,,,,,0,0,0.1736
2026-09-19,4,12,5,0,1,0.5614,3,3,,1,3,2,13,3,22,25,,,,,0,0,0.1874
2026-09-19,5,1,2,0,1,0.4642,1,1,,1,2,1,1,2,24,23,,,,,1,1,0.0596
2026-09-19,5,2,2,0,1,0.4691,1,1,,1,2,0,17,2,24,23,,,,,1,1,0.0578
2026-09-19,5,3,2,0,1,0.4379,4,4,,1,2,0,17,2,24,23,,,,,0,0,0.1727
2026-09-19,5,4,2,0,1,0.4799,2,2,,1,3,1,9,2,24,23,,,,,0,0,0.174
2026-09-19,5,5,2,0,1,0.401,1,1,,1,3,0,17,2,22,24,,,,,1,1,0.0743
2026-09-19,5,6,2,0,1,0.4608,3,3,,1,3,1,13,2,22,24,,,,,0,0,0.1696
2026-09-19,5,7,2,0,1,0.465,3,4,,1,2,1,13,2,22,24,,,,,0,0,0.172
2026-09-19,5,8,2,0,1,0.4619,1,1,,1,2,1,1,2,22,24,,,,,1,1,0.0591
2026-09-19,5,9,2,0,1,0.4658,1,1,,1,3,1,13,2,22,24,,,,,1,1,0.0591
2026-09-19,5,10,2,0,1,0.4102,1,1,,1,3,1,15,2,22,24,,,,,1,1,0.0725
2026-09-19,5,11,2,0,1,0.4941,1,1,,1,2,0,17,2,22,24,,,,,1,1,0.0521
2026-09-19,5,12,2,0,1,0.5171,1,1,,1,2,0,17,1,23,24,,,,,1,1,0.0477
2026-09-19,6,1,5,0,1,0.5666,2,2,,1,2,3,13,1,26,27,,,,,0,0,0.177
2026-09-19,6,2,5,0,1,0.5726,3,4,,1,2,2,13,1,27,27,,,,,0,1,0.174
2026-09-19,6,3,5,0,1,0.494,2,3,,1,2,2,13,1,27,27,,,,,0,1,0.1532
2026-09-19,6,4,5,0,1,0.6673,4,2,,1,2,2,13,1,27,27,,,,,0,0,0.2239
2026-09-19,6,5,5,0,1,0.5298,1,1,,1,2,2,13,1,27,27,,,,,1,1,0.0475
2026-09-19,6,6,5,0,1,0.5635,6,4,,1,2,0,17,0,28,27,,,,,0,0,0.1957
2026-09-19,6,7,5,0,1,0.5417,4,2,,1,2,0,17,0,29,27,,,,,0,0,0.2037
2026-09-19,6,8,5,0,1,0.6331,4,3,,1,2,2,13,1,28,27,,,,,0,1,0.1798
2026-09-19,6,9,5,0,1,0.5629,1,1,,1,2,2,13,1,27,27,,,,,1,1,0.0401
2026-09-19,6,10,5,0,1,0.5778,1,1,,1,2,2,13,1,27,27,,,,,1,1,0.0371
2026-09-19,6,11,5,0,1,0.6017,1,1,,1,2,1,13,0,27,27,,,,,1,1,0.0325
2026-09-19,6,12,5,1,1,0.4441,1,1,,1,2,0,17,0,28,27,,,,,1,1,0.0646
2026-09-19,12,1,5,0,1,0.739,1,1,,1,1,2,5,1,31,27,,,,,1,1,0.0142
2026-09-19,12,2,5,0,1,0.5621,3,3,,1,1,3,7,1,31,27,,,,,0,1,0.1656
2026-09-19,12,3,5,0,1,0.495,1,1,,1,2,3,5,1,31,27,,,,,1,1,0.0536
2026-09-19,12,4,5,0,1,0.4836,4,3,,1,2,0,17,1,31,27,,,,,0,0,0.1813
2026-09-19,12,5,5,1,1,0.6493,2,2,,1,2,2,7,1,31,27,,,,,0,1,0.2008
2026-09-19,12,6,5,1,1,0.6325,4,4,,1,2,0,17,1,31,27,,,,,0,1,0.1849
2026-09-19,12,7,5,1,1,0.4903,2,2,,1,2,1,7,1,30,27,,,,,0,1,0.1565
2026-09-19,12,8,5,1,1,0.3881,1,1,,1,2,1,7,1,30,27,,,,,1,1,0.081
2026-09-19,12,9,5,1,1,0.5435,1,1,,1,2,4,5,2,30,27,,,,,1,1,0.0473
2026-09-19,12,10,5,1,1,0.6619,3,4,,1,2,3,5,1,29,27,,,,,0,1,0.1991
2026-09-19,12,11,5,1,1,0.5552,1,1,,1,2,3,5,1,28,27,,,,,1,1,0.0411
2026-09-19,13,1,5,0,1,0.4902,3,4,,1,1,3,6,0,31.3,24.9,,,,,0,1,0.1293
2026-09-19,13,2,5,0,1,0.5302,1,1,,1,1,3,2,0,31.7,25.2,,,,,1,1,0.0477
2026-09-19,13,3,5,0,1,0.5729,1,1,,1,2,2,6,0,31.6,25.2,,,,,1,1,0.0404
2026-09-19,13,4,5,0,1,0.5002,2,2,,1,2,6,6,4,31.2,25.2,,,,,0,1,0.1611
2026-09-19,13,5,5,0,1,0.573,4,3,,1,2,3,4,0,31.3,25.3,,,,,0,1,0.1806
2026-09-19,13,6,5,0,1,0.6735,1,1,,1,2,2,6,0,32,25.3,,,,,1,1,0.0225
2026-09-19,13,7,5,0,1,0.6438,1,1,,1,1,4,4,0,33.3,25.4,,,,,1,1,0.0292
2026-09-19,13,8,5,0,1,0.5288,2,2,,1,2,6,4,4,32.6,25.5,,,,,0,1,0.1584
2026-09-19,13,9,5,0,1,0.5799,2,2,,1,2,4,6,0,32.5,25.4,,,,,0,1,0.1575
2026-09-19,13,10,5,0,1,0.5711,3,4,,1,2,3,2,0,32.6,25.5,,,,,0,0,0.1791
2026-09-19,13,11,5,0,1,0.5478,1,1,,1,2,2,4,0,32.3,25.5,,,,,1,1,0.0431
2026-09-19,13,12,5,0,1,0.5645,3,4,,1,2,3,4,0,31.6,25.5,,,,,0,0,0.1868
2026-09-19,14,1,5,0,1,0.6545,1,1,,1,1,2,7,2,26,27,,,,,1,1,0.0253
2026-09-19,14,2,5,0,1,0.4416,5,4,,1,1,1,7,1,26,27,,,,,0,1,0.158
2026-09-19,14,3,5,0,1,0.6399,3,4,,1,1,1,11,1,26,27,,,,,0,0,0.219
2026-09-19,14,4,5,0,1,0.6323,1,1,,1,1,2,5,2,26,27,,,,,1,1,0.0286
2026-09-19,14,5,5,0,1,0.5308,5,3,,1,1,2,5,2,26,27,,,,,0,0,0.1901
2026-09-19,14,6,5,0,1,0.5095,4,4,,1,1,2,5,2,26,27,,,,,0,1,0.1735
2026-09-19,14,7,5,0,1,0.5477,2,2,,1,1,2,5,2,26,27,,,,,0,1,0.1685
2026-09-19,14,8,5,0,1,0.6547,1,1,,1,1,2,5,2,27,27,,,,,1,1,0.0247
2026-09-19,14,9,5,0,1,0.4528,1,1,,1,1,4,5,4,27,27,,,,,1,1,0.0646
2026-09-19,14,10,5,0,1,0.5201,1,1,,1,1,3,5,3,28,27,,,,,1,1,0.0505
2026-09-19,14,11,5,0,1,0.5139,1,1,,1,1,3,5,3,27,27,,,,,1,1,0.0502
2026-09-19,14,12,5,0,1,0.6224,1,1,,1,1,2,5,2,28,27,,,,,1,1,0.03
2026-09-19,15,1,5,0,1,0.6124,2,2,,1,1,1,1,1,34,28,,,,,0,0,0.2019
2026-09-19,15,2,5,0,1,0.5143,2,3,,1,1,2,5,2,34,28,,,,,0,0,0.1784
2026-09-19,15,3,5,0,1,0.4185,3,4,,1,1,3,3,3,33,28,,,,,0,1,0.1437
2026-09-19,15,4,5,0,1,0.5062,5,4,,1,1,2,15,2,32,28,,,,,0,0,0.1969
2026-09-19,15,5,5,1,1,0.4084,2,2,,1,2,2,3,2,31,28,,,,,0,0,0.1425
2026-09-19,15,6,5,1,1,0.5837,2,2,,1,2,2,3,2,30,28,,,,,0,1,0.1865
2026-09-19,15,7,5,1,1,0.5492,3,3,,1,2,2,5,2,29,28,,,,,0,0,0.1988
2026-09-19,15,8,5,1,1,0.5535,2,2,,1,2,1,5,1,29,28,,,,,0,1,0.1444
2026-09-19,15,9,5,1,1,0.5479,5,4,,1,2,3,15,3,29,28,,,,,0,0,0.2093
2026-09-19,15,10,5,1,1,0.6334,1,5,,1,2,3,15,3,28,28,,,,,1,1,0.0284
2026-09-19,15,11,5,1,1,0.6245,1,1,,1,2,4,13,4,27,28,,,,,1,1,0.0285
2026-09-19,16,1,5,0,1,0.7398,1,1,,1,1,5,11,5,27,27,,,,,1,1,0.0141
2026-09-19,16,2,5,0,1,0.5916,3,5,,1,1,5,11,5,27,27,,,,,0,1,0.1937
2026-09-19,16,3,5,0,1,0.4444,5,5,,1,1,2,11,3,27,27,,,,,0,0,0.2065
2026-09-19,16,4,5,0,1,0.5808,1,1,,1,1,3,13,3,28,27,,,,,1,1,0.0363
2026-09-19,16,5,5,0,1,0.4867,2,2,,1,1,3,13,3,28,27,,,,,0,1,0.1331
2026-09-19,16,6,5,0,1,0.5353,4,2,,1,1,4,13,5,28,27,,,,,0,0,0.195
2026-09-19,16,7,5,0,1,0.4093,2,5,,1,1,4,13,5,29,27,,,,,0,1,0.1401
2026-09-19,16,8,5,0,1,0.461,4,3,,1,1,3,13,3,30,27,,,,,0,0,0.1789
2026-09-19,16,9,5,0,1,0.68,3,4,,1,1,4,13,5,30,27,,,,,0,1,0.2057
2026-09-19,16,10,5,0,1,0.5383,2,2,,1,1,2,11,3,30,27,,,,,0,1,0.1674
2026-09-19,16,11,5,0,1,0.5176,1,1,,1,1,2,13,3,30,27,,,,,1,1,0.0509
2026-09-19,16,12,5,0,1,0.5197,1,1,,1,1,1,15,1,30,27,,,,,1,1,0.0488
2026-09-19,17,1,4,0,1,0.7947,1,1,,1,2,1,11,1,25,25,,,,,1,1,0.0088
2026-09-19,17,2,4,0,1,0.5637,2,2,,1,2,0,17,1,25,25,,,,,0,1,0.1532
2026-09-19,17,3,4,0,1,0.3611,4,3,,1,2,0,17,1,26,25,,,,,0,0,0.1504
2026-09-19,17,4,4,0,1,0.6048,3,3,,1,2,1,11,1,26,25,,,,,0,1,0.1665
2026-09-19,17,5,4,0,1,0.5998,5,4,,1,2,1,11,1,26,25,,,,,0,0,0.2108
2026-09-19,17,6,4,0,1,0.5222,4,4,,1,2,1,11,1,26,25,,,,,0,0,0.1971
2026-09-19,17,7,4,0,1,0.5992,1,1,,1,2,1,11,1,27,25,,,,,1,1,0.0381
2026-09-19,17,8,4,0,1,0.5988,1,1,,1,2,1,11,1,27,25,,,,,1,1,0.0344
2026-09-19,17,9,4,0,1,0.6482,1,1,,1,1,1,13,1,27,25,,,,,1,1,0.027
2026-09-19,17,10,4,0,1,0.5624,1,1,,1,1,2,13,2,28,25,,,,,1,1,0.0431
2026-09-19,17,11,4,0,1,0.5827,4,2,,1,2,0,17,1,28,25,,,,,0,0,0.2057
2026-09-19,17,12,4,0,1,0.5726,2,5,,1,2,1,11,1,28,25,,,,,0,0,0.1815
2026-09-19,23,1,5,0,1,0.6726,1,1,,1,3,3,4,3,23,25,,,,,1,1,0.0229
2026-09-19,23,2,5,0,1,0.6336,2,3,,1,3,4,4,4,23,25,,,,,0,1,0.1794
2026-09-19,23,3,5,0,1,0.6478,1,5,,1,3,4,4,4,23,25,,,,,1,1,0.0258
2026-09-19,23,4,5,0,1,0.4538,6,3,,1,3,5,4,5,23,25,,,,,0,0,0.181
2026-09-19,23,5,5,0,1,0.6886,1,5,,1,3,5,4,5,23,25,,,,,1,1,0.0195
2026-09-19,23,6,5,0,1,0.4594,1,1,,1,3,5,4,5,23,25,,,,,1,1,0.0586
2026-09-19,23,7,5,0,1,0.5326,1,1,,1,2,4,4,4,23,25,,,,,1,1,0.0461
2026-09-19,23,8,5,0,1,0.4129,3,4,,1,3,5,4,5,24,25,,,,,0,1,0.1467
2026-09-19,23,9,5,0,1,0.6594,4,5,,1,2,5,6,5,24,25,,,,,0,0,0.2109
2026-09-19,23,10,5,0,1,0.6098,2,5,,1,2,4,4,4,24,25,,,,,0,1,0.1862
2026-09-19,23,11,5,0,1,0.579,1,1,,1,2,5,6,5,24,25,,,,,1,1,0.0379
2026-09-19,23,12,5,0,1,0.5796,1,1,,1,2,4,4,4,24,25,,,,,1,1,0.037
2026-09-19,24,1,5,1,1,0.6987,1,1,,1,2,1,9,1,28,29,,,,,1,1,0.0194
2026-09-19,24,2,5,1,1,0.5775,1,1,,1,2,4,13,3,27,29,,,,,1,1,0.037
2026-09-19,24,3,5,1,1,0.4861,1,1,,1,2,4,13,3,26,29,,,,,1,1,0.0539
2026-09-19,24,4,5,1,1,0.3683,2,3,,1,2,3,13,2,26,29,,,,,0,1,0.1134
2026-09-19,24,5,5,1,1,0.6207,3,2,,1,2,3,13,2,26,29,,,,,0,1,0.1845
2026-09-19,24,6,5,1,1,0.5349,1,1,,1,2,4,13,3,26,29,,,,,1,1,0.0467
2026-09-19,24,7,5,1,1,0.688,1,1,,1,2,5,13,4,26,29,,,,,1,1,0.0202
2026-09-22,1,1,5,0,1,0.4935,2,3,1,1,1,3,8,2,27,23,31.79,52.31,5201,0.13,0,1,0.1324
2026-09-22,1,2,5,0,1,0.5468,1,1,1,1,1,3,8,2,27,23,31.55,48.54,5265,0.21,1,1,0.0431
2026-09-22,1,3,5,0,1,0.2589,2,3,1,1,1,2,8,1,27,23,38.86,56,5061,0.12,0,1,0.122
2026-09-22,1,4,5,0,1,0.5962,2,2,1,1,1,2,8,1,27,23,35.26,46.24,4501,0.14,0,1,0.1682
2026-09-22,1,5,5,1,1,0.5203,4,3,1,1,1,2,6,1,27,23,42.2,56.07,5114,0.15,0,0,0.183
2026-09-22,1,6,5,1,1,0.7479,1,1,1,1,2,2,6,1,26,23,38.31,59.74,4373,0.24,1,1,0.0132
2026-09-22,1,7,5,1,1,0.6034,3,3,1,1,2,2,4,1,26,23,27.84,43.75,4351,0.18,0,1,0.175
2026-09-22,1,8,5,1,1,0.5618,1,1,1,1,2,2,8,1,25,23,34.31,48.04,5195,0.18,1,1,0.0397
2026-09-22,1,9,5,1,1,0.6106,1,1,1,1,2,1,6,1,25,23,38.2,58.99,4434,0.18,1,1,0.0324
2026-09-22,1,10,5,1,1,0.5924,3,3,1,1,2,2,8,1,24,23,41.81,57.63,4690,0.19,0,1,0.1792
2026-09-22,1,11,5,1,1,0.5725,1,1,1,1,3,5,10,4,23,23,34.48,53.2,4654,0.28,1,1,0.0379
2026-09-22,1,12,5,1,1,0.4938,3,4,1,1,3,4,10,3,22,23,37.58,56.97,5213,0.22,0,1,0.1446
2026-09-22,2,1,5,0,1,0.6762,4,3,1,1,1,3,6,2,29,23,55.56,72.22,3546,0.12,0,0,0.2312
2026-09-22,2,2,5,0,1,0.4856,2,3,1,1,1,3,6,2,29,23,0,21.43,3467,0.13,0,1,0.1443
2026-09-22,2,3,5,0,1,0.5369,2,2,1,1,1,2,6,1,29,23,38.1,47.62,3761,0.15,0,1,0.1667
2026-09-22,2,4,5,0,1,0.5024,2,2,1,1,1,1,8,1,29,23,34.48,58.62,4100,0.11,0,1,0.1591
2026-09-22,2,5,5,0,1,0.5867,3,2,1,1,1,1,8,1,29,23,21.05,36.84,5150,0.15,0,0,0.1998
2026-09-22,2,6,5,0,1,0.3827,3,4,1,1,1,0,17,0,30,24,50,64.29,4564,0.15,0,1,0.1054
2026-09-22,2,7,5,0,1,0.6731,1,1,1,1,1,0,17,0,29,24,26.67,43.33,4538,0.17,1,1,0.0226
2026-09-22,2,8,5,0,1,0.7263,1,1,1,1,1,0,17,0,30,24,22.73,31.82,3556,0.11,1,1,0.0163
2026-09-22,2,9,5,0,1,0.5515,1,1,1,1,1,1,8,1,30,24,30,50,4036,0.1,1,1,0.0433
2026-09-22,2,10,5,0,1,0.607,1,1,1,1,1,1,6,1,30,24,58.33,75,4812,0.06,1,1,0.0325
2026-09-22,2,11,5,0,1,0.6742,5,4,1,1,1,1,6,1,30,24,35,50,4771,0.16,0,0,0.2245
2026-09-22,2,12,5,0,1,0.6417,1,1,1,1,1,2,10,2,28,24,30.43,43.48,4503,0.27,1,1,0.0276
2026-09-22,3,1,5,0,1,0.6335,1,1,1,1,1,4,12,5,30,24,50,69.44,4093,0.18,1,1,0.0281
2026-09-22,3,2,5,0,1,0.4568,1,1,1,1,1,4,14,5,30,24,25.71,44.29,5381,0.04,1,1,0.0661
2026-09-22,3,3,5,0,1,0.4412,5,3,1,1,1,4,12,5,30,24,44.29,68.57,4664,0.36,0,0,0.1613
2026-09-22,3,4,5,0,1,0.5665,1,1,1,1,1,3,12,5,30,24,43.66,64.79,5037,0.05,1,1,0.04
2026-09-22,3,5,5,0,1,0.5518,2,3,1,1,1,3,12,5,30,24,19.7,31.82,4632,0.37,0,1,0.1651
2026-09-22,3,6,5,0,1,0.646,1,1,1,1,1,3,12,5,30,24,36.23,53.62,4470,0.13,1,1,0.0282
2026-09-22,3,7,5,0,1,0.661,1,1,1,1,1,1,14,5,31,24,26.98,39.68,4467,0.13,1,1,0.0274
2026-09-22,3,8,5,0,1,0.6223,1,1,1,1,1,3,2,5,30,24,32.35,47.06,4384,0.16,1,1,0.0308
2026-09-22,3,9,5,0,1,0.6096,1,1,1,1,1,5,4,5,29,24,48.44,60.94,4483,0.11,1,1,0.0334
2026-09-22,3,10,5,0,1,0.6001,1,1,1,1,1,4,2,5,28,24,21.88,39.06,4174,0.18,1,1,0.033
2026-09-22,3,11,5,0,1,0.5532,1,1,1,1,1,3,2,5,28,24,47.22,68.06,5054,0.13,1,1,0.0425
2026-09-22,3,12,5,0,1,0.5988,1,1,1,1,1,5,4,5,27,24,46.48,64.79,4370,0.17,1,1,0.034
2026-09-22,6,1,5,0,1,0.4928,1,1,1,1,1,3,3,1,30,27,40.18,58.04,3523,0.18,1,1,0.0554
2026-09-22,6,2,5,0,1,0.3244,1,1,1,1,1,3,3,1,31,27,32.14,57.14,5400,0.12,1,1,0.0949
2026-09-22,6,3,5,0,1,0.4654,1,1,1,1,1,2,3,1,31,27,25.29,37.93,4263,0.22,1,1,0.0603
2026-09-22,6,4,5,0,1,0.7211,1,1,1,1,1,2,3,1,31,27,26.97,39.33,4302,0.05,1,1,0.0162
2026-09-22,6,5,5,0,1,0.4005,1,1,1,1,1,2,3,1,32,27,26.73,41.58,4143,0.08,1,1,0.0755
2026-09-22,6,6,5,0,1,0.526,4,4,1,1,1,2,1,1,32,27,26.26,35.35,4593,0.13,0,1,0.156
2026-09-22,6,7,5,0,1,0.4553,4,3,1,1,1,3,13,1,30,27,16.95,33.9,4151,0.14,0,0,0.1677
2026-09-22,6,8,5,0,1,0.6956,6,5,1,1,1,3,13,1,30,27,47.5,61.67,4460,0.11,0,0,0.2452
2026-09-22,6,9,5,0,1,0.4881,1,1,1,1,1,3,13,1,29,27,22.22,39.51,3475,0.12,1,1,0.058
2026-09-22,6,10,5,0,1,0.6097,4,3,1,1,1,3,13,1,29,27,22.89,37.35,4049,0.3,0,0,0.1953
2026-09-22,6,11,5,0,1,0.6135,1,1,1,1,1,3,13,1,28,27,41.6,56.8,4352,0.15,1,1,0.0324
2026-09-22,6,12,5,1,1,0.4853,1,1,1,1,1,3,13,1,28,26,19.18,35.62,4044,0.14,1,1,0.055
2026-09-22,8,1,5,0,1,0.716,1,1,1,1,1,5,11,3,28,27,27.18,43.08,4209,0.15,1,1,0.0169
2026-09-22,8,2,5,0,1,0.477,2,5,1,1,1,4,11,2,28,27,41.95,59.75,3867,0.25,0,1,0.1474
2026-09-22,8,3,5,0,1,0.4326,5,4,1,1,1,4,11,2,28,27,30.7,47.44,3945,0.1,0,1,0.1539
2026-09-22,8,4,5,0,1,0.4239,6,4,1,1,1,4,11,2,29,27,34.73,53.97,4557,0.32,0,0,0.1925
2026-09-22,8,5,5,0,1,0.6719,6,4,1,1,1,4,11,2,29,27,39.08,55.46,4794,0.27,0,0,0.2317
2026-09-22,8,6,5,0,1,0.6321,1,1,1,1,1,4,11,2,29,27,30,52.17,4786,0.18,1,1,0.0286
2026-09-22,8,7,5,0,1,0.6459,1,1,1,1,1,4,11,2,29,27,39.83,56.02,4438,0.14,1,1,0.0288
2026-09-22,8,8,5,0,1,0.5531,3,5,1,1,1,5,11,3,29,27,33.47,49.58,4650,0.13,0,1,0.1549
2026-09-22,8,9,5,0,1,0.45,1,5,1,1,1,4,11,2,29,28,29.44,48.79,4562,0.28,1,1,0.0674
2026-09-22,8,10,5,0,1,0.629,3,4,1,1,1,4,11,2,29,28,38.14,51.69,3833,0.2,0,0,0.2087
2026-09-22,8,11,5,0,1,0.5713,2,2,1,1,1,5,11,3,29,28,28.49,47.31,3905,0.06,0,1,0.1636
2026-09-22,8,12,5,0,1,0.5078,1,1,1,1,1,4,11,2,28,28,42.74,56.45,4532,0.11,1,1,0.0496
2026-09-22,10,1,5,0,1,0.7574,1,1,1,1,1,6,6,6,23,23,41.09,55.81,5038,0.18,1,1,0.0125
2026-09-22,10,2,5,0,1,0.5867,1,1,1,1,1,6,6,6,23,23,25,48.39,5009,0.13,1,1,0.0368
2026-09-22,10,3,5,0,1,0.6219,1,1,1,1,1,6,6,6,24,23,31.78,44.96,4241,0.09,1,1,0.0301
2026-09-22,10,4,5,0,1,0.5626,2,2,1,1,1,6,6,6,24,23,22.41,31.9,4112,0.12,0,0,0.1952
2026-09-22,10,5,5,0,1,0.3433,3,2,1,1,1,8,6,8,24,23,25.86,40.52,4197,0.24,0,1,0.1024
2026-09-22,10,6,5,0,1,0.509,1,1,1,1,1,8,6,8,24,24,31.85,52.59,5282,0.01,1,1,0.0513
2026-09-22,10,7,5,0,1,0.377,4,4,1,1,1,8,4,8,25,24,36.43,54.26,3617,0.19,0,0,0.1411
2026-09-22,10,8,5,0,1,0.4103,1,1,1,1,1,8,4,8,25,24,33.59,59.38,5190,0.13,1,1,0.0723
2026-09-22,10,9,5,0,1,0.463,1,1,1,1,1,8,4,8,24,24,36.92,56.92,4004,0.15,1,1,0.0598
2026-09-22,10,10,5,0,1,0.3838,3,3,1,1,1,8,6,8,25,24,32.87,46.85,4020,0.07,0,0,0.161
2026-09-22,10,11,5,0,1,0.4542,1,1,1,1,1,8,6,8,24,24,27.91,41.09,5344,0.16,1,1,0.0625
2026-09-22,10,12,5,0,1,0.6058,1,1,1,1,1,8,6,8,24,24,37.01,54.33,4357,0.29,1,1,0.0322
2026-09-22,11,1,4,0,1,0.5963,1,1,1,1,1,1,5,1,26,26,39.81,58.33,4232,0.08,1,1,0.0337
2026-09-22,11,2,4,0,1,0.4321,2,2,1,1,1,4,5,4,26,27,30.56,47.22,4489,0.11,0,0,0.1456
2026-09-22,11,3,4,0,1,0.5215,1,1,1,1,1,1,5,1,26,27,45.71,63.81,4842,0.16,1,1,0.0494
2026-09-22,11,4,4,0,1,0.4665,4,3,1,1,1,1,7,1,27,27,37.14,60.95,4880,0.19,0,0,0.1715
2026-09-22,11,5,4,0,1,0.63,1,1,1,1,1,3,3,3,26,27,35.19,54.63,4760,0.17,1,1,0.0284
2026-09-22,11,6,4,0,1,0.4235,1,1,1,1,1,1,5,1,26,27,43.12,57.8,4410,0.18,1,1,0.0709
2026-09-22,11,7,4,0,1,0.4763,1,1,1,1,1,4,7,4,26,27,30.84,52.34,5071,0.13,1,1,0.0578
2026-09-22,11,8,4,0,1,0.4435,3,3,1,1,1,4,5,4,26,27,31.78,49.53,5012,0.13,0,0,0.1614
2026-09-22,11,9,4,0,1,0.5718,1,1,1,1,1,1,7,1,26,27,36.89,50.49,4430,0.11,1,1,0.0381
2026-09-22,11,10,4,0,1,0.5728,3,4,1,1,1,2,5,3,25,27,30.48,38.1,4067,0.16,0,1,0.1688
2026-09-22,11,11,4,0,1,0.5758,1,1,1,1,1,5,7,5,25,27,36.36,51.52,4614,0.09,1,1,0.0382
2026-09-22,11,12,4,0,1,0.4606,4,2,1,1,1,5,7,5,25,26,37.39,53.91,3721,0.09,0,0,0.1651
2026-09-22,12,1,5,0,1,0.6189,1,1,1,1,1,5,5,2,28,26,25.24,50.49,3988,0.17,1,1,0.0304
2026-09-22,12,2,5,0,1,0.5734,2,2,1,1,1,4,5,2,28,26,40,58.1,4578,0.17,0,0,0.193
2026-09-22,12,3,5,0,1,0.5518,2,2,1,1,1,5,5,2,28,26,38.68,51.89,4389,0.09,0,0,0.1774
2026-09-22,12,4,5,0,1,0.6036,2,2,1,1,1,4,5,2,27,26,25.96,42.31,3813,0.11,0,0,0.1886
2026-09-22,12,5,5,1,1,0.696,6,2,1,1,1,4,5,2,27,26,26.26,40.4,4073,0.11,0,0,0.2326
2026-09-22,12,6,5,1,1,0.6437,1,1,1,1,1,5,5,2,26,26,32.69,49.04,5051,0.07,1,1,0.0265
2026-09-22,12,7,5,1,1,0.6249,1,1,1,1,1,5,5,2,25,26,35.92,53.4,4601,0.16,1,1,0.029
2026-09-22,12,8,5,1,1,0.5783,1,1,1,1,1,7,7,3,25,26,39.62,53.77,3975,0.16,1,1,0.0382
2026-09-22,12,9,5,1,1,0.554,1,1,1,1,1,5,5,2,25,25,45.54,57.43,4472,0.12,1,1,0.0419
2026-09-22,12,10,5,1,1,0.5045,1,1,1,1,1,2,5,1,24,25,40.2,56.86,4645,0.15,1,1,0.0528
2026-09-22,12,11,5,1,1,0.5355,1,1,1,1,1,5,7,2,24,25,34.02,51.55,4762,0.08,1,1,0.0465
2026-09-22,12,12,5,1,1,0.5663,1,1,1,1,1,4,5,2,24,25,28.71,42.57,3713,0.14,1,1,0.039
2026-09-22,16,1,5,0,1,0.7121,5,6,1,1,1,6,5,5,26,27,36.36,49.76,4069,-0.01,0,0,0.2409
2026-09-22,16,2,5,0,1,0.6467,2,2,1,1,1,2,7,3,27,27,27.54,41.06,4563,0.01,0,1,0.2009
2026-09-22,16,3,5,0,1,0.5866,2,2,1,1,1,3,7,3,27,27,25,36.54,4077,0.18,0,1,0.1771
2026-09-22,16,4,5,0,1,0.5848,3,4,1,1,1,2,5,3,27,27,34.02,53.61,4723,0.12,0,0,0.1987
2026-09-22,16,5,5,0,1,0.6077,4,3,1,1,1,2,7,3,28,27,31.9,48.57,4179,0.11,0,0,0.1928
2026-09-22,16,6,5,0,1,0.6145,4,5,1,1,1,2,15,3,28,27,38.35,53.4,3872,0.21,0,0,0.2274
2026-09-22,16,7,5,0,1,0.7083,1,1,1,1,1,1,5,3,28,27,32.52,45.63,4411,0.14,1,1,0.0176
2026-09-22,16,8,5,0,1,0.7748,2,2,1,1,1,5,5,3,28,27,28.23,49.28,3826,0.15,0,0,0.2456
2026-09-22,16,9,5,0,1,0.5915,3,3,1,1,1,4,7,3,28,27,33.17,48.56,4122,0.16,0,1,0.1822
2026-09-22,16,10,5,0,1,0.5981,1,1,1,1,1,4,5,5,29,27,23.68,37.89,4342,0.15,1,1,0.0342
2026-09-22,16,11,5,0,1,0.6548,1,1,1,1,1,4,7,5,29,27,28.5,41.45,3997,0.2,1,1,0.0253
2026-09-22,16,12,5,0,1,0.49,4,2,1,1,1,4,5,5,29,27,32.55,46.7,3743,0.15,0,1,0.1601
2026-09-22,17,1,4,0,1,0.7325,1,1,1,1,1,5,5,5,26,25,38.28,58.2,4680,0.15,1,1,0.0152
2026-09-22,17,2,4,0,1,0.4862,1,1,1,1,1,3,5,4,26,25,28.88,43.97,4844,0.04,1,1,0.0553
2026-09-22,17,3,4,0,1,0.6261,1,1,1,1,1,4,5,5,26,25,32.64,45.19,5189,0.19,1,1,0.0291
2026-09-22,17,4,4,0,1,0.5801,1,1,1,1,1,5,5,5,27,25,36.02,53.39,4791,0.21,1,1,0.0399
2026-09-22,17,5,4,0,1,0.7265,4,4,1,1,1,6,5,6,27,25,38.2,54.94,4289,0.23,0,0,0.2415
2026-09-22,17,6,4,0,1,0.6834,3,4,1,1,1,4,5,4,27,25,36.03,50.61,4450,0.19,0,0,0.2152
2026-09-22,17,7,4,0,1,0.7465,1,1,1,1,1,5,5,5,28,25,35.74,53.01,4372,0.02,1,1,0.0138
