race_date,stadium_number,race_number,race_closed_at,race_grade_number,race_title,boat_number,racer_number,racer_name,racer_class_number,racer_age,racer_weight,racer_flying_count,racer_late_count,racer_average_start_timing,racer_national_top_1_percent,racer_national_top_2_percent,racer_national_top_3_percent,racer_local_top_1_percent,racer_local_top_2_percent,racer_local_top_3_percent,racer_assigned_motor_top_2_percent,racer_assigned_motor_top_3_percent,racer_assigned_boat_top_2_percent,racer_assigned_boat_top_3_percent
2025-07-03,4,1,2025-07-03 11:53:00,4,第38回キリンカップ,1,4623,中北 将史,3,40,53.4,0,0,0.18,4.41,20.21,40.43,0,0,0,15.38,23.08,20,46.67
2025-07-03,4,1,2025-07-03 11:53:00,4,第38回キリンカップ,2,4785,木幡 純也,3,37,52.1,0,0,0.19,4.63,17.81,45.21,5.8,40,70,12.5,43.75,56.25,68.75
2025-07-03,4,1,2025-07-03 11:53:00,4,第38回キリンカップ,3,4258,関根 彰人,3,41,52.1,0,0,0.18,5.35,27.91,51.16,3.56,11.11,27.78,28.57,42.86,33.33,53.33
2025-07-03,4,1,2025-07-03 11:53:00,4,第38回キリンカップ,4,3730,塩崎 優司,3,53,52.9,0,0,0.18,5.11,31.25,42.71,4,11.11,22.22,69.23,69.23,37.5,37.5
2025-07-03,4,1,2025-07-03 11:53:00,4,第38回キリンカップ,5,3933,山地 正樹,3,49,55.9,0,0,0.17,5.09,33.65,50,4.42,24.24,42.42,39.13,47.83,37.5,56.25
2025-07-03,4,1,2025-07-03 11:53:00,4,第38回キリンカップ,6,4134,杉山 貴博,1,44,53.3,0,0,0.16,6.18,41.84,64.29,6.38,44.83,72.41,42.86,85.71,25,37.5
2025-07-03,4,2,2025-07-03 12:22:00,4,第38回キリンカップ,1,3256,三角 哲男,1,58,52,0,0,0.15,6.5,46.15,67.52,6.13,40,61.43,31.25,56.25,46.67,80
2025-07-03,4,2,2025-07-03 12:22:00,4,第38回キリンカップ,2,3967,鈴木 茂高,3,45,56.1,0,0,0.21,4.07,22.03,35.59,4.09,21.88,31.25,35.71,57.14,12.5,25
2025-07-03,4,2,2025-07-03 12:22:00,4,第38回キリンカップ,3,3156,金子 良昭,3,60,53.2,0,0,0.17,4.27,20,35.56,5,42.86,42.86,68.75,75,8.33,33.33
2025-07-03,4,2,2025-07-03 12:22:00,4,第38回キリンカップ,4,3690,河合 三弘,3,54,52.5,0,0,0.18,4.72,32.18,40.23,5.06,35.48,48.39,23.08,38.46,47.06,64.71
2025-07-03,4,2,2025-07-03 12:22:00,4,第38回キリンカップ,5,5109,川崎 智稔,3,25,50.5,0,0,0.14,5.05,29.73,54.05,0,0,0,21.43,35.71,37.5,43.75
