race_date,stadium_number,race_number,race_closed_at,race_grade_number,race_title,boat_number,racer_number,racer_name,racer_class_number,racer_age,racer_weight,racer_flying_count,racer_late_count,racer_average_start_timing,racer_national_top_1_percent,racer_national_top_2_percent,racer_national_top_3_percent,racer_local_top_1_percent,racer_local_top_2_percent,racer_local_top_3_percent,racer_assigned_motor_top_2_percent,racer_assigned_motor_top_3_percent,racer_assigned_boat_top_2_percent,racer_assigned_boat_top_3_percent
2025-05-27,1,1,2025-05-27 15:19:00,5,MBP津幡開設12周年記念,1,3462,竹上 真司,3,57,52,0,0,0.17,3.52,14.89,29.79,5.5,40,60,21.54,41.54,24.39,35.37
2025-05-27,1,1,2025-05-27 15:19:00,5,MBP津幡開設12周年記念,2,4560,庄司 樹良々,3,34,52.9,0,0,0.15,6.46,48.65,68.47,5.21,29.17,50,15,30,25.26,45.26
2025-05-27,1,1,2025-05-27 15:19:00,5,MBP津幡開設12周年記念,3,4103,山崎 善庸,3,45,52.9,0,0,0.22,4.19,20.88,36.26,3.78,22.22,33.33,29.41,47.06,35.35,57.58
2025-05-27,1,1,2025-05-27 15:19:00,5,MBP津幡開設12周年記念,4,4173,岡谷 健吾,3,42,57.2,0,0,0.18,4.92,29.29,47.47,5.4,30,60,29.27,48.78,30.93,47.42
2025-05-27,1,1,2025-05-27 15:19:00,5,MBP津幡開設12周年記念,5,3641,一瀬 明,2,54,52,0,0,0.16,5.86,38.66,58.82,5.57,41.3,50,32.22,48.89,39.18,58.76
2025-05-27,1,1,2025-05-27 15:19:00,5,MBP津幡開設12周年記念,6,4416,三宅 健太,3,38,52,0,0,0.18,5.44,32.2,56.78,5.56,22.22,66.67,31.46,39.33,31.71,43.9
2025-05-27,1,2,2025-05-27 15:47:00,5,MBP津幡開設12周年記念,1,4766,石井 孝之,3,34,54.1,1,0,0.14,5.02,30.09,46.9,4.82,30.56,41.67,23.75,37.5,34.34,47.47
2025-05-27,1,2,2025-05-27 15:47:00,5,MBP津幡開設12周年記念,2,4397,西村 拓也,1,38,52.1,0,0,0.13,7.03,47.65,68.46,6.11,44.44,55.56,34.74,49.47,37.5,54.17
2025-05-27,1,2,2025-05-27 15:47:00,5,MBP津幡開設12周年記念,3,5178,成貞 琳平,3,28,53.4,0,0,0.17,3.57,10.11,28.09,0,0,0,27.54,43.48,34,51
2025-05-27,1,2,2025-05-27 15:47:00,5,MBP津幡開設12周年記念,4,4752,西尾 亮輔,3,37,52,0,0,0.16,4.15,18.45,36.89,3.69,12.5,25,50,63.33,38.38,52.53
