race_date,stadium_number,race_number,race_closed_at,race_grade_number,race_title,boat_number,racer_number,racer_name,racer_class_number,racer_age,racer_weight,racer_flying_count,racer_late_count,racer_average_start_timing,racer_national_top_1_percent,racer_national_top_2_percent,racer_national_top_3_percent,racer_local_top_1_percent,racer_local_top_2_percent,racer_local_top_3_percent,racer_assigned_motor_top_2_percent,racer_assigned_motor_top_3_percent,racer_assigned_boat_top_2_percent,racer_assigned_boat_top_3_percent
2025-11-26,3,1,2025-11-26 11:04:00,5,第26回日本財団会長杯,1,4169,多田 有佑,3,43,52.8,0,0,0.2,3.91,15,26.25,4.49,25,41.67,25.22,37.39,23.85,44.95
2025-11-26,3,1,2025-11-26 11:04:00,5,第26回日本財団会長杯,2,3436,柏野 幸二,3,56,51,0,0,0.13,5.94,43.16,54.74,4.92,32,48,24.35,38.26,31.58,50.38
2025-11-26,3,1,2025-11-26 11:04:00,5,第26回日本財団会長杯,3,4273,佐藤 旭,3,43,53.1,0,0,0.19,4.85,32.43,50,0,0,0,37.93,49.14,36.3,56.3
2025-11-26,3,1,2025-11-26 11:04:00,5,第26回日本財団会長杯,4,5069,山崎 小葉音,3,25,44,0,0,0.15,4.81,32.5,43.75,4.77,25.81,48.39,43.1,62.07,38.46,50
2025-11-26,3,1,2025-11-26 11:04:00,5,第26回日本財団会長杯,5,4615,板倉 敦史,3,45,54.5,0,0,0.21,4.53,18.18,43.18,4.8,27.66,44.68,25.86,41.38,29.82,54.39
2025-11-26,3,1,2025-11-26 11:04:00,5,第26回日本財団会長杯,6,5066,鈴木 孝明,3,27,52.5,0,0,0.17,5.6,32.58,61.8,5.25,30.56,52.78,34.19,56.41,38.74,57.66
2025-11-26,3,2,2025-11-26 11:29:00,5,第26回日本財団会長杯,1,5320,岩崎 麗子,4,24,49.7,0,0,0.18,2.45,4.23,11.27,0,0,0,40.52,56.9,36.13,48.74
2025-11-26,3,2,2025-11-26 11:29:00,5,第26回日本財団会長杯,2,5111,三村 岳人,2,26,51,0,0,0.16,3.52,21.67,33.33,4.67,11.11,44.44,37.29,60.17,32.48,48.72
2025-11-26,3,2,2025-11-26 11:29:00,5,第26回日本財団会長杯,3,4567,上村 慎太郎,3,37,52,0,0,0.23,3.8,14.75,27.87,3.75,25,25,45.31,59.38,34.45,46.22
2025-11-26,3,2,2025-11-26 11:29:00,5,第26回日本財団会長杯,4,3652,森下 勇,3,52,55.1,0,0,0.21,3.12,12.2,19.51,4.33,22.22,33.33,26.27,50,38.69,53.28
2025-11-26,3,2,2025-11-26 11:29:00,5,第26回日本財団会長杯,5,4215,吉島 祥之,2,41,52.8,0,0,0.15,5.61,36.62,54.93,6.6,40,80,34.43,47.54,25.21,48.74
2025-11-26,3,2,2025-11-26 11:29:00,5,第26回日本財団会長杯,6,4636,赤池 修平,3,35,52.6,0,0,0.17,3.64,18.6,30.23,2.83,16.67,16.67,24.07,37.96,28.3,42.45
2025-11-26,3,3,2025-11-26 11:54:00,5,第26回日本財団会長杯,1,4674,池田 剛規,2,38,52,0,0,0.16,5.72,39.5,58.82,4.79,21.43,42.86,33.33,46.49,35.92,54.23
2025-11-26,3,3,2025-11-26 11:54:00,5,第26回日本財団会長杯,2,4704,河野 大,1,37,52,0,0,0.16,6.12,41.09,57.36,6,43.59,58.97,46.51,70.54,30.43,39.13
2025-11-26,3,3,2025-11-26 11:54:00,5,第26回日本財団会長杯,3,4311,岡村 仁,1,41,54.8,0,0,0.17,6.67,48.21,72.32,6.72,50,67.39,28.81,44.07,33.61,51.26
2025-11-26,3,3,2025-11-26 11:54:00,5,第26回日本財団会長杯,4,5360,高木 茉白,4,19,47,0,0,0.2,2.46,5.26,9.21,1.56,0,0,21.62,35.14,24.58,43.22
