race_date,stadium_number,race_number,race_closed_at,race_grade_number,race_title,boat_number,racer_number,racer_name,racer_class_number,racer_age,racer_weight,racer_flying_count,racer_late_count,racer_average_start_timing,racer_national_top_1_percent,racer_national_top_2_percent,racer_national_top_3_percent,racer_local_top_1_percent,racer_local_top_2_percent,racer_local_top_3_percent,racer_assigned_motor_top_2_percent,racer_assigned_motor_top_3_percent,racer_assigned_boat_top_2_percent,racer_assigned_boat_top_3_percent
2025-08-19,2,1,2025-08-19 10:47:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,1,3546,中里 昌志,3,56,52,1,0,0.18,4.39,25.3,38.55,5.13,30.59,51.76,66.67,66.67,0,0
2025-08-19,2,1,2025-08-19 10:47:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,2,3075,中村 裕将,3,62,55.4,0,0,0.16,4.88,25.96,46.15,5.06,29.41,47.06,40,50,11.11,33.33
2025-08-19,2,1,2025-08-19 10:47:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,3,3647,伊藤 雄二,3,52,51,1,0,0.15,3.87,15.38,32.97,4.31,12.96,37.04,63.64,72.73,0,0
2025-08-19,2,1,2025-08-19 10:47:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,4,3497,後藤 浩,3,57,49.5,0,0,0.18,4.88,27.91,52.33,5.75,41.18,62.75,40,70,0,25
2025-08-19,2,1,2025-08-19 10:47:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,5,3696,白井 友晴,3,53,52.7,0,0,0.19,4.85,25,45.37,5.56,31.58,56.14,0,0,11.11,11.11
2025-08-19,2,1,2025-08-19 10:47:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,6,5419,櫻井 隼,4,19,52,0,0,,1.52,0,1.79,1.67,0,0,33.33,44.44,54.55,63.64
2025-08-19,2,2,2025-08-19 11:16:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,1,4031,飯島 誠,3,46,52.6,0,0,0.19,4.53,21.88,44.79,4.59,27.54,40.58,11.11,33.33,33.33,44.44
2025-08-19,2,2,2025-08-19 11:16:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,2,5112,砂長 知輝,1,25,52.3,0,0,0.16,6.76,53.28,69.67,6.52,52.41,62.07,50,50,60,80
2025-08-19,2,2,2025-08-19 11:16:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,3,4191,赤羽 克也,2,44,52.3,0,0,0.18,5.17,36.36,45.45,5.95,49.21,61.9,0,0,22.22,44.44
2025-08-19,2,2,2025-08-19 11:16:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,4,5242,高山 弘斗,3,25,53.6,0,0,0.2,3.4,13.68,27.37,2.4,10,12,0,0,0,0
2025-08-19,2,2,2025-08-19 11:16:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,5,4201,佐竹 友樹,3,43,52.6,0,0,0.17,5.37,37.86,51.46,5.63,39.08,55.17,0,0,63.64,72.73
2025-08-19,2,2,2025-08-19 11:16:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,6,3860,松本 浩貴,3,52,52.4,0,0,0.19,4.16,17.53,39.18,3.81,11.11,30.56,0,0,90,90
2025-08-19,2,3,2025-08-19 11:45:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,1,4836,大谷 健太,3,36,52,0,0,0.17,3.62,20,33.33,4.43,25.71,37.14,30,80,22.22,33.33
2025-08-19,2,3,2025-08-19 11:45:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,2,5087,佐藤 航,1,25,52,0,0,0.16,5.92,43.36,60.18,5.3,32.56,53.49,0,0,0,0
2025-08-19,2,3,2025-08-19 11:45:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,3,5103,芝田 京介,3,27,53,1,0,0.19,3.96,18.18,33.77,3.88,20.31,29.69,0,0,20,50
2025-08-19,2,3,2025-08-19 11:45:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,4,4547,中田 竜太,1,37,52,0,0,0.16,7.66,66.67,78.43,7.28,54.81,71.85,40,50,77.78,100
2025-08-19,2,3,2025-08-19 11:45:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,5,3807,岡部 哲,3,50,51,0,0,0.18,4.84,24.74,42.27,4.85,24.51,43.14,20,50,0,0
2025-08-19,2,3,2025-08-19 11:45:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,6,5246,楠 将太郎,3,23,52,1,0,0.18,4.82,26.32,49.47,4.43,26.04,40.63,0,0,33.33,44.44
2025-08-19,2,4,2025-08-19 12:14:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,1,4573,佐藤 翼,1,36,52,0,0,0.14,7.43,47.66,67.29,8.24,70.11,86.21,11.11,22.22,40,80
2025-08-19,2,4,2025-08-19 12:14:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,2,4144,石塚 久也,1,43,52,1,0,0.16,6.63,50.49,73.79,6.61,51.39,67.36,0,0,0,0
2025-08-19,2,4,2025-08-19 12:14:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,3,5051,松本 純平,1,30,53,0,0,0.16,6.7,49.56,64.6,6.52,46.99,66.87,0,0,0,0
2025-08-19,2,4,2025-08-19 12:14:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,4,3319,山崎 義明,3,58,52,1,0,0.15,5.25,27.85,54.43,5.7,34.09,63.64,0,0,0,0
2025-08-19,2,4,2025-08-19 12:14:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,5,3589,西村 勝,3,51,55.7,0,0,0.17,3.92,17.57,32.43,5.14,32.89,48.68,0,0,11.11,22.22
2025-08-19,2,4,2025-08-19 12:14:00,5,第48回戸田ボート大賞・サンケイスポーツ杯,6,5394,福西 広太郎,4,23,52,0,0,,2.03,0,8.11,2.13,0,6.67,33.33,44.44,0,0
