race_date,stadium_number,race_number,race_wind,race_wind_direction_number,race_wave,race_weather_number,race_temperature,race_water_temperature,boat_number,racer_course_number,racer_start_timing,racer_exhibition_time,racer_weight,racer_weight_adjustment,racer_tilt_adjustment
2025-09-14,2,1,1,8,1,1,32,28,1,1,0.04,6.81,52.5,0,-0.5
2025-09-14,2,1,1,8,1,1,32,28,2,2,0.19,6.78,50,2,-0.5
2025-09-14,2,1,1,8,1,1,32,28,3,3,0.14,6.83,52.2,0,0
2025-09-14,2,1,1,8,1,1,32,28,4,4,-0.12,6.78,46.5,0.5,-0.5
2025-09-14,2,1,1,8,1,1,32,28,5,5,0.07,6.89,55,0,-0.5
2025-09-14,2,1,1,8,1,1,32,28,6,6,0.02,6.87,44,3,0
2025-09-14,2,2,1,2,1,2,28,28,1,1,0.12,6.87,52,0,-0.5
2025-09-14,2,2,1,2,1,2,28,28,2,2,0.13,6.82,52,0,-0.5
2025-09-14,2,2,1,2,1,2,28,28,3,3,0.34,6.75,52.4,0,0
2025-09-14,2,2,1,2,1,2,28,28,4,4,-0.02,6.91,53,0,0
2025-09-14,2,2,1,2,1,2,28,28,5,5,0.02,6.84,50.6,0,0
2025-09-14,2,2,1,2,1,2,28,28,6,6,0.12,6.78,49,0,-0.5
2025-09-14,2,3,0,17,0,2,29,28,1,1,0.27,6.88,51,1,0
2025-09-14,2,3,0,17,0,2,29,28,2,2,0.09,6.83,53.1,0,-0.5
2025-09-14,2,3,0,17,0,2,29,28,3,3,0.07,6.84,47,0,0
2025-09-14,2,3,0,17,0,2,29,28,4,4,0.09,6.84,55.8,0,0
2025-09-14,2,3,0,17,0,2,29,28,5,5,0.03,6.82,47,0,-0.5
2025-09-14,2,3,0,17,0,2,29,28,6,6,0.01,6.87,50,2,0
2025-09-14,2,4,0,17,0,2,29,28,1,1,0.03,6.85,52.1,0,-0.5
2025-09-14,2,4,0,17,0,2,29,28,2,2,0.09,6.88,53.1,0,0
2025-09-14,2,4,0,17,0,2,29,28,3,3,0.17,6.79,54.8,0,0
2025-09-14,2,4,0,17,0,2,29,28,4,4,0.11,6.81,52,0,-0.5
2025-09-14,2,4,0,17,0,2,29,28,5,5,0.16,6.9,52.4,0,0
2025-09-14,2,4,0,17,0,2,29,28,6,6,0.05,6.73,52,0,0.5
2025-09-14,2,5,0,17,0,2,29,28,1,1,0.12,6.82,47.3,0,0
2025-09-14,2,5,0,17,0,2,29,28,2,2,0.05,6.85,52.2,0,0
2025-09-14,2,5,0,17,0,2,29,28,3,3,-0.01,6.74,52,0,-0.5
2025-09-14,2,5,0,17,0,2,29,28,4,4,-0.02,6.91,51.5,0.5,-0.5
2025-09-14,2,5,0,17,0,2,29,28,5,5,-0.05,6.83,54.9,0,-0.5
2025-09-14,2,5,0,17,0,2,29,28,6,6,-0.08,6.92,52.8,0,-0.5
2025-09-14,2,6,0,17,0,2,30,28,1,1,0.31,6.88,53.7,0,-0.5
2025-09-14,2,6,0,17,0,2,30,28,2,2,0.12,6.88,52,0,-0.5
2025-09-14,2,6,0,17,0,2,30,28,3,3,0.13,6.93,52,0,-0.5
2025-09-14,2,6,0,17,0,2,30,28,4,4,0.24,6.9,54.8,0,0
2025-09-14,2,6,0,17,0,2,30,28,5,5,0.07,6.83,53.9,0,0
2025-09-14,2,6,0,17,0,2,30,28,6,6,0.09,6.89,60.1,0,-0.5
2025-09-14,2,7,0,17,0,2,30,28,1,1,0.12,6.77,47,0,0
2025-09-14,2,7,0,17,0,2,30,28,2,2,0.05,6.76,52,0,0
2025-09-14,2,7,0,17,0,2,30,28,3,3,0.19,6.88,52,0,-0.5
2025-09-14,2,7,0,17,0,2,30,28,4,4,0.09,6.82,52,0,0
2025-09-14,2,7,0,17,0,2,30,28,5,5,0.11,6.88,52.2,0,0
2025-09-14,2,7,0,17,0,2,30,28,6,6,0.05,6.8,52.2,0,0
2025-09-14,2,8,0,17,0,2,31,28,1,1,-0.06,6.88,53.9,0,0
2025-09-14,2,8,0,17,0,2,31,28,2,2,0.17,6.86,50.6,0,0
2025-09-14,2,8,0,17,0,2,31,28,3,3,0.02,6.79,52,0,0
2025-09-14,2,8,0,17,0,2,31,28,4,4,0.27,6.84,52,0,-0.5
2025-09-14,2,8,0,17,0,2,31,28,5,6,0.08,6.86,52.4,0,0
2025-09-14,2,8,0,17,0,2,31,28,6,5,0.05,6.82,50,2,-0.5
2025-09-14,2,9,1,12,1,2,31,28,1,1,0.09,6.83,52,0,-0.5
2025-09-14,2,9,1,12,1,2,31,28,2,2,0.15,6.84,46.5,0.5,-0.5
2025-09-14,2,9,1,12,1,2,31,28,3,3,0.21,6.86,52.1,0,-0.5
2025-09-14,2,9,1,12,1,2,31,28,4,4,0.19,6.82,51,1,0.5
2025-09-14,2,9,1,12,1,2,31,28,5,5,-0.07,6.8,54.8,0,0
2025-09-14,2,9,1,12,1,2,31,28,6,6,-0.02,6.77,52.2,0,0.5
2025-09-14,2,10,0,17,0,2,32,28,1,1,-0.04,6.79,49,3,0
2025-09-14,2,10,0,17,0,2,32,28,2,3,0.16,6.83,54.2,0,0
2025-09-14,2,10,0,17,0,2,32,28,3,4,-0.05,6.88,52.9,0,-0.5
