race_date,stadium_number,race_number,race_wind,race_wind_direction_number,race_wave,race_weather_number,race_temperature,race_water_temperature,boat_number,racer_course_number,racer_start_timing,racer_exhibition_time,racer_weight,racer_weight_adjustment,racer_tilt_adjustment
2025-08-09,2,1,3,12,2,2,30,30,1,1,0.28,6.9,52.5,0,-0.5
2025-08-09,2,1,3,12,2,2,30,30,2,2,0.27,6.74,55.8,0,-0.5
2025-08-09,2,1,3,12,2,2,30,30,3,3,0.02,6.83,52.5,0,0
2025-08-09,2,1,3,12,2,2,30,30,4,4,0.16,6.81,52.3,0,-0.5
2025-08-09,2,1,3,12,2,2,30,30,5,5,0.14,6.85,52,0,0
2025-08-09,2,1,3,12,2,2,30,30,6,6,0.08,6.83,51.5,0.5,-0.5
2025-08-09,2,2,2,12,1,2,30,30,1,1,0.08,6.72,55.4,0,-0.5
2025-08-09,2,2,2,12,1,2,30,30,2,2,0.17,6.8,52.2,0,0
2025-08-09,2,2,2,12,1,2,30,30,3,3,0.01,6.79,55.2,0,-0.5
2025-08-09,2,2,2,12,1,2,30,30,4,4,0.11,6.88,52.1,0,-0.5
2025-08-09,2,2,2,12,1,2,30,30,5,5,0.33,6.76,52.4,0,-0.5
2025-08-09,2,2,2,12,1,2,30,30,6,6,0.23,6.85,51.5,0.5,-0.5
2025-08-09,2,3,3,12,2,2,30,30,1,1,0.05,6.84,55.5,0,-0.5
2025-08-09,2,3,3,12,2,2,30,30,2,2,0.32,6.92,53.2,0,-0.5
2025-08-09,2,3,3,12,2,2,30,30,3,3,0.1,6.81,54.2,0,0
2025-08-09,2,3,3,12,2,2,30,30,4,4,0.09,6.83,52,0,-0.5
2025-08-09,2,3,3,12,2,2,30,30,5,6,0.13,6.74,52.4,0,0
2025-08-09,2,3,3,12,2,2,30,30,6,5,0.07,6.81,52.1,0,-0.5
2025-08-09,2,4,2,12,1,2,30,30,1,1,0.19,6.72,55.8,0,-0.5
2025-08-09,2,4,2,12,1,2,30,30,2,2,0.13,6.79,52.2,0,0
2025-08-09,2,4,2,12,1,2,30,30,3,3,0.17,6.85,52.1,0,-0.5
2025-08-09,2,4,2,12,1,2,30,30,4,4,0.02,6.82,55.1,0,0
2025-08-09,2,4,2,12,1,2,30,30,5,5,-0.03,6.72,53.2,0,-0.5
2025-08-09,2,4,2,12,1,2,30,30,6,6,-0.02,6.77,52,0,-0.5
2025-08-09,2,5,2,12,1,2,31,30,1,1,0.19,6.68,53.8,0,-0.5
2025-08-09,2,5,2,12,1,2,31,30,2,2,0.03,6.78,51.5,0.5,-0.5
2025-08-09,2,5,2,12,1,2,31,30,3,3,0.11,6.7,52,0,-0.5
2025-08-09,2,5,2,12,1,2,31,30,4,4,0.11,6.8,55.2,0,0.5
2025-08-09,2,5,2,12,1,2,31,30,5,5,-0.17,6.78,55.5,0,-0.5
2025-08-09,2,5,2,12,1,2,31,30,6,6,-0.07,6.76,53,0,-0.5
2025-08-09,2,6,2,12,2,1,31,30,1,1,0.09,6.82,54.7,0,-0.5
2025-08-09,2,6,2,12,2,1,31,30,2,2,0.12,6.86,52.7,0,0
