race_date,stadium_number,race_number,race_wind,race_wind_direction_number,race_wave,race_weather_number,race_temperature,race_water_temperature,boat_number,racer_course_number,racer_start_timing,racer_exhibition_time,racer_weight,racer_weight_adjustment,racer_tilt_adjustment
2026-02-22,3,1,8,4,20,1,14,15,1,1,0.03,6.72,52,0,0.5
2026-02-22,3,1,8,4,20,1,14,15,2,2,-0.09,6.69,54.5,0,0.5
2026-02-22,3,1,8,4,20,1,14,15,3,3,0.01,6.79,51.5,0.5,0
2026-02-22,3,1,8,4,20,1,14,15,4,4,0.04,6.84,52,0,0.5
2026-02-22,3,1,8,4,20,1,14,15,5,5,0.06,6.83,52.9,0,0.5
2026-02-22,3,1,8,4,20,1,14,15,6,6,0.06,6.82,52.9,0,1
2026-02-22,3,2,2,8,10,2,13,15,1,1,0.05,6.81,54.2,0,1
2026-02-22,3,2,2,8,10,2,13,15,2,2,0.15,6.95,52.6,0,0.5
2026-02-22,3,2,2,8,10,2,13,15,3,3,0.09,6.86,52.1,0,0.5
2026-02-22,3,2,2,8,10,2,13,15,4,4,-0.04,6.9,52,0,1
2026-02-22,3,2,2,8,10,2,13,15,5,5,0.06,6.9,53.5,0,0.5
2026-02-22,3,2,2,8,10,2,13,15,6,6,-0.09,6.9,52.4,0,0.5
2026-02-22,3,3,3,6,10,2,12,15,1,1,0.17,6.77,52.5,0,0.5
2026-02-22,3,3,3,6,10,2,12,15,2,2,0.06,6.9,52,0,0
2026-02-22,3,3,3,6,10,2,12,15,3,3,0.06,6.82,53.9,0,1
2026-02-22,3,3,3,6,10,2,12,15,4,4,0.12,6.85,52,0,1
2026-02-22,3,3,3,6,10,2,12,15,5,5,0.31,6.88,52,0,1
2026-02-22,3,3,3,6,10,2,12,15,6,6,0.13,7,52,0,0.5
2026-02-22,3,4,5,4,10,1,12,15,1,1,0.09,6.87,52.6,0,0.5
2026-02-22,3,4,5,4,10,1,12,15,2,2,0.11,6.78,52,0,0.5
2026-02-22,3,4,5,4,10,1,12,15,3,3,0.22,6.71,52.9,0,0.5
2026-02-22,3,4,5,4,10,1,12,15,4,4,0.13,6.94,52,0,0.5
2026-02-22,3,4,5,4,10,1,12,15,5,5,0.13,6.87,52.6,0,0.5
2026-02-22,3,4,5,4,10,1,12,15,6,,,0,0,0,0
2026-02-22,3,5,5,4,15,1,13,15,1,1,0.2,6.96,52.9,0,0.5
2026-02-22,3,5,5,4,15,1,13,15,2,2,0.14,6.93,54,0,0.5
2026-02-22,3,5,5,4,15,1,13,15,3,3,0.19,6.88,52,0,0.5
2026-02-22,3,5,5,4,15,1,13,15,4,4,0.07,6.9,52.7,0,0.5
2026-02-22,3,5,5,4,15,1,13,15,5,5,0.17,6.85,51.5,0.5,0.5
2026-02-22,3,5,5,4,15,1,13,15,6,6,0.15,6.92,53.8,0,0.5
2026-02-22,3,6,5,4,15,1,14,15,1,1,0.04,6.89,52,0,0.5
