race_date,stadium_number,race_number,race_wind,race_wind_direction_number,race_wave,race_weather_number,race_temperature,race_water_temperature,boat_number,racer_course_number,racer_start_timing,racer_exhibition_time,racer_weight,racer_weight_adjustment,racer_tilt_adjustment
2026-05-07,4,1,4,5,3,2,22,20,1,1,0.1,6.92,47,0,-0.5
2026-05-07,4,1,4,5,3,2,22,20,2,2,0.05,6.99,52.8,0,-0.5
2026-05-07,4,1,4,5,3,2,22,20,3,3,0.11,7,52.6,0,-0.5
2026-05-07,4,1,4,5,3,2,22,20,4,4,0.05,7.01,55.5,0,-0.5
2026-05-07,4,1,4,5,3,2,22,20,5,5,0.03,7,53.3,0,-0.5
2026-05-07,4,1,4,5,3,2,22,20,6,6,0.03,6.97,53.7,0,0
2026-05-07,4,2,5,5,3,1,23,20,1,1,0.25,6.95,46.5,0.5,-0.5
2026-05-07,4,2,5,5,3,1,23,20,2,2,0.08,6.91,51.5,0.5,0
2026-05-07,4,2,5,5,3,1,23,20,3,3,-0.06,6.94,46,1,-0.5
2026-05-07,4,2,5,5,3,1,23,20,4,4,-0.01,6.87,52.1,0,-0.5
2026-05-07,4,2,5,5,3,1,23,20,5,5,-0.01,6.88,52.1,0,-0.5
2026-05-07,4,2,5,5,3,1,23,20,6,6,0.12,6.85,47,0,-0.5
2026-05-07,4,3,5,5,3,1,24,20,1,1,0.07,7.01,53,0,-0.5
2026-05-07,4,3,5,5,3,1,24,20,2,2,-0.13,6.93,52,0,0
2026-05-07,4,3,5,5,3,1,24,20,3,3,-0.18,6.86,52,0,0
2026-05-07,4,3,5,5,3,1,24,20,4,4,0.04,6.96,51,1,-0.5
2026-05-07,4,3,5,5,3,1,24,20,5,5,0.07,6.95,52.7,0,-0.5
2026-05-07,4,3,5,5,3,1,24,20,6,6,0.06,7.01,50.9,0,-0.5
2026-05-07,4,4,4,5,3,1,23,20,1,1,0.03,6.99,52.1,0,0
2026-05-07,4,4,4,5,3,1,23,20,2,2,0.08,6.9,55.4,0,0
2026-05-07,4,4,4,5,3,1,23,20,3,3,0.06,6.95,51.5,0.5,-0.5
2026-05-07,4,4,4,5,3,1,23,20,4,4,0.08,6.95,47,0,-0.5
2026-05-07,4,4,4,5,3,1,23,20,5,5,-0.01,6.85,52,0,-0.5
2026-05-07,4,4,4,5,3,1,23,20,6,6,0.2,6.84,52.1,0,-0.5
2026-05-07,4,5,4,5,3,1,24,20,1,1,-0.09,6.94,54,0,-0.5
2026-05-07,4,5,4,5,3,1,24,20,2,2,-0.1,6.9,46,1,-0.5
2026-05-07,4,5,4,5,3,1,24,20,3,3,-0.19,6.92,56.2,0,-0.5
2026-05-07,4,5,4,5,3,1,24,20,4,4,0.1,6.96,52.2,0,-0.5
2026-05-07,4,5,4,5,3,1,24,20,5,5,0.13,7.04,51,1,0
2026-05-07,4,5,4,5,3,1,24,20,6,6,0.16,7.06,53.8,0,0
2026-05-07,4,6,5,5,3,1,23,20,1,1,0.03,7.05,52.7,0,-0.5
2026-05-07,4,6,5,5,3,1,23,20,2,2,0.07,7,53.3,0,-0.5
2026-05-07,4,6,5,5,3,1,23,20,3,3,0.06,6.97,56.9,0,-0.5
2026-05-07,4,6,5,5,3,1,23,20,4,4,0.04,6.99,52,0,-0.5
2026-05-07,4,6,5,5,3,1,23,20,5,5,0.24,6.94,52,0,-0.5
2026-05-07,4,6,5,5,3,1,23,20,6,6,-0.04,7.01,52,0,-0.5
2026-05-07,4,7,5,5,3,1,23,20,1,1,0.12,7.05,53.6,0,-0.5
2026-05-07,4,7,5,5,3,1,23,20,2,2,0.14,7.06,52.2,0,-0.5
2026-05-07,4,7,5,5,3,1,23,20,3,3,0.15,6.95,46.5,0.5,-0.5
2026-05-07,4,7,5,5,3,1,23,20,4,4,0.09,7.01,47,0,-0.5
2026-05-07,4,7,5,5,3,1,23,20,5,5,0.17,7.06,52.8,0,-0.5
2026-05-07,4,7,5,5,3,1,23,20,6,6,0.16,6.98,54.1,0,0
2026-05-07,4,8,3,5,3,2,22,20,1,1,0.02,7.04,55.5,0,-0.5
2026-05-07,4,8,3,5,3,2,22,20,2,2,0.12,7.06,52.5,0,-0.5
2026-05-07,4,8,3,5,3,2,22,20,3,3,0.09,6.91,53,0,-0.5
