race_date,stadium_number,race_number,race_wind,race_wind_direction_number,race_wave,race_weather_number,race_temperature,race_water_temperature,boat_number,racer_course_number,racer_start_timing,racer_exhibition_time,racer_weight,racer_weight_adjustment,racer_tilt_adjustment
2025-07-16,1,1,4,10,3,2,25,27,1,1,0.03,6.73,52,0,0
2025-07-16,1,1,4,10,3,2,25,27,2,2,0.01,6.82,55.2,0,-0.5
2025-07-16,1,1,4,10,3,2,25,27,3,3,0.09,6.8,53.2,0,-0.5
2025-07-16,1,1,4,10,3,2,25,27,4,4,0.08,6.85,52,0,-0.5
2025-07-16,1,1,4,10,3,2,25,27,5,5,0.13,6.85,56,0,-0.5
2025-07-16,1,1,4,10,3,2,25,27,6,6,0.11,6.73,52,0,0
2025-07-16,1,2,4,10,3,1,28,27,1,1,-0.12,6.8,52.9,0,-0.5
2025-07-16,1,2,4,10,3,1,28,27,2,2,-0.15,6.82,52,0,0
2025-07-16,1,2,4,10,3,1,28,27,3,3,0.31,6.81,53.4,0,0
2025-07-16,1,2,4,10,3,1,28,27,4,4,0.09,6.83,52.3,0,-0.5
2025-07-16,1,2,4,10,3,1,28,27,5,5,-0.01,6.85,53.1,0,0
2025-07-16,1,2,4,10,3,1,28,27,6,6,-0.1,6.95,57.8,0,0
2025-07-16,1,3,4,10,3,2,28,27,1,1,-0.07,6.86,50.5,1.5,0
2025-07-16,1,3,4,10,3,2,28,27,2,2,0.13,6.74,52,0,-0.5
2025-07-16,1,3,4,10,3,2,28,27,3,3,-0.01,6.85,52.6,0,-0.5
2025-07-16,1,3,4,10,3,2,28,27,4,4,-0.07,6.79,52.4,0,0
2025-07-16,1,3,4,10,3,2,28,27,5,6,-0.04,6.87,51.5,0.5,0
2025-07-16,1,3,4,10,3,2,28,27,6,5,0.03,6.85,53,0,-0.5
2025-07-16,1,4,5,10,4,2,28,27,1,1,0.02,6.78,52,0,-0.5
2025-07-16,1,4,5,10,4,2,28,27,2,2,0.19,6.8,53.2,0,-0.5
2025-07-16,1,4,5,10,4,2,28,27,3,3,0.06,6.9,52.6,0,-0.5
2025-07-16,1,4,5,10,4,2,28,27,4,4,0.06,6.77,53.8,0,-0.5
2025-07-16,1,4,5,10,4,2,28,27,5,5,0.09,6.85,55.2,0,-0.5
2025-07-16,1,4,5,10,4,2,28,27,6,6,0.07,6.69,52,0,1
2025-07-16,1,5,5,10,4,2,27,27,1,1,0.34,6.86,57.2,0,-0.5
2025-07-16,1,5,5,10,4,2,27,27,2,2,-0.02,6.77,55.9,0,-0.5
2025-07-16,1,5,5,10,4,2,27,27,3,3,-0.09,6.85,52.2,0,-0.5
2025-07-16,1,5,5,10,4,2,27,27,4,4,-0.09,6.79,55.2,0,-0.5
2025-07-16,1,5,5,10,4,2,27,27,5,5,-0.05,6.88,52.9,0,0
2025-07-16,1,5,5,10,4,2,27,27,6,6,0.13,6.77,52,0,0
2025-07-16,1,6,4,10,3,2,27,27,1,1,-0.05,6.74,52,0,-0.5
2025-07-16,1,6,4,10,3,2,27,27,2,2,0.04,6.74,56,0,-0.5
2025-07-16,1,6,4,10,3,2,27,27,3,3,-0.06,6.85,54.2,0,-0.5
2025-07-16,1,6,4,10,3,2,27,27,4,4,-0.05,6.87,57.8,0,-0.5
2025-07-16,1,6,4,10,3,2,27,27,5,5,-0.09,6.77,54,0,0
2025-07-16,1,6,4,10,3,2,27,27,6,6,-0.16,6.84,55.3,0,-0.5
2025-07-16,1,7,4,10,3,2,27,27,1,1,0.14,6.8,53.4,0,-0.5
2025-07-16,1,7,4,10,3,2,27,27,2,2,0.15,6.64,52,0,0
2025-07-16,1,7,4,10,3,2,27,27,3,3,0.11,6.74,52.8,0,-0.5
2025-07-16,1,7,4,10,3,2,27,27,4,4,0.14,6.83,52,0,-0.5
2025-07-16,1,7,4,10,3,2,27,27,5,5,0.17,6.81,52.3,0,-0.5
2025-07-16,1,7,4,10,3,2,27,27,6,6,0.28,6.81,52,0,-0.5
2025-07-16,1,8,3,10,2,2,27,27,1,1,0.06,6.86,55.2,0,-0.5
2025-07-16,1,8,3,10,2,2,27,27,2,2,0.19,6.84,52.9,0,-0.5
2025-07-16,1,8,3,10,2,2,27,27,3,3,0.15,6.87,52,0,-0.5
2025-07-16,1,8,3,10,2,2,27,27,4,4,0.02,6.86,52.6,0,-0.5
2025-07-16,1,8,3,10,2,2,27,27,5,5,0.01,6.81,52,0,-0.5
2025-07-16,1,8,3,10,2,2,27,27,6,6,0.09,6.84,51.5,0.5,0
2025-07-16,1,9,3,10,2,2,26,27,1,1,0.06,6.82,52.9,0,-0.5
2025-07-16,1,9,3,10,2,2,26,27,2,2,0.12,6.8,52,0,-0.5
2025-07-16,1,9,3,10,2,2,26,27,3,3,0.15,6.82,50,2,-0.5
2025-07-16,1,9,3,10,2,2,26,27,4,5,0.12,6.81,52,0,-0.5
2025-07-16,1,9,3,10,2,2,26,27,5,4,0.09,6.79,52,0,0
2025-07-16,1,9,3,10,2,2,26,27,6,6,0.06,6.81,53.4,0,0.5
2025-07-16,1,10,4,10,3,2,26,27,1,1,0.06,6.72,53.8,0,-0.5
