race_date,stadium_number,race_number,race_wind,race_wind_direction_number,race_wave,race_weather_number,race_temperature,race_water_temperature,boat_number,racer_course_number,racer_start_timing,racer_exhibition_time,racer_weight,racer_weight_adjustment,racer_tilt_adjustment
2025-12-06,2,1,0,17,0,1,11,10,1,1,0.04,6.65,52.8,0,-0.5
2025-12-06,2,1,0,17,0,1,11,10,2,2,-0.04,6.8,58.4,0,-0.5
2025-12-06,2,1,0,17,0,1,11,10,3,3,-0.03,6.76,55.9,0,0
2025-12-06,2,1,0,17,0,1,11,10,4,4,-0.01,6.69,52,0,0
2025-12-06,2,1,0,17,0,1,11,10,5,5,0.12,6.68,52.3,0,-0.5
2025-12-06,2,1,0,17,0,1,11,10,6,6,0.04,6.8,47.3,0,-0.5
2025-12-06,2,2,0,17,0,1,7,9,1,2,0.04,6.52,54.3,0,-0.5
2025-12-06,2,2,0,17,0,1,7,9,2,3,0.05,6.59,52,0,-0.5
2025-12-06,2,2,0,17,0,1,7,9,3,4,0.06,6.56,51.5,0.5,-0.5
2025-12-06,2,2,0,17,0,1,7,9,4,1,0.13,6.76,52,0,-0.5
2025-12-06,2,2,0,17,0,1,7,9,5,5,0.03,6.59,52,0,-0.5
2025-12-06,2,2,0,17,0,1,7,9,6,6,0.03,6.65,55.4,0,-0.5
2025-12-06,2,3,0,17,0,1,7,9,1,1,0.14,6.58,54.2,0,-0.5
2025-12-06,2,3,0,17,0,1,7,9,2,2,-0.01,6.71,54.2,0,-0.5
2025-12-06,2,3,0,17,0,1,7,9,3,3,0.09,6.53,52,0,-0.5
2025-12-06,2,3,0,17,0,1,7,9,4,4,0.09,6.6,53.1,0,-0.5
2025-12-06,2,3,0,17,0,1,7,9,5,5,0.11,6.61,52.1,0,-0.5
2025-12-06,2,3,0,17,0,1,7,9,6,6,0.08,6.63,56.5,0,-0.5
2025-12-06,2,4,0,17,0,1,8,9,1,1,-0.09,6.54,51,1,-0.5
2025-12-06,2,4,0,17,0,1,8,9,2,2,-0.04,6.65,52,0,-0.5
2025-12-06,2,4,0,17,0,1,8,9,3,3,-0.1,6.59,52.1,0,-0.5
2025-12-06,2,4,0,17,0,1,8,9,4,4,0.09,6.63,53.2,0,-0.5
2025-12-06,2,4,0,17,0,1,8,9,5,5,0.11,6.67,52,0,-0.5
2025-12-06,2,4,0,17,0,1,8,9,6,6,0.12,6.64,53.2,0,-0.5
2025-12-06,2,5,0,17,0,1,9,10,1,1,0.16,6.55,51.5,0.5,-0.5
2025-12-06,2,5,0,17,0,1,9,10,2,2,0.01,6.76,52,0,-0.5
2025-12-06,2,5,0,17,0,1,9,10,3,3,0.01,6.57,53.8,0,0
2025-12-06,2,5,0,17,0,1,9,10,4,4,0.07,6.6,52.6,0,-0.5
2025-12-06,2,5,0,17,0,1,9,10,5,5,0.04,6.55,53.4,0,-0.5
2025-12-06,2,5,0,17,0,1,9,10,6,6,-0.04,6.6,52,0,-0.5
2025-12-06,2,6,1,12,1,2,9,10,1,1,0.08,6.59,45.5,1.5,-0.5
2025-12-06,2,6,1,12,1,2,9,10,2,2,0.08,6.56,45.5,1.5,0
2025-12-06,2,6,1,12,1,2,9,10,3,3,0.07,6.62,47.8,0,-0.5
2025-12-06,2,6,1,12,1,2,9,10,4,4,0.08,6.59,47,0,-0.5
2025-12-06,2,6,1,12,1,2,9,10,5,5,0.11,6.72,47.4,0,-0.5
2025-12-06,2,6,1,12,1,2,9,10,6,6,0.16,6.72,49.2,0,-0.5
2025-12-06,2,7,1,14,1,2,9,10,1,1,-0.01,6.54,52.1,0,0
2025-12-06,2,7,1,14,1,2,9,10,2,2,0.01,6.63,51,1,-0.5
2025-12-06,2,7,1,14,1,2,9,10,3,3,0.11,6.6,52,0,-0.5
2025-12-06,2,7,1,14,1,2,9,10,4,4,0.01,6.67,54.3,0,-0.5
2025-12-06,2,7,1,14,1,2,9,10,5,5,0.03,6.6,52,0,0
2025-12-06,2,7,1,14,1,2,9,10,6,6,-0.04,6.66,52.2,0,-0.5
2025-12-06,2,8,1,14,1,2,10,10,1,1,0.07,6.56,52,0,-0.5
2025-12-06,2,8,1,14,1,2,10,10,2,2,-0.04,6.62,57.1,0,-0.5
2025-12-06,2,8,1,14,1,2,10,10,3,3,-0.02,6.63,52,0,-0.5
2025-12-06,2,8,1,14,1,2,10,10,4,4,0.05,6.66,55.3,0,-0.5
2025-12-06,2,8,1,14,1,2,10,10,5,5,-0.03,6.65,52,0,-0.5
2025-12-06,2,8,1,14,1,2,10,10,6,6,0.05,6.76,58.4,0,0
2025-12-06,2,9,0,17,0,2,10,10,1,1,0.25,6.75,52,0,-0.5
2025-12-06,2,9,0,17,0,2,10,10,2,2,0.12,6.63,52,0,-0.5
2025-12-06,2,9,0,17,0,2,10,10,3,3,0.03,6.71,52,0,-0.5
2025-12-06,2,9,0,17,0,2,10,10,4,4,-0.01,6.59,52.4,0,-0.5
2025-12-06,2,9,0,17,0,2,10,10,5,5,0.04,6.61,52.1,0,-0.5
2025-12-06,2,9,0,17,0,2,10,10,6,6,0.09,6.66,52,0,-0.5
2025-12-06,2,10,0,17,0,1,10,10,1,1,0.11,6.66,55.2,0,-0.5
2025-12-06,2,10,0,17,0,1,10,10,2,2,0.05,6.59,52.3,0,-0.5
2025-12-06,2,10,0,17,0,1,10,10,3,3,-0.02,6.66,53.4,0,-0.5
2025-12-06,2,10,0,17,0,1,10,10,4,4,0.01,6.56,52,0,-0.5
2025-12-06,2,10,0,17,0,1,10,10,5,5,0.04,6.7,52,0,-0.5
2025-12-06,2,10,0,17,0,1,10,10,6,6,0.08,6.65,51,1,-0.5
2025-12-06,2,11,0,17,0,1,10,10,1,1,-0.01,6.69,53.2,0,-0.5
2025-12-06,2,11,0,17,0,1,10,10,2,3,0.04,6.76,53.4,0,-0.5
2025-12-06,2,11,0,17,0,1,10,10,3,2,0.02,6.67,52,0,-0.5
2025-12-06,2,11,0,17,0,1,10,10,4,4,0.06,6.77,52,0,0
2025-12-06,2,11,0,17,0,1,10,10,5,5,0.02,6.72,51,1,-0.5
2025-12-06,2,11,0,17,0,1,10,10,6,6,0.13,6.66,54.2,0,-0.5
2025-12-06,2,12,1,12,1,1,11,10,1,1,-0.09,6.59,52.2,0,-0.5
2025-12-06,2,12,1,12,1,1,11,10,2,2,-0.07,6.69,52,0,-0.5
2025-12-06,2,12,1,12,1,1,11,10,3,3,-0.09,6.71,52.6,0,0
2025-12-06,2,12,1,12,1,1,11,10,4,5,0.03,6.76,55.9,0,0
2025-12-06,2,12,1,12,1,1,11,10,5,6,0.06,6.64,54.2,0,-0.5
2025-12-06,2,12,1,12,1,1,11,10,6,4,0.02,6.64,51,1,-0.5
2025-12-06,7,1,1,1,1,1,5,13,1,1,0.26,6.56,46.5,0.5,-0.5
2025-12-06,7,1,1,1,1,1,5,13,2,2,0.17,6.57,50.2,0,-0.5
2025-12-06,7,1,1,1,1,1,5,13,3,3,0.18,6.64,55.3,0,-0.5
2025-12-06,7,1,1,1,1,1,5,13,4,4,0.41,6.6,47,0,-0.5
2025-12-06,7,1,1,1,1,1,5,13,5,6,0.3,6.63,50.8,0,-0.5
2025-12-06,7,1,1,1,1,1,5,13,6,5,0.35,6.52,47.3,0,-0.5
2025-12-06,7,2,2,1,1,1,11,13,1,1,0.07,6.6,45.5,1.5,-0.5
2025-12-06,7,2,2,1,1,1,11,13,2,2,0.02,6.53,48.3,0,0
2025-12-06,7,2,2,1,1,1,11,13,3,3,0.19,6.69,53.7,0,-0.5
2025-12-06,7,2,2,1,1,1,11,13,4,4,0.44,6.68,45.5,1.5,-0.5
2025-12-06,7,2,2,1,1,1,11,13,5,5,0.22,6.65,46,1,0
2025-12-06,7,2,2,1,1,1,11,13,6,6,0.08,6.64,46.5,0.5,-0.5
2025-12-06,7,3,2,15,1,1,11,13,1,1,0.02,6.58,46.5,0.5,-0.5
2025-12-06,7,3,2,15,1,1,11,13,2,2,0.08,6.54,46.5,0.5,-0.5
2025-12-06,7,3,2,15,1,1,11,13,3,3,0.18,6.58,47,0,-0.5
2025-12-06,7,3,2,15,1,1,11,13,4,4,0.14,6.56,47,0,-0.5
2025-12-06,7,3,2,15,1,1,11,13,5,5,0.12,6.59,47,0,-0.5
2025-12-06,7,3,2,15,1,1,11,13,6,6,-0.02,6.6,47.3,0,-0.5
2025-12-06,7,4,2,15,1,1,11,13,1,1,-0.12,6.56,47,0,-0.5
2025-12-06,7,4,2,15,1,1,11,13,2,2,0.06,6.53,49.7,0,-0.5
2025-12-06,7,4,2,15,1,1,11,13,3,3,0.29,6.6,47.2,0,-0.5
2025-12-06,7,4,2,15,1,1,11,13,4,4,0.14,6.61,47.2,0,-0.5
2025-12-06,7,4,2,15,1,1,11,13,5,,,0,0,0,0
2025-12-06,7,4,2,15,1,1,11,13,6,5,-0.07,6.58,47.6,0,-0.5
2025-12-06,7,5,1,15,1,1,9,13,1,1,-0.04,6.67,48.2,0,-0.5
2025-12-06,7,5,1,15,1,1,9,13,2,2,-0.07,6.73,47,0,-0.5
2025-12-06,7,5,1,15,1,1,9,13,3,3,-0.02,6.76,48.8,0,-0.5
2025-12-06,7,5,1,15,1,1,9,13,4,4,0.03,6.74,52.5,0,-0.5
2025-12-06,7,5,1,15,1,1,9,13,5,5,-0.05,6.78,47.1,0,-0.5
2025-12-06,7,5,1,15,1,1,9,13,6,6,-0.02,6.7,47,0,-0.5
2025-12-06,7,6,1,1,1,1,8,13,1,1,0.21,6.71,48.5,0,-0.5
2025-12-06,7,6,1,1,1,1,8,13,2,2,0.07,6.77,53.7,0,-0.5
2025-12-06,7,6,1,1,1,1,8,13,3,3,0.2,6.72,47.4,0,-0.5
2025-12-06,7,6,1,1,1,1,8,13,4,4,0.01,6.75,55.3,0,-0.5
2025-12-06,7,6,1,1,1,1,8,13,5,5,0.01,6.7,49.8,0,-0.5
2025-12-06,7,6,1,1,1,1,8,13,6,6,0.04,6.8,50.1,0,-0.5
2025-12-06,7,7,1,15,1,1,7,13,1,1,0.17,6.67,47.9,0,-0.5
2025-12-06,7,7,1,15,1,1,7,13,2,2,0.19,6.68,47,0,-0.5
2025-12-06,7,7,1,15,1,1,7,13,3,3,0.14,6.72,46.5,0.5,-0.5
2025-12-06,7,7,1,15,1,1,7,13,4,4,0.12,6.7,45.5,1.5,-0.5
2025-12-06,7,7,1,15,1,1,7,13,5,5,0.25,6.72,47,0,-0.5
2025-12-06,7,7,1,15,1,1,7,13,6,6,0.29,6.82,45.5,1.5,-0.5
2025-12-06,7,8,1,1,1,1,6,13,1,1,0.25,6.7,47.2,0,-0.5
2025-12-06,7,8,1,1,1,1,6,13,2,2,0.18,6.64,45,2,-0.5
2025-12-06,7,8,1,1,1,1,6,13,3,3,0.14,6.68,44.5,2.5,-0.5
2025-12-06,7,8,1,1,1,1,6,13,4,4,-0.12,6.69,50.2,0,-0.5
2025-12-06,7,8,1,1,1,1,6,13,5,5,-0.09,6.67,47,0,-0.5
2025-12-06,7,8,1,1,1,1,6,13,6,6,-0.08,6.72,46,1,0
2025-12-06,7,9,1,1,1,1,5,13,1,1,-0.12,6.67,47.1,0,-0.5
2025-12-06,7,9,1,1,1,1,5,13,2,2,0.27,6.67,47.3,0,-0.5
2025-12-06,7,9,1,1,1,1,5,13,3,3,0.22,6.68,47.6,0,-0.5
2025-12-06,7,9,1,1,1,1,5,13,4,4,0.2,6.69,47,0,-0.5
2025-12-06,7,9,1,1,1,1,5,13,5,5,0.1,6.7,46,1,-0.5
2025-12-06,7,9,1,1,1,1,5,13,6,6,0.27,6.77,51.5,0,-0.5
2025-12-06,7,10,1,1,1,1,5,13,1,1,0.28,6.66,47,0,-0.5
2025-12-06,7,10,1,1,1,1,5,13,2,2,0.1,6.7,45.5,1.5,-0.5
2025-12-06,7,10,1,1,1,1,5,13,3,3,0.04,6.69,48.2,0,-0.5
2025-12-06,7,10,1,1,1,1,5,13,4,4,0.07,6.71,48.8,0,-0.5
2025-12-06,7,10,1,1,1,1,5,13,5,5,0.1,6.72,47.4,0,-0.5
2025-12-06,7,10,1,1,1,1,5,13,6,6,0.1,6.7,47,0,0
2025-12-06,7,11,1,1,1,1,5,13,1,1,0.19,6.68,45.5,1.5,-0.5
2025-12-06,7,11,1,1,1,1,5,13,2,2,0.08,6.79,48.5,0,-0.5
2025-12-06,7,11,1,1,1,1,5,13,3,3,0.3,6.69,46.5,0.5,-0.5
2025-12-06,7,11,1,1,1,1,5,13,4,4,-0.01,6.74,47.9,0,-0.5
2025-12-06,7,11,1,1,1,1,5,13,5,5,-0.06,6.71,47.2,0,-0.5
2025-12-06,7,11,1,1,1,1,5,13,6,6,-0.06,6.65,48.3,0,0
2025-12-06,7,12,1,1,1,1,5,13,1,1,0.02,6.68,47.2,0,-0.5
2025-12-06,7,12,1,1,1,1,5,13,2,2,0.11,6.73,45.5,1.5,-0.5
2025-12-06,7,12,1,1,1,1,5,13,3,3,0.11,6.75,44,3,-0.5
2025-12-06,7,12,1,1,1,1,5,13,4,4,0.1,6.69,47,0,-0.5
2025-12-06,7,12,1,1,1,1,5,13,5,5,0.09,6.68,45,2,-0.5
2025-12-06,7,12,1,1,1,1,5,13,6,6,0.08,6.69,47,0,-0.5
2025-12-06,8,1,2,3,1,1,11,11,1,1,0.11,6.73,52.7,0,-0.5
2025-12-06,8,1,2,3,1,1,11,11,2,2,0.13,6.67,52,0,-0.5
2025-12-06,8,1,2,3,1,1,11,11,3,3,0.07,6.78,52,0,0
2025-12-06,8,1,2,3,1,1,11,11,4,4,0.05,6.78,52,0,-0.5
2025-12-06,8,1,2,3,1,1,11,11,5,5,0.1,6.74,56.2,0,-0.5
2025-12-06,8,1,2,3,1,1,11,11,6,6,0.09,6.75,52,0,-0.5
2025-12-06,8,2,3,15,1,1,7,10,1,1,0.1,6.75,52.2,0,-0.5
2025-12-06,8,2,3,15,1,1,7,10,2,2,0.06,6.73,52,0,-0.5
2025-12-06,8,2,3,15,1,1,7,10,3,3,0.01,6.7,52.8,0,-0.5
2025-12-06,8,2,3,15,1,1,7,10,4,4,0.13,6.65,54.2,0,-0.5
2025-12-06,8,2,3,15,1,1,7,10,5,5,-0.03,6.74,52,0,-0.5
2025-12-06,8,2,3,15,1,1,7,10,6,6,0.04,6.72,53.7,0,-0.5
2025-12-06,8,3,3,15,1,1,7,10,1,1,-0.04,6.66,52,0,-0.5
