race_date,stadium_number,race_number,race_wind,race_wind_direction_number,race_wave,race_weather_number,race_temperature,race_water_temperature,boat_number,racer_course_number,racer_start_timing,racer_exhibition_time,racer_weight,racer_weight_adjustment,racer_tilt_adjustment
2025-06-20,1,1,3,8,2,1,26,27,1,1,0.04,6.75,55.1,0,-0.5
2025-06-20,1,1,3,8,2,1,26,27,2,2,-0.04,6.77,52.1,0,-0.5
2025-06-20,1,1,3,8,2,1,26,27,3,3,0.08,6.91,52.2,0,0
2025-06-20,1,1,3,8,2,1,26,27,4,4,0.12,6.9,51,1,-0.5
2025-06-20,1,1,3,8,2,1,26,27,5,5,0.04,6.88,52,0,0
2025-06-20,1,1,3,8,2,1,26,27,6,6,0.06,6.89,52.2,0,-0.5
2025-06-20,1,2,4,10,3,1,29,28,1,1,-0.09,6.84,52.4,0,-0.5
2025-06-20,1,2,4,10,3,1,29,28,2,2,0.07,6.76,45,2,-0.5
2025-06-20,1,2,4,10,3,1,29,28,3,3,0.02,6.85,52,0,-0.5
2025-06-20,1,2,4,10,3,1,29,28,4,4,0.03,6.85,52,0,-0.5
2025-06-20,1,2,4,10,3,1,29,28,5,5,0.11,6.76,52,0,-0.5
2025-06-20,1,2,4,10,3,1,29,28,6,6,0.09,6.8,52,0,0
2025-06-20,1,3,3,10,2,1,29,28,1,1,0.25,6.76,52,0,-0.5
2025-06-20,1,3,3,10,2,1,29,28,2,2,0.26,6.79,53,0,-0.5
2025-06-20,1,3,3,10,2,1,29,28,3,3,0.15,6.78,52,0,0
2025-06-20,1,3,3,10,2,1,29,28,4,4,0.13,6.87,47,0,-0.5
2025-06-20,1,3,3,10,2,1,29,28,5,6,0.05,6.86,52.3,0,-0.5
2025-06-20,1,3,3,10,2,1,29,28,6,5,0.02,6.82,53.8,0,-0.5
2025-06-20,1,4,2,10,1,1,29,27,1,1,0.15,6.76,50.4,0,0
2025-06-20,1,4,2,10,1,1,29,27,2,2,0.19,6.8,52,0,0
2025-06-20,1,4,2,10,1,1,29,27,3,3,0.24,6.78,52.1,0,0
2025-06-20,1,4,2,10,1,1,29,27,4,4,0.04,6.84,50,2,-0.5
2025-06-20,1,4,2,10,1,1,29,27,5,5,-0.01,6.82,52,0,0
2025-06-20,1,4,2,10,1,1,29,27,6,6,0.03,6.79,52,0,-0.5
2025-06-20,1,5,4,10,3,1,28,27,1,1,0.07,6.75,46.5,0.5,0
2025-06-20,1,5,4,10,3,1,28,27,2,2,-0.03,6.82,52,0,-0.5
2025-06-20,1,5,4,10,3,1,28,27,3,3,-0.01,6.71,52,0,-0.5
2025-06-20,1,5,4,10,3,1,28,27,4,4,0.09,6.78,51,1,-0.5
