race_date,stadium_number,race_number,race_wind,race_wind_direction_number,race_wave,race_weather_number,race_temperature,race_water_temperature,boat_number,racer_course_number,racer_start_timing,racer_exhibition_time,racer_weight,racer_weight_adjustment,racer_tilt_adjustment
2026-03-30,2,1,2,16,2,2,19,16,1,1,0.09,6.52,53.4,0,-0.5
2026-03-30,2,1,2,16,2,2,19,16,2,2,0.09,6.62,54.9,0,0
2026-03-30,2,1,2,16,2,2,19,16,3,3,0.15,6.6,55,0,-0.5
2026-03-30,2,1,2,16,2,2,19,16,4,4,0.09,6.69,56.6,0,-0.5
2026-03-30,2,1,2,16,2,2,19,16,5,5,0.21,6.7,53,0,-0.5
2026-03-30,2,1,2,16,2,2,19,16,6,6,0.07,6.65,55.3,0,-0.5
2026-03-30,2,2,0,17,0,2,15,15,1,1,-0.01,6.57,47,0,-0.5
2026-03-30,2,2,0,17,0,2,15,15,2,2,-0.01,6.74,51.5,0.5,-0.5
2026-03-30,2,2,0,17,0,2,15,15,3,3,0.19,6.63,52,0,-0.5
2026-03-30,2,2,0,17,0,2,15,15,4,4,-0.04,6.72,50.5,1.5,-0.5
2026-03-30,2,2,0,17,0,2,15,15,5,5,0.03,6.75,52.4,0,-0.5
2026-03-30,2,2,0,17,0,2,15,15,6,6,0.04,6.86,56.1,0,-0.5
2026-03-30,2,3,1,14,1,1,15,15,1,1,0.15,6.62,52,0,-0.5
2026-03-30,2,3,1,14,1,1,15,15,2,2,0.03,6.64,52,0,-0.5
2026-03-30,2,3,1,14,1,1,15,15,3,3,-0.08,6.74,52,0,-0.5
2026-03-30,2,3,1,14,1,1,15,15,4,4,-0.02,6.69,52,0,-0.5
2026-03-30,2,3,1,14,1,1,15,15,5,5,0.02,6.73,52.7,0,0
2026-03-30,2,3,1,14,1,1,15,15,6,6,-0.02,6.71,47,0,-0.5
2026-03-30,2,4,0,17,0,1,16,15,1,1,0.03,6.68,53.1,0,-0.5
2026-03-30,2,4,0,17,0,1,16,15,2,2,0.04,6.56,55.1,0,-0.5
2026-03-30,2,4,0,17,0,1,16,15,3,3,0.23,6.56,51.5,0.5,-0.5
2026-03-30,2,4,0,17,0,1,16,15,4,4,0.05,6.73,52.5,0,-0.5
2026-03-30,2,4,0,17,0,1,16,15,5,5,0.11,6.62,55.3,0,-0.5
2026-03-30,2,4,0,17,0,1,16,15,6,6,0.03,6.68,44.5,2.5,-0.5
2026-03-30,2,5,2,14,1,1,17,16,1,1,0.14,6.6,53.1,0,-0.5
2026-03-30,2,5,2,14,1,1,17,16,2,2,0.09,6.6,58.5,0,-0.5
2026-03-30,2,5,2,14,1,1,17,16,3,3,0.04,6.56,55.1,0,-0.5
2026-03-30,2,5,2,14,1,1,17,16,4,4,0.09,6.62,52.2,0,-0.5
2026-03-30,2,5,2,14,1,1,17,16,5,5,0.14,6.67,53.4,0,-0.5
2026-03-30,2,5,2,14,1,1,17,16,6,6,0.07,6.69,47.1,0,-0.5
2026-03-30,2,6,1,16,1,1,18,16,1,1,0.04,6.54,52.1,0,-0.5
2026-03-30,2,6,1,16,1,1,18,16,2,2,0.05,6.67,56.1,0,-0.5
2026-03-30,2,6,1,16,1,1,18,16,3,3,0.02,6.68,53.1,0,-0.5
2026-03-30,2,6,1,16,1,1,18,16,4,4,0.14,6.7,51,1,-0.5
2026-03-30,2,6,1,16,1,1,18,16,5,5,0.25,6.69,57.9,0,-0.5
2026-03-30,2,6,1,16,1,1,18,16,6,6,0.19,6.84,53,0,-0.5
2026-03-30,2,7,3,14,2,1,18,16,1,1,0.05,6.5,47,0,-0.5
2026-03-30,2,7,3,14,2,1,18,16,2,2,0.06,6.73,51.5,0.5,-0.5
2026-03-30,2,7,3,14,2,1,18,16,3,3,0.09,6.64,47,0,-0.5
2026-03-30,2,7,3,14,2,1,18,16,4,4,0.05,6.67,52.2,0,-0.5
2026-03-30,2,7,3,14,2,1,18,16,5,5,-0.1,6.68,52,0,-0.5
2026-03-30,2,7,3,14,2,1,18,16,6,6,0.04,6.79,56.6,0,-0.5
2026-03-30,2,8,3,14,2,1,19,16,1,1,0.16,6.59,46.5,0.5,-0.5
2026-03-30,2,8,3,14,2,1,19,16,2,2,-0.19,6.67,52.4,0,-0.5
