racer_id,is_night,races,wins,win_rate,low_sample
4043,1,107,22,0.2056,0
4044,0,251,60,0.239,0
4044,1,93,30,0.3226,0
4045,0,212,31,0.1462,0
4045,1,71,9,0.1268,0
4047,0,219,23,0.105,0
4047,1,36,1,0.0278,0
4049,0,300,65,0.2167,0
4049,1,65,12,0.1846,0
4050,0,242,87,0.3595,0
4050,1,81,34,0.4198,0
4051,0,163,45,0.2761,0
4051,1,125,28,0.224,0
4052,0,259,58,0.2239,0
4052,1,72,19,0.2639,0
4053,0,233,48,0.206,0
4053,1,96,19,0.1979,0
4054,0,229,25,0.1092,0
4054,1,58,5,0.0862,0
4055,0,322,73,0.2267,0
4055,1,76,20,0.2632,0
4056,0,103,12,0.1165,0
4056,1,12,0,0.0,0
4057,0,288,51,0.1771,0
4057,1,92,16,0.1739,0
4058,0,286,48,0.1678,0
4058,1,99,14,0.1414,0
4059,0,222,41,0.1847,0
4059,1,47,5,0.1064,0
4060,0,225,36,0.16,0
4060,1,74,10,0.1351,0
4061,0,297,94,0.3165,0
4061,1,95,27,0.2842,0
4062,0,223,24,0.1076,0
4062,1,39,3,0.0769,0
4063,0,305,70,0.2295,0
4063,1,91,31,0.3407,0
4064,0,230,62,0.2696,0
4064,1,155,46,0.2968,0
4065,0,214,35,0.1636,0
4065,1,41,9,0.2195,0
4066,0,273,54,0.1978,0
4066,1,70,16,0.2286,0
4067,0,277,65,0.2347,0
4067,1,117,34,0.2906,0
4068,0,263,28,0.1065,0
4068,1,52,1,0.0192,0
4069,0,235,44,0.1872,0
4069,1,103,16,0.1553,0
4071,0,192,21,0.1094,0
4071,1,19,1,0.0526,0
4072,0,247,85,0.3441,0
4072,1,74,27,0.3649,0
4073,0,275,60,0.2182,0
4073,1,79,20,0.2532,0
4074,0,251,63,0.251,0
4074,1,133,37,0.2782,0
4075,0,258,61,0.2364,0
4075,1,110,26,0.2364,0
4076,0,316,50,0.1582,0
4076,1,52,5,0.0962,0
4077,0,288,44,0.1528,0
4077,1,44,8,0.1818,0
4078,0,44,5,0.1136,0
4078,1,11,0,0.0,0
4079,0,248,51,0.2056,0
4079,1,99,24,0.2424,0
4080,0,57,16,0.2807,0
4080,1,75,29,0.3867,0
4081,0,250,31,0.124,0
4081,1,60,4,0.0667,0
4082,0,268,49,0.1828,0
4082,1,34,6,0.1765,0
4083,0,251,89,0.3546,0
4083,1,95,25,0.2632,0
4084,0,279,76,0.2724,0
4084,1,121,27,0.2231,0
4085,0,171,23,0.1345,0
4085,1,48,5,0.1042,0
4086,0,248,56,0.2258,0
4086,1,79,12,0.1519,0
4089,0,295,60,0.2034,0
4089,1,87,17,0.1954,0
4090,0,218,50,0.2294,0
4090,1,65,15,0.2308,0
4092,0,210,37,0.1762,0
4092,1,68,6,0.0882,0
4093,0,224,22,0.0982,0
4093,1,49,2,0.0408,0
4094,0,209,25,0.1196,0
4094,1,74,5,0.0676,0
4095,0,255,79,0.3098,0
4095,1,77,21,0.2727,0
4096,0,205,54,0.2634,0
4096,1,108,34,0.3148,0
4097,0,207,3,0.0145,0
4097,1,43,1,0.0233,0
4098,0,183,15,0.082,0
4098,1,55,4,0.0727,0
4099,0,254,53,0.2087,0
4099,1,73,19,0.2603,0
4100,0,238,39,0.1639,0
4100,1,70,7,0.1,0
4102,0,294,97,0.3299,0
4102,1,88,26,0.2955,0
4103,0,205,7,0.0341,0
4103,1,63,1,0.0159,0
4104,0,219,32,0.1461,0
4104,1,46,1,0.0217,0
4105,0,280,34,0.1214,0
4105,1,76,8,0.1053,0
4106,0,194,10,0.0515,0
4106,1,51,4,0.0784,0
4108,0,223,54,0.2422,0
4108,1,81,14,0.1728,0
4109,0,260,63,0.2423,0
4109,1,103,29,0.2816,0
4110,0,243,25,0.1029,0
4110,1,30,2,0.0667,0
4111,0,246,37,0.1504,0
4111,1,68,11,0.1618,0
4112,0,233,37,0.1588,0
4112,1,52,7,0.1346,0
4113,0,226,39,0.1726,0
4113,1,72,7,0.0972,0
4114,0,226,22,0.0973,0
4114,1,30,3,0.1,0
4116,0,228,25,0.1096,0
4116,1,75,8,0.1067,0
4117,0,211,37,0.1754,0
4117,1,92,14,0.1522,0
4118,0,324,70,0.216,0
4118,1,74,21,0.2838,0
4119,0,243,43,0.177,0
4119,1,60,9,0.15,0
4120,0,286,50,0.1748,0
4120,1,94,19,0.2021,0
4121,0,259,54,0.2085,0
4121,1,76,16,0.2105,0
4122,0,286,52,0.1818,0
4122,1,99,15,0.1515,0
4123,0,281,68,0.242,0
4123,1,90,22,0.2444,0
4124,0,249,69,0.2771,0
4124,1,84,15,0.1786,0
4128,0,196,26,0.1327,0
4128,1,47,3,0.0638,0
4129,0,194,15,0.0773,0
4129,1,50,0,0.0,0
4131,0,238,50,0.2101,0
4131,1,55,8,0.1455,0
4133,0,286,63,0.2203,0
4133,1,72,12,0.1667,0
4134,0,263,51,0.1939,0
4134,1,92,15,0.163,0
4136,0,231,54,0.2338,0
4136,1,74,19,0.2568,0
4137,0,312,84,0.2692,0
4137,1,77,23,0.2987,0
4138,0,199,20,0.1005,0
4138,1,65,7,0.1077,0
4139,0,218,26,0.1193,0
4139,1,59,2,0.0339,0
4140,0,212,50,0.2358,0
4140,1,65,14,0.2154,0
4142,0,266,35,0.1316,0
4142,1,59,10,0.1695,0
4143,0,208,14,0.0673,0
4143,1,58,3,0.0517,0
4144,0,308,58,0.1883,0
4144,1,6,3,0.5,1
4145,0,252,14,0.0556,0
4145,1,34,0,0.0,0
4146,0,286,38,0.1329,0
4146,1,43,5,0.1163,0
4148,0,255,46,0.1804,0
4148,1,89,14,0.1573,0
4150,0,242,56,0.2314,0
4150,1,62,7,0.1129,0
4151,0,239,41,0.1715,0
4151,1,92,5,0.0543,0
4152,0,219,45,0.2055,0
4152,1,69,5,0.0725,0
4154,0,222,34,0.1532,0
4154,1,100,11,0.11,0
4155,0,232,51,0.2198,0
4155,1,102,24,0.2353,0
4156,0,239,49,0.205,0
4156,1,95,11,0.1158,0
4158,0,224,34,0.1518,0
4158,1,69,8,0.1159,0
4159,0,315,66,0.2095,0
4159,1,64,12,0.1875,0
4161,0,263,42,0.1597,0
4161,1,62,9,0.1452,0
4162,0,129,9,0.0698,0
4162,1,10,0,0.0,0
4163,0,282,53,0.1879,0
4163,1,109,24,0.2202,0
4164,0,164,8,0.0488,0
4164,1,90,1,0.0111,0
4166,0,293,82,0.2799,0
4166,1,83,32,0.3855,0
4167,0,239,15,0.0628,0
4167,1,33,0,0.0,0
4168,0,204,54,0.2647,0
4168,1,135,45,0.3333,0
4169,0,225,19,0.0844,0
4169,1,29,0,0.0,0
4171,0,205,47,0.2293,0
4171,1,176,40,0.2273,0
4172,0,305,57,0.1869,0
4172,1,67,9,0.1343,0
4173,0,246,35,0.1423,0
4173,1,73,7,0.0959,0
4174,0,216,53,0.2454,0
4174,1,151,36,0.2384,0
4175,0,232,44,0.1897,0
4175,1,39,7,0.1795,0
4176,0,169,12,0.071,0
4176,1,39,0,0.0,0
4177,0,176,23,0.1307,0
4177,1,57,7,0.1228,0
4179,0,255,40,0.1569,0
4179,1,76,13,0.1711,0
4180,0,272,45,0.1654,0
4180,1,57,11,0.193,0
4181,0,230,16,0.0696,0
4181,1,50,0,0.0,0
4182,0,277,28,0.1011,0
4182,1,35,2,0.0571,0
4183,0,246,55,0.2236,0
4183,1,44,14,0.3182,0
4184,0,243,84,0.3457,0
4184,1,54,12,0.2222,0
4186,0,229,14,0.0611,0
4186,1,21,0,0.0,0
4188,0,203,80,0.3941,0
4188,1,141,54,0.383,0
4189,0,333,82,0.2462,0
4189,1,70,13,0.1857,0
4190,0,148,35,0.2365,0
4190,1,81,21,0.2593,0
4191,0,263,62,0.2357,0
4191,1,67,14,0.209,0
4193,0,273,74,0.2711,0
4193,1,91,19,0.2088,0
4195,0,222,29,0.1306,0
4195,1,56,5,0.0893,0
4196,0,249,30,0.1205,0
4196,1,61,3,0.0492,0
4197,0,249,21,0.0843,0
4197,1,39,1,0.0256,0
4199,0,317,79,0.2492,0
4199,1,102,24,0.2353,0
4200,0,258,21,0.0814,0
4200,1,48,2,0.0417,0
4201,0,239,26,0.1088,0
4201,1,28,3,0.1071,0
4202,0,261,28,0.1073,0
4202,1,42,1,0.0238,0
4203,0,173,24,0.1387,0
4203,1,70,2,0.0286,0
4204,0,234,35,0.1496,0
4204,1,57,7,0.1228,0
4205,0,274,85,0.3102,0
4205,1,54,11,0.2037,0
4207,0,308,82,0.2662,0
4207,1,21,7,0.3333,0
4208,0,279,76,0.2724,0
4208,1,81,28,0.3457,0
4209,0,234,44,0.188,0
4209,1,94,6,0.0638,0
4210,0,299,44,0.1472,0
4210,1,54,8,0.1481,0
4211,0,216,16,0.0741,0
4211,1,64,4,0.0625,0
4213,0,205,30,0.1463,0
4213,1,76,7,0.0921,0
4214,0,201,37,0.1841,0
4214,1,80,10,0.125,0
4215,0,277,57,0.2058,0
4215,1,99,22,0.2222,0
4216,0,280,43,0.1536,0
4216,1,76,11,0.1447,0
4218,0,287,71,0.2474,0
4218,1,104,28,0.2692,0
4219,0,227,9,0.0396,0
4219,1,64,2,0.0312,0
4220,0,187,41,0.2193,0
4220,1,93,17,0.1828,0
4224,0,256,39,0.1523,0
4224,1,50,7,0.14,0
4225,0,178,32,0.1798,0
4225,1,75,15,0.2,0
4226,0,240,28,0.1167,0
4226,1,65,7,0.1077,0
4227,0,298,63,0.2114,0
4227,1,49,9,0.1837,0
4228,0,234,48,0.2051,0
4228,1,120,23,0.1917,0
4229,0,189,15,0.0794,0
4229,1,56,2,0.0357,0
4230,0,208,65,0.3125,0
4230,1,70,21,0.3,0
4231,0,268,49,0.1828,0
4231,1,73,13,0.1781,0
4232,0,213,31,0.1455,0
4232,1,59,10,0.1695,0
4233,0,251,52,0.2072,0
4233,1,105,20,0.1905,0
4234,0,194,19,0.0979,0
4234,1,62,5,0.0806,0
4236,0,271,101,0.3727,0
4236,1,119,42,0.3529,0
4237,0,260,71,0.2731,0
4237,1,106,36,0.3396,0
4238,0,144,44,0.3056,0
4238,1,105,53,0.5048,0
4239,0,238,60,0.2521,0
4239,1,107,35,0.3271,0
4240,0,193,38,0.1969,0
4240,1,122,27,0.2213,0
4241,0,216,31,0.1435,0
4241,1,126,20,0.1587,0
4243,0,213,38,0.1784,0
4243,1,95,16,0.1684,0
4244,0,194,19,0.0979,0
4244,1,20,1,0.05,0
4245,0,241,29,0.1203,0
4245,1,53,4,0.0755,0
4246,0,240,16,0.0667,0
4246,1,38,0,0.0,0
4247,0,239,32,0.1339,0
4247,1,69,8,0.1159,0
4248,0,201,12,0.0597,0
4248,1,75,8,0.1067,0
4251,0,249,29,0.1165,0
4251,1,82,5,0.061,0
4252,0,249,24,0.0964,0
4252,1,42,6,0.1429,0
4253,0,273,24,0.0879,0
4253,1,47,2,0.0426,0
4254,0,244,53,0.2172,0
4254,1,53,11,0.2075,0
4256,0,279,67,0.2401,0
4256,1,76,23,0.3026,0
4257,0,211,34,0.1611,0
4257,1,48,3,0.0625,0
4258,0,245,34,0.1388,0
4258,1,55,3,0.0545,0
4259,0,247,50,0.2024,0
4259,1,118,21,0.178,0
4260,0,213,46,0.216,0
4260,1,118,20,0.1695,0
4261,0,299,65,0.2174,0
4261,1,79,16,0.2025,0
4262,0,248,75,0.3024,0
4262,1,120,37,0.3083,0
4263,0,210,44,0.2095,0
4263,1,88,14,0.1591,0
4264,0,263,71,0.27,0
4264,1,128,33,0.2578,0
4266,0,276,74,0.2681,0
4266,1,74,27,0.3649,0
4268,0,118,4,0.0339,0
4268,1,57,2,0.0351,0
4269,0,268,81,0.3022,0
4269,1,109,24,0.2202,0
4270,0,239,32,0.1339,0
4270,1,35,0,0.0,0
4271,0,210,17,0.081,0
4271,1,57,4,0.0702,0
4272,0,232,22,0.0948,0
4272,1,51,5,0.098,0
4273,0,221,26,0.1176,0
4273,1,55,4,0.0727,0
4274,0,219,27,0.1233,0
4274,1,55,3,0.0545,0
4275,0,165,4,0.0242,0
4275,1,24,2,0.0833,0
4276,0,218,65,0.2982,0
4276,1,114,32,0.2807,0
4277,0,250,50,0.2,0
4277,1,38,2,0.0526,0
4278,0,296,90,0.3041,0
4278,1,103,40,0.3883,0
4281,0,226,35,0.1549,0
4281,1,44,4,0.0909,0
4283,0,211,13,0.0616,0
4283,1,38,1,0.0263,0
4286,0,311,45,0.1447,0
4286,1,106,20,0.1887,0
4287,0,235,46,0.1957,0
4287,1,93,30,0.3226,0
4288,0,277,93,0.3357,0
4288,1,109,38,0.3486,0
4289,0,243,56,0.2305,0
4289,1,89,20,0.2247,0
4290,0,257,60,0.2335,0
4290,1,79,24,0.3038,0
4292,0,258,76,0.2946,0
4292,1,92,15,0.163,0
4293,0,249,34,0.1365,0
4293,1,105,19,0.181,0
4294,0,267,86,0.3221,0
4294,1,70,16,0.2286,0
4295,0,309,89,0.288,0
4295,1,86,26,0.3023,0
4296,0,172,47,0.2733,0
4296,1,94,24,0.2553,0
4297,0,245,67,0.2735,0
4297,1,97,25,0.2577,0
4298,0,226,41,0.1814,0
4298,1,123,20,0.1626,0
4299,0,177,14,0.0791,0
4299,1,81,4,0.0494,0
4300,0,204,25,0.1225,0
4300,1,72,5,0.0694,0
4301,0,174,20,0.1149,0
4301,1,61,6,0.0984,0
4302,0,264,66,0.25,0
4302,1,114,31,0.2719,0
4303,0,227,29,0.1278,0
4303,1,65,13,0.2,0
4305,0,207,83,0.401,0
4305,1,118,37,0.3136,0
4306,0,181,21,0.116,0
4306,1,94,7,0.0745,0
4308,0,268,68,0.2537,0
4308,1,94,27,0.2872,0
4311,0,263,76,0.289,0
4311,1,90,26,0.2889,0
4313,0,131,29,0.2214,0
4313,1,61,11,0.1803,0
4314,0,257,62,0.2412,0
4314,1,82,16,0.1951,0
4315,0,172,30,0.1744,0
4315,1,110,13,0.1182,0
4317,0,219,32,0.1461,0
4317,1,54,4,0.0741,0
4318,0,227,35,0.1542,0
4318,1,85,9,0.1059,0
4319,0,288,49,0.1701,0
4319,1,88,13,0.1477,0
4320,0,196,58,0.2959,0
4320,1,90,37,0.4111,0
4323,0,225,33,0.1467,0
4323,1,70,11,0.1571,0
4324,0,321,100,0.3115,0
4324,1,108,45,0.4167,0
4325,0,199,18,0.0905,0
4325,1,64,3,0.0469,0
4327,0,257,17,0.0661,0
4327,1,48,7,0.1458,0
4329,0,242,17,0.0702,0
4329,1,59,5,0.0847,0
4330,0,246,62,0.252,0
4330,1,80,22,0.275,0
4331,0,180,43,0.2389,0
4331,1,142,29,0.2042,0
4332,0,195,13,0.0667,0
4332,1,44,2,0.0455,0
4335,0,268,77,0.2873,0
4335,1,76,24,0.3158,0
4336,0,269,36,0.1338,0
4336,1,70,9,0.1286,0
4337,0,277,71,0.2563,0
4337,1,102,21,0.2059,0
4339,0,250,17,0.068,0
4339,1,35,3,0.0857,0
4340,0,52,2,0.0385,0
4342,0,277,84,0.3032,0
4342,1,61,19,0.3115,0
4343,0,247,12,0.0486,0
4343,1,40,3,0.075,0
4344,0,244,69,0.2828,0
4344,1,99,28,0.2828,0
4345,0,250,39,0.156,0
4345,1,66,15,0.2273,0
4346,0,230,37,0.1609,0
4346,1,72,8,0.1111,0
4347,0,229,45,0.1965,0
4347,1,66,10,0.1515,0
4348,0,240,38,0.1583,0
4348,1,116,17,0.1466,0
4349,0,203,21,0.1034,0
4349,1,41,3,0.0732,0
4350,0,244,68,0.2787,0
4350,1,120,47,0.3917,0
4351,0,295,101,0.3424,0
4351,1,94,27,0.2872,0
4352,0,193,48,0.2487,0
4352,1,109,37,0.3394,0
4355,0,154,7,0.0455,0
4355,1,42,0,0.0,0
4356,0,243,53,0.2181,0
4356,1,83,19,0.2289,0
4357,0,253,73,0.2885,0
4357,1,111,39,0.3514,0
4358,0,247,21,0.085,0
4358,1,35,3,0.0857,0
4359,0,235,39,0.166,0
4359,1,46,7,0.1522,0
4360,0,270,52,0.1926,0
4360,1,67,6,0.0896,0
4361,0,190,57,0.3,0
4361,1,141,63,0.4468,0
4362,0,215,47,0.2186,0
4362,1,108,25,0.2315,0
4363,0,255,44,0.1725,0
4363,1,130,23,0.1769,0
4364,0,239,71,0.2971,0
4364,1,107,34,0.3178,0
4365,0,277,57,0.2058,0
4365,1,53,6,0.1132,0
4366,0,299,75,0.2508,0
4366,1,83,19,0.2289,0
4367,0,193,11,0.057,0
4367,1,75,6,0.08,0
4368,0,239,20,0.0837,0
4368,1,32,3,0.0938,0
4369,0,265,64,0.2415,0
4369,1,102,15,0.1471,0
4370,0,280,100,0.3571,0
4370,1,74,22,0.2973,0
4371,0,229,41,0.179,0
4371,1,82,22,0.2683,0
4372,0,158,40,0.2532,0
4372,1,102,25,0.2451,0
4373,0,234,48,0.2051,0
4373,1,108,25,0.2315,0
4374,0,254,31,0.122,0
4374,1,46,4,0.087,0
4375,0,281,64,0.2278,0
4375,1,80,17,0.2125,0
4376,0,264,64,0.2424,0
4376,1,113,15,0.1327,0
4377,0,288,69,0.2396,0
4377,1,88,23,0.2614,0
4379,0,281,50,0.1779,0
4379,1,84,17,0.2024,0
4380,0,268,42,0.1567,0
4380,1,45,2,0.0444,0
4381,0,239,58,0.2427,0
4381,1,94,13,0.1383,0
4382,0,294,21,0.0714,0
4382,1,15,0,0.0,0
4383,0,235,39,0.166,0
4383,1,76,8,0.1053,0
4384,0,281,54,0.1922,0
4384,1,84,26,0.3095,0
4385,0,125,7,0.056,0
4385,1,45,3,0.0667,0
4387,0,258,70,0.2713,0
4387,1,100,32,0.32,0
4388,0,324,62,0.1914,0
4388,1,48,11,0.2292,0
4389,0,194,27,0.1392,0
4389,1,103,10,0.0971,0
4390,0,249,20,0.0803,0
4390,1,44,3,0.0682,0
4391,0,313,96,0.3067,0
4391,1,59,12,0.2034,0
4393,0,237,24,0.1013,0
4393,1,38,1,0.0263,0
4394,0,229,43,0.1878,0
4394,1,68,14,0.2059,0
4395,0,251,34,0.1355,0
4395,1,61,5,0.082,0
4396,0,228,21,0.0921,0
4396,1,84,11,0.131,0
4397,0,276,77,0.279,0
4397,1,116,38,0.3276,0
4398,0,317,88,0.2776,0
4398,1,70,21,0.3,0
4400,0,221,5,0.0226,0
4400,1,34,1,0.0294,0
4401,0,243,48,0.1975,0
4401,1,63,13,0.2063,0
4402,0,225,56,0.2489,0
4402,1,96,20,0.2083,0
4403,0,248,50,0.2016,0
4403,1,79,19,0.2405,0
4404,0,220,19,0.0864,0
4404,1,52,2,0.0385,0
4405,0,250,17,0.068,0
4405,1,35,1,0.0286,0
4406,0,243,29,0.1193,0
4406,1,66,8,0.1212,0
4407,0,278,31,0.1115,0
4407,1,62,4,0.0645,0
4408,0,149,12,0.0805,0
4408,1,74,6,0.0811,0
4409,0,274,77,0.281,0
4409,1,81,21,0.2593,0
4410,0,247,39,0.1579,0
4410,1,70,8,0.1143,0
4411,0,279,55,0.1971,0
4411,1,92,14,0.1522,0
4413,0,250,47,0.188,0
4413,1,120,26,0.2167,0
4414,0,180,19,0.1056,0
4414,1,51,6,0.1176,0
4415,0,313,80,0.2556,0
4415,1,64,21,0.3281,0
4416,0,244,39,0.1598,0
4416,1,63,5,0.0794,0
4417,0,198,23,0.1162,0
4417,1,61,1,0.0164,0
4418,0,278,94,0.3381,0
4418,1,75,21,0.28,0
4419,0,219,32,0.1461,0
4419,1,33,3,0.0909,0
4420,0,275,46,0.1673,0
4420,1,121,23,0.1901,0
4421,0,169,9,0.0533,0
4421,1,49,2,0.0408,0
4422,0,226,28,0.1239,0
4422,1,58,7,0.1207,0
4423,0,250,44,0.176,0
4423,1,68,5,0.0735,0
4424,0,293,63,0.215,0
4424,1,107,22,0.2056,0
4425,0,212,19,0.0896,0
4425,1,40,3,0.075,0
4427,0,261,88,0.3372,0
4427,1,76,23,0.3026,0
4428,0,285,66,0.2316,0
4428,1,68,17,0.25,0
4429,0,256,19,0.0742,0
4429,1,39,2,0.0513,0
4430,0,291,57,0.1959,0
4430,1,76,16,0.2105,0
4431,0,197,36,0.1827,0
4431,1,45,5,0.1111,0
4432,0,293,37,0.1263,0
4432,1,48,6,0.125,0
4433,0,232,71,0.306,0
4433,1,156,53,0.3397,0
4434,0,274,74,0.2701,0
4434,1,75,16,0.2133,0
4435,0,231,44,0.1905,0
4435,1,61,6,0.0984,0
4436,0,261,59,0.2261,0
4436,1,102,26,0.2549,0
4437,0,228,53,0.2325,0
4437,1,120,30,0.25,0
4438,0,268,60,0.2239,0
4438,1,64,12,0.1875,0
4439,0,197,12,0.0609,0
4439,1,38,1,0.0263,0
4440,0,237,21,0.0886,0
4440,1,42,3,0.0714,0
4441,0,308,69,0.224,0
4441,1,63,17,0.2698,0
4442,0,211,53,0.2512,0
4442,1,101,15,0.1485,0
4443,0,236,37,0.1568,0
4443,1,98,15,0.1531,0
4444,0,264,64,0.2424,0
4444,1,49,10,0.2041,0
4445,0,267,59,0.221,0
4445,1,67,20,0.2985,0
4446,0,287,75,0.2613,0
4446,1,84,26,0.3095,0
4447,0,233,52,0.2232,0
4447,1,97,16,0.1649,0
4448,0,290,85,0.2931,0
4448,1,59,13,0.2203,0
4449,0,259,27,0.1042,0
4449,1,23,0,0.0,0
4450,0,206,45,0.2184,0
4450,1,104,21,0.2019,0
4451,0,248,60,0.2419,0
4451,1,119,22,0.1849,0
4452,0,260,39,0.15,0
4452,1,107,19,0.1776,0
4456,0,224,61,0.2723,0
4456,1,54,17,0.3148,0
4457,0,208,21,0.101,0
4457,1,42,5,0.119,0
4458,0,269,40,0.1487,0
4458,1,47,4,0.0851,0
4459,0,241,39,0.1618,0
4459,1,102,29,0.2843,0
4460,0,290,54,0.1862,0
4460,1,88,20,0.2273,0
4461,0,229,20,0.0873,0
4461,1,31,1,0.0323,0
4462,0,208,36,0.1731,0
4462,1,50,3,0.06,0
4463,0,235,46,0.1957,0
4463,1,89,11,0.1236,0
4464,0,211,38,0.1801,0
4464,1,75,12,0.16,0
4465,0,191,17,0.089,0
4465,1,41,2,0.0488,0
4466,0,250,47,0.188,0
4466,1,67,9,0.1343,0
4467,0,253,55,0.2174,0
4467,1,110,21,0.1909,0
4468,0,244,67,0.2746,0
4468,1,90,34,0.3778,0
4469,0,250,59,0.236,0
4469,1,73,13,0.1781,0
4470,0,265,66,0.2491,0
4470,1,89,18,0.2022,0
4471,0,324,99,0.3056,0
4471,1,75,26,0.3467,0
4472,0,298,70,0.2349,0
4472,1,85,21,0.2471,0
4473,0,197,35,0.1777,0
4473,1,41,5,0.122,0
4474,0,219,36,0.1644,0
4474,1,58,4,0.069,0
4475,0,264,51,0.1932,0
4475,1,115,20,0.1739,0
4477,0,268,69,0.2575,0
4477,1,76,16,0.2105,0
4478,0,245,49,0.2,0
4478,1,93,29,0.3118,0
4479,0,159,11,0.0692,0
4479,1,42,2,0.0476,0
4482,0,273,78,0.2857,0
4482,1,73,19,0.2603,0
4483,0,277,85,0.3069,0
4483,1,89,34,0.382,0
4484,0,211,25,0.1185,0
4484,1,61,3,0.0492,0
4485,0,246,39,0.1585,0
4485,1,81,10,0.1235,0
4486,0,207,38,0.1836,0
4486,1,94,14,0.1489,0
4487,0,237,26,0.1097,0
4487,1,68,5,0.0735,0
4488,0,232,63,0.2716,0
4488,1,80,19,0.2375,0
4489,0,249,44,0.1767,0
4489,1,55,3,0.0545,0
4491,0,237,22,0.0928,0
4491,1,53,0,0.0,0
4492,0,57,16,0.2807,0
4492,1,45,14,0.3111,0
4494,0,232,50,0.2155,0
4494,1,80,21,0.2625,0
4495,0,157,34,0.2166,0
4495,1,92,20,0.2174,0
4496,0,239,66,0.2762,0
4496,1,102,27,0.2647,0
4497,0,195,55,0.2821,0
4497,1,110,38,0.3455,0
4498,0,135,21,0.1556,0
4498,1,66,8,0.1212,0
4499,0,148,26,0.1757,0
4499,1,68,11,0.1618,0
4500,0,287,106,0.3693,0
4500,1,67,22,0.3284,0
4501,0,285,53,0.186,0
4501,1,76,14,0.1842,0
4502,0,284,85,0.2993,0
4502,1,68,23,0.3382,0
4503,0,289,95,0.3287,0
4503,1,101,35,0.3465,0
4504,0,269,58,0.2156,0
4504,1,103,26,0.2524,0
4505,0,238,66,0.2773,0
4505,1,95,17,0.1789,0
4506,0,246,64,0.2602,0
4506,1,95,20,0.2105,0
4508,0,182,30,0.1648,0
4508,1,56,3,0.0536,0
4509,0,234,46,0.1966,0
4509,1,87,11,0.1264,0
4510,0,110,2,0.0182,0
4510,1,28,1,0.0357,0
4511,0,216,21,0.0972,0
4511,1,73,3,0.0411,0
4512,0,329,100,0.304,0
4512,1,92,32,0.3478,0
4513,0,251,57,0.2271,0
4513,1,69,8,0.1159,0
4514,0,258,73,0.2829,0
4514,1,125,41,0.328,0
4515,0,290,62,0.2138,0
4515,1,98,20,0.2041,0
4516,0,243,62,0.2551,0
4516,1,109,22,0.2018,0
4518,0,223,61,0.2735,0
4518,1,100,33,0.33,0
4519,0,154,37,0.2403,0
4519,1,39,5,0.1282,0
4520,0,263,53,0.2015,0
4520,1,39,4,0.1026,0
4521,0,232,45,0.194,0
4521,1,70,10,0.1429,0
4522,0,254,65,0.2559,0
4522,1,76,17,0.2237,0
4523,0,205,34,0.1659,0
4523,1,87,12,0.1379,0
4524,0,260,59,0.2269,0
4524,1,81,25,0.3086,0
4525,0,178,19,0.1067,0
4525,1,51,5,0.098,0
4526,0,194,40,0.2062,0
4526,1,93,17,0.1828,0
4527,0,196,19,0.0969,0
4527,1,56,3,0.0536,0
4528,0,239,67,0.2803,0
4528,1,86,31,0.3605,0
4529,0,233,48,0.206,0
4529,1,82,15,0.1829,0
4530,0,249,87,0.3494,0
4530,1,85,26,0.3059,0
4531,0,302,68,0.2252,0
4531,1,71,14,0.1972,0
4532,0,262,80,0.3053,0
4532,1,68,19,0.2794,0
4533,0,147,21,0.1429,0
4533,1,70,6,0.0857,0
4534,0,150,10,0.0667,0
4534,1,40,1,0.025,0
4535,0,168,49,0.2917,0
4535,1,88,23,0.2614,0
4536,0,258,53,0.2054,0
4536,1,87,17,0.1954,0
4537,0,292,90,0.3082,0
4537,1,75,18,0.24,0
4538,0,215,74,0.3442,0
4538,1,79,17,0.2152,0
4539,0,225,63,0.28,0
4539,1,134,24,0.1791,0
4540,0,214,39,0.1822,0
4540,1,86,11,0.1279,0
4543,0,265,69,0.2604,0
4543,1,96,25,0.2604,0
4544,0,291,125,0.4296,0
4544,1,103,39,0.3786,0
4545,0,235,64,0.2723,0
4545,1,110,50,0.4545,0
4546,0,223,52,0.2332,0
4546,1,48,12,0.25,0
4547,0,275,60,0.2182,0
4547,1,75,18,0.24,0
4548,0,135,6,0.0444,0
4548,1,15,0,0.0,0
4549,0,211,38,0.1801,0
4549,1,86,10,0.1163,0
4550,0,225,35,0.1556,0
4550,1,82,6,0.0732,0
4551,0,279,50,0.1792,0
4551,1,71,10,0.1408,0
4552,0,201,34,0.1692,0
4552,1,101,17,0.1683,0
4553,0,179,40,0.2235,0
4553,1,127,22,0.1732,0
4555,0,236,33,0.1398,0
4555,1,65,7,0.1077,0
4556,0,204,63,0.3088,0
4556,1,81,25,0.3086,0
4557,0,193,16,0.0829,0
4557,1,79,7,0.0886,0
4558,0,194,16,0.0825,0
4558,1,41,1,0.0244,0
4560,0,203,44,0.2167,0
4560,1,86,13,0.1512,0
4561,0,247,68,0.2753,0
4561,1,71,22,0.3099,0
4562,0,271,19,0.0701,0
4562,1,63,1,0.0159,0
4563,0,218,26,0.1193,0
4563,1,52,4,0.0769,0
4564,0,245,18,0.0735,0
4564,1,48,0,0.0,0
4565,0,260,20,0.0769,0
4565,1,34,3,0.0882,0
4566,0,241,51,0.2116,0
4566,1,89,26,0.2921,0
4567,0,151,12,0.0795,0
4567,1,71,0,0.0,0
