racer_id,is_night,races,wins,win_rate,low_sample
4005,0,41,3,0.0732,0
4005,1,13,0,0.0,0
4006,0,236,31,0.1314,0
4006,1,54,2,0.037,0
4007,0,210,32,0.1524,0
4007,1,56,6,0.1071,0
4009,0,150,30,0.2,0
4009,1,155,30,0.1935,0
4010,0,195,15,0.0769,0
4010,1,59,1,0.0169,0
4011,0,245,71,0.2898,0
4011,1,53,11,0.2075,0
4012,0,237,60,0.2532,0
4012,1,87,22,0.2529,0
4013,0,303,82,0.2706,0
4013,1,63,18,0.2857,0
4014,0,182,37,0.2033,0
4014,1,130,23,0.1769,0
4015,0,254,44,0.1732,0
4015,1,87,10,0.1149,0
4016,0,245,29,0.1184,0
4016,1,47,3,0.0638,0
4017,0,201,36,0.1791,0
4017,1,96,19,0.1979,0
4019,0,253,61,0.2411,0
4019,1,88,31,0.3523,0
4020,0,205,18,0.0878,0
4020,1,68,4,0.0588,0
4022,0,201,24,0.1194,0
4022,1,58,5,0.0862,0
4023,0,210,16,0.0762,0
4023,1,59,8,0.1356,0
4024,0,304,69,0.227,0
4024,1,53,11,0.2075,0
4025,0,229,61,0.2664,0
4025,1,88,22,0.25,0
4027,0,206,41,0.199,0
4027,1,96,18,0.1875,0
4028,0,254,71,0.2795,0
4028,1,79,17,0.2152,0
4030,0,242,34,0.1405,0
4030,1,108,21,0.1944,0
4031,0,268,32,0.1194,0
4031,1,36,1,0.0278,0
4033,0,295,77,0.261,0
4033,1,68,17,0.25,0
4034,0,209,17,0.0813,0
4034,1,84,4,0.0476,0
4035,0,266,24,0.0902,0
4035,1,60,3,0.05,0
4036,0,265,72,0.2717,0
4036,1,105,22,0.2095,0
4039,0,284,41,0.1444,0
4039,1,43,3,0.0698,0
4040,0,300,72,0.24,0
4040,1,95,21,0.2211,0
4041,0,122,11,0.0902,0
4041,1,89,5,0.0562,0
4042,0,266,57,0.2143,0
4042,1,94,24,0.2553,0
4043,0,249,51,0.2048,0
