stadium_number,entry_course_actual,wind_band,races,wins,win_rate,nige_wins,nige_rate,low_sample
4,1,2-3,1191,526,0.4416,500,0.4198,0
4,1,4-5,775,355,0.4581,335,0.4323,0
4,1,6+,255,110,0.4314,107,0.4196,0
4,2,0-1,741,110,0.1484,0,0.0,0
4,2,2-3,1191,198,0.1662,0,0.0,0
4,2,4-5,775,136,0.1755,0,0.0,0
4,2,6+,255,40,0.1569,0,0.0,0
4,3,0-1,741,136,0.1835,0,0.0,0
4,3,2-3,1191,180,0.1511,0,0.0,0
4,3,4-5,775,123,0.1587,0,0.0,0
4,3,6+,255,41,0.1608,0,0.0,0
4,4,0-1,741,89,0.1201,0,0.0,0
4,4,2-3,1191,160,0.1343,0,0.0,0
4,4,4-5,775,95,0.1226,0,0.0,0
4,4,6+,255,34,0.1333,0,0.0,0
4,5,0-1,741,52,0.0702,0,0.0,0
4,5,2-3,1191,89,0.0747,0,0.0,0
4,5,4-5,775,50,0.0645,0,0.0,0
4,5,6+,255,25,0.098,0,0.0,0
4,6,0-1,733,19,0.0259,0,0.0,0
4,6,2-3,1171,38,0.0325,0,0.0,0
4,6,4-5,770,16,0.0208,0,0.0,0
4,6,6+,252,5,0.0198,0,0.0,0
5,1,0-1,1322,722,0.5461,700,0.5295,0
5,1,2-3,1525,817,0.5357,784,0.5141,0
5,1,4-5,342,182,0.5322,169,0.4942,0
5,1,6+,54,22,0.4074,20,0.3704,0
5,2,0-1,1322,170,0.1286,0,0.0,0
5,2,2-3,1525,219,0.1436,0,0.0,0
5,2,4-5,342,47,0.1374,0,0.0,0
5,2,6+,54,10,0.1852,0,0.0,0
5,3,0-1,1322,165,0.1248,0,0.0,0
5,3,2-3,1525,212,0.139,0,0.0,0
5,3,4-5,342,39,0.114,0,0.0,0
5,3,6+,54,9,0.1667,0,0.0,0
5,4,0-1,1322,147,0.1112,0,0.0,0
5,4,2-3,1525,145,0.0951,0,0.0,0
5,4,4-5,342,44,0.1287,0,0.0,0
5,4,6+,54,10,0.1852,0,0.0,0
5,5,0-1,1322,80,0.0605,0,0.0,0
5,5,2-3,1525,100,0.0656,0,0.0,0
5,5,4-5,342,22,0.0643,0,0.0,0
5,5,6+,54,2,0.037,0,0.0,0
5,6,0-1,1311,38,0.029,0,0.0,0
5,6,2-3,1511,32,0.0212,0,0.0,0
5,6,4-5,338,8,0.0237,0,0.0,0
5,6,6+,53,1,0.0189,0,0.0,0
6,1,0-1,442,255,0.5769,246,0.5566,0
6,1,2-3,1425,801,0.5621,767,0.5382,0
6,1,4-5,1278,648,0.507,613,0.4797,0
6,1,6+,332,150,0.4518,136,0.4096,0
6,2,0-1,442,59,0.1335,0,0.0,0
6,2,2-3,1425,174,0.1221,0,0.0,0
6,2,4-5,1278,173,0.1354,0,0.0,0
6,2,6+,332,50,0.1506,0,0.0,0
6,3,0-1,442,55,0.1244,0,0.0,0
6,3,2-3,1425,184,0.1291,0,0.0,0
6,3,4-5,1278,212,0.1659,0,0.0,0
6,3,6+,332,47,0.1416,0,0.0,0
6,4,0-1,442,42,0.095,0,0.0,0
6,4,2-3,1425,150,0.1053,0,0.0,0
6,4,4-5,1278,123,0.0962,0,0.0,0
6,4,6+,332,57,0.1717,0,0.0,0
6,5,0-1,442,25,0.0566,0,0.0,0
6,5,2-3,1425,94,0.066,0,0.0,0
6,5,4-5,1278,95,0.0743,0,0.0,0
6,5,6+,332,18,0.0542,0,0.0,0
6,6,0-1,437,6,0.0137,0,0.0,0
6,6,2-3,1412,21,0.0149,0,0.0,0
6,6,4-5,1265,27,0.0213,0,0.0,0
6,6,6+,326,10,0.0307,0,0.0,0
7,1,0-1,804,511,0.6356,503,0.6256,0
7,1,2-3,1866,1030,0.552,998,0.5348,0
7,1,4-5,576,307,0.533,297,0.5156,0
7,1,6+,28,13,0.4643,13,0.4643,0
7,2,0-1,804,69,0.0858,0,0.0,0
7,2,2-3,1866,241,0.1292,0,0.0,0
7,2,4-5,576,85,0.1476,0,0.0,0
7,2,6+,28,5,0.1786,0,0.0,0
7,3,0-1,804,90,0.1119,0,0.0,0
7,3,2-3,1866,216,0.1158,0,0.0,0
7,3,4-5,576,76,0.1319,0,0.0,0
7,3,6+,28,5,0.1786,0,0.0,0
7,4,0-1,804,72,0.0896,0,0.0,0
7,4,2-3,1866,229,0.1227,0,0.0,0
7,4,4-5,576,69,0.1198,0,0.0,0
7,4,6+,28,5,0.1786,0,0.0,0
7,5,0-1,803,51,0.0635,0,0.0,0
7,5,2-3,1866,109,0.0584,0,0.0,0
7,5,4-5,576,28,0.0486,0,0.0,0
7,5,6+,28,0,0.0,0,0.0,0
7,6,0-1,792,11,0.0139,0,0.0,0
7,6,2-3,1853,40,0.0216,0,0.0,0
7,6,4-5,567,11,0.0194,0,0.0,0
7,6,6+,28,0,0.0,0,0.0,0
8,1,0-1,529,310,0.586,304,0.5747,0
8,1,2-3,2159,1322,0.6123,1261,0.5841,0
8,1,4-5,577,314,0.5442,298,0.5165,0
8,1,6+,264,109,0.4129,102,0.3864,0
8,2,0-1,529,64,0.121,0,0.0,0
8,2,2-3,2159,267,0.1237,0,0.0,0
8,2,4-5,577,81,0.1404,0,0.0,0
8,2,6+,264,42,0.1591,0,0.0,0
8,3,0-1,529,58,0.1096,0,0.0,0
8,3,2-3,2159,202,0.0936,0,0.0,0
8,3,4-5,577,60,0.104,0,0.0,0
8,3,6+,264,47,0.178,0,0.0,0
8,4,0-1,529,52,0.0983,0,0.0,0
8,4,2-3,2159,216,0.1,0,0.0,0
8,4,4-5,577,76,0.1317,0,0.0,0
8,4,6+,264,41,0.1553,0,0.0,0
